gender,relevent_experience,enrolled_university,education_level,major_discipline,company_type,LookingForJobChange
nan,Has relevent experience,Part time course,Masters,STEM,Early Stage Startup,No
Female,No relevent experience,Part time course,Masters,Business Degree,nan,No
Female,Has relevent experience,no_enrollment,Graduate,No Major,Funded Startup,Yes
Female,No relevent experience,no_enrollment,Masters,Humanities,Public Sector,No
nan,Has relevent experience,Part time course,Graduate,Humanities,Funded Startup,No
Male,Has relevent experience,nan,Graduate,STEM,Public Sector,No
Male,No relevent experience,no_enrollment,Phd,Other,nan,No
nan,Has relevent experience,no_enrollment,Masters,Business Degree,nan,No
nan,Has relevent experience,no_enrollment,Masters,Arts,NGO,No
Female,No relevent experience,Full time course,High School,nan,Funded Startup,No
nan,Has relevent experience,no_enrollment,nan,nan,Public Sector,No
nan,No relevent experience,Part time course,High School,nan,Funded Startup,No
Female,Has relevent experience,no_enrollment,Masters,No Major,Pvt Ltd,No
Male,No relevent experience,Full time course,Primary School,nan,Pvt Ltd,No
Male,Has relevent experience,no_enrollment,Masters,nan,Public Sector,Yes
Female,Has relevent experience,Full time course,Graduate,STEM,Funded Startup,No
Other,No relevent experience,no_enrollment,Graduate,STEM,Public Sector,No
Other,Has relevent experience,no_enrollment,Graduate,Other,Pvt Ltd,No
Male,Has relevent experience,Full time course,Phd,STEM,NGO,No
Male,No relevent experience,Full time course,Masters,Other,Public Sector,No
Other,No relevent experience,Full time course,Graduate,No Major,Pvt Ltd,No
Male,Has relevent experience,Full time course,Graduate,Business Degree,nan,Yes
nan,No relevent experience,Full time course,Phd,Other,Pvt Ltd,No
Female,Has relevent experience,Part time course,Masters,STEM,NGO,Yes
Other,No relevent experience,Part time course,Graduate,STEM,Pvt Ltd,No
Male,No relevent experience,nan,Graduate,Arts,nan,Yes
nan,Has relevent experience,Full time course,Primary School,nan,Early Stage Startup,No
Other,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,No
Male,Has relevent experience,no_enrollment,Graduate,No Major,Other,No
Male,No relevent experience,no_enrollment,Graduate,Business Degree,Funded Startup,No
nan,No relevent experience,Part time course,Masters,STEM,Funded Startup,No
Other,No relevent experience,nan,Graduate,STEM,nan,Yes
Male,No relevent experience,Part time course,Graduate,Business Degree,Pvt Ltd,Yes
Male,No relevent experience,Full time course,Masters,Other,Pvt Ltd,Yes
Male,No relevent experience,Part time course,Graduate,Other,Public Sector,No
Male,Has relevent experience,Full time course,Graduate,Humanities,nan,No
Other,Has relevent experience,Full time course,Graduate,Arts,nan,No
nan,Has relevent experience,no_enrollment,Graduate,Humanities,Other,Yes
Male,No relevent experience,Part time course,nan,nan,nan,Yes
nan,Has relevent experience,no_enrollment,Masters,Other,Public Sector,No
Male,Has relevent experience,no_enrollment,Graduate,Business Degree,Early Stage Startup,No
Other,No relevent experience,Full time course,Graduate,STEM,NGO,No
Female,Has relevent experience,no_enrollment,High School,nan,Early Stage Startup,No
nan,Has relevent experience,no_enrollment,Graduate,Arts,Public Sector,No
Male,No relevent experience,Full time course,Masters,Business Degree,Pvt Ltd,No
nan,No relevent experience,no_enrollment,Graduate,Business Degree,Funded Startup,No
Male,No relevent experience,Full time course,Graduate,nan,nan,No
Male,No relevent experience,Full time course,Graduate,Business Degree,Pvt Ltd,No
Female,Has relevent experience,no_enrollment,Graduate,No Major,Pvt Ltd,No
Female,No relevent experience,Full time course,Masters,Humanities,Public Sector,No
nan,Has relevent experience,Part time course,Masters,Other,Pvt Ltd,No
Male,Has relevent experience,Part time course,Graduate,Humanities,NGO,No
nan,Has relevent experience,no_enrollment,Phd,Arts,NGO,No
Male,Has relevent experience,no_enrollment,Graduate,Arts,Other,No
Male,No relevent experience,Full time course,Masters,STEM,Funded Startup,No
Male,No relevent experience,Part time course,Phd,STEM,Public Sector,No
nan,Has relevent experience,nan,nan,nan,Public Sector,No
nan,No relevent experience,Part time course,Primary School,nan,nan,Yes
Male,Has relevent experience,no_enrollment,Masters,Other,NGO,No
nan,Has relevent experience,nan,High School,nan,nan,No
Male,No relevent experience,Part time course,Primary School,nan,nan,No
nan,Has relevent experience,no_enrollment,Graduate,No Major,Early Stage Startup,No
nan,Has relevent experience,nan,Masters,Other,nan,No
Male,No relevent experience,Full time course,Graduate,Business Degree,Funded Startup,No
Male,Has relevent experience,nan,Graduate,Humanities,NGO,No
Male,Has relevent experience,Full time course,nan,nan,Early Stage Startup,No
nan,Has relevent experience,Full time course,nan,nan,Other,No
nan,No relevent experience,no_enrollment,Masters,Humanities,Public Sector,No
Male,Has relevent experience,nan,High School,nan,Public Sector,No
Male,No relevent experience,nan,Graduate,No Major,Public Sector,No
nan,Has relevent experience,Part time course,Graduate,Other,NGO,No
nan,No relevent experience,Part time course,Masters,Other,nan,No
nan,Has relevent experience,no_enrollment,Phd,Humanities,Early Stage Startup,No
Male,Has relevent experience,Full time course,High School,nan,NGO,No
Male,No relevent experience,Part time course,Masters,Humanities,Pvt Ltd,No
Male,Has relevent experience,no_enrollment,nan,nan,Other,No
Female,Has relevent experience,no_enrollment,Masters,Other,nan,No
nan,Has relevent experience,Full time course,Masters,No Major,nan,Yes
Male,Has relevent experience,no_enrollment,Phd,Other,Funded Startup,No
Female,Has relevent experience,Full time course,nan,nan,Early Stage Startup,No
nan,Has relevent experience,no_enrollment,Graduate,Other,Public Sector,No
nan,No relevent experience,no_enrollment,Graduate,nan,Pvt Ltd,No
Female,No relevent experience,Full time course,Graduate,Other,Pvt Ltd,No
nan,No relevent experience,Part time course,Graduate,Humanities,nan,No
Male,Has relevent experience,no_enrollment,Graduate,No Major,Early Stage Startup,No
Female,Has relevent experience,no_enrollment,Masters,Arts,Pvt Ltd,No
Female,Has relevent experience,Part time course,High School,nan,NGO,No
Other,No relevent experience,Full time course,Graduate,Other,nan,No
nan,No relevent experience,Full time course,Masters,STEM,Early Stage Startup,No
Male,Has relevent experience,nan,Masters,STEM,Early Stage Startup,Yes
Female,No relevent experience,no_enrollment,Graduate,No Major,nan,No
Male,Has relevent experience,nan,Masters,STEM,Public Sector,Yes
nan,Has relevent experience,no_enrollment,Masters,Arts,nan,No
Other,Has relevent experience,Part time course,nan,nan,Pvt Ltd,Yes
Female,Has relevent experience,Part time course,High School,nan,nan,No
Male,No relevent experience,Full time course,Masters,Other,nan,Yes
Other,No relevent experience,Part time course,High School,nan,Public Sector,No
nan,No relevent experience,nan,Graduate,nan,nan,No
nan,No relevent experience,Full time course,Graduate,No Major,Pvt Ltd,No
nan,Has relevent experience,no_enrollment,High School,nan,Public Sector,No
nan,Has relevent experience,nan,Masters,STEM,Early Stage Startup,Yes
nan,No relevent experience,Full time course,Graduate,nan,Pvt Ltd,Yes
nan,Has relevent experience,Full time course,Primary School,nan,nan,Yes
Female,No relevent experience,no_enrollment,Graduate,No Major,Pvt Ltd,No
nan,No relevent experience,Part time course,nan,nan,Pvt Ltd,Yes
nan,No relevent experience,Full time course,Masters,Humanities,nan,No
nan,Has relevent experience,nan,nan,nan,Early Stage Startup,Yes
Male,No relevent experience,Full time course,Graduate,Arts,Pvt Ltd,No
Male,Has relevent experience,Part time course,Masters,Humanities,NGO,No
Other,No relevent experience,Part time course,Graduate,STEM,nan,Yes
Male,Has relevent experience,Part time course,Masters,Humanities,Pvt Ltd,No
Male,Has relevent experience,Part time course,Phd,Humanities,Pvt Ltd,No
Male,Has relevent experience,nan,Graduate,Humanities,nan,Yes
Other,Has relevent experience,nan,Phd,STEM,nan,No
nan,No relevent experience,Full time course,Primary School,nan,Pvt Ltd,No
Male,Has relevent experience,no_enrollment,Phd,Humanities,Pvt Ltd,No
Male,No relevent experience,Part time course,Graduate,Arts,Pvt Ltd,No
Female,No relevent experience,Full time course,Graduate,Humanities,nan,Yes
nan,Has relevent experience,Full time course,Masters,Other,Early Stage Startup,No
Male,Has relevent experience,no_enrollment,Masters,Business Degree,Funded Startup,No
Male,No relevent experience,no_enrollment,nan,nan,Public Sector,No
nan,No relevent experience,no_enrollment,Primary School,nan,Early Stage Startup,No
nan,No relevent experience,Part time course,Graduate,No Major,nan,Yes
Male,No relevent experience,no_enrollment,Masters,Humanities,Funded Startup,No
Other,Has relevent experience,no_enrollment,Graduate,STEM,Early Stage Startup,No
Male,Has relevent experience,Full time course,Phd,STEM,Public Sector,No
Male,Has relevent experience,Part time course,nan,nan,Early Stage Startup,Yes
Female,Has relevent experience,no_enrollment,Masters,Arts,NGO,No
nan,No relevent experience,Full time course,Graduate,Business Degree,Early Stage Startup,No
nan,Has relevent experience,Full time course,Graduate,Business Degree,nan,Yes
Female,No relevent experience,no_enrollment,Primary School,nan,nan,No
nan,Has relevent experience,Full time course,Primary School,nan,Funded Startup,No
Other,No relevent experience,Part time course,High School,nan,Pvt Ltd,No
nan,Has relevent experience,Part time course,Phd,Other,Pvt Ltd,Yes
Male,No relevent experience,no_enrollment,Masters,No Major,nan,No
Female,No relevent experience,nan,Masters,STEM,nan,Yes
Male,Has relevent experience,no_enrollment,Primary School,nan,Other,No
Male,Has relevent experience,nan,Graduate,Arts,nan,No
Male,Has relevent experience,nan,Masters,STEM,NGO,No
nan,Has relevent experience,no_enrollment,Masters,Humanities,Funded Startup,Yes
Other,Has relevent experience,Part time course,Masters,STEM,Funded Startup,No
Male,Has relevent experience,Part time course,Primary School,nan,Pvt Ltd,No
Female,Has relevent experience,no_enrollment,Graduate,Business Degree,NGO,No
Male,Has relevent experience,Full time course,Graduate,Other,Early Stage Startup,Yes
Male,No relevent experience,no_enrollment,Primary School,nan,Public Sector,No
nan,Has relevent experience,Full time course,Masters,Humanities,Pvt Ltd,No
Male,Has relevent experience,Full time course,Graduate,Arts,Funded Startup,No
nan,No relevent experience,Part time course,Graduate,Humanities,Pvt Ltd,No
Male,No relevent experience,Part time course,Primary School,nan,Early Stage Startup,No
nan,Has relevent experience,no_enrollment,High School,nan,Other,No
Other,Has relevent experience,Full time course,Masters,STEM,nan,No
Male,Has relevent experience,Part time course,Masters,Humanities,Public Sector,No
Male,No relevent experience,Part time course,Graduate,Other,nan,Yes
Female,No relevent experience,Full time course,Graduate,STEM,Funded Startup,No
Other,Has relevent experience,no_enrollment,Graduate,Business Degree,nan,No
nan,No relevent experience,Full time course,Primary School,nan,Public Sector,Yes
Male,Has relevent experience,Part time course,Phd,STEM,Public Sector,No
Female,Has relevent experience,Part time course,Graduate,No Major,Pvt Ltd,No
Female,No relevent experience,no_enrollment,Masters,STEM,Early Stage Startup,Yes
Male,Has relevent experience,Part time course,Masters,Humanities,nan,No
Male,Has relevent experience,Full time course,Masters,nan,nan,Yes
Female,Has relevent experience,no_enrollment,Phd,Arts,nan,No
