,TypeofTravel,Class,Seatcomfort,DepartureArrivaltimeconvenient,Foodanddrink,Gatelocation,Baggagehandling,satisfaction Loyal Customer,satisfaction disloyal Customer
3462,Business travel,Eco Plus,1,2,2,3,4,,dissatisfied
3463,Business travel,Eco Plus,1,2,2,4,2,,dissatisfied
3464,Business travel,Eco Plus,1,2,2,4,3,,dissatisfied
3465,Business travel,Eco Plus,1,2,2,4,5,,dissatisfied
3466,Business travel,Eco Plus,1,2,2,5,3,,dissatisfied
3467,Business travel,Eco Plus,1,2,2,5,4,,dissatisfied
3468,Business travel,Eco Plus,1,2,3,2,4,dissatisfied,
3469,Business travel,Eco Plus,1,2,3,3,3,dissatisfied,
3470,Business travel,Eco Plus,1,2,3,3,4,dissatisfied,
3471,Business travel,Eco Plus,1,2,4,2,1,dissatisfied,
3472,Business travel,Eco Plus,1,2,4,2,4,dissatisfied,
3473,Business travel,Eco Plus,1,2,5,2,3,dissatisfied,
3474,Business travel,Eco Plus,1,2,5,2,4,dissatisfied,
3475,Business travel,Eco Plus,1,2,5,5,1,dissatisfied,
3476,Business travel,Eco Plus,1,3,0,3,4,,dissatisfied
3477,Business travel,Eco Plus,1,3,0,4,4,,dissatisfied
3478,Business travel,Eco Plus,1,3,1,3,3,,dissatisfied
3479,Business travel,Eco Plus,1,3,1,4,2,,dissatisfied
3480,Business travel,Eco Plus,1,3,1,4,4,,dissatisfied
3481,Business travel,Eco Plus,1,3,2,2,4,dissatisfied,
3482,Business travel,Eco Plus,1,3,2,3,1,dissatisfied,
3483,Business travel,Eco Plus,1,3,2,3,3,dissatisfied,
3484,Business travel,Eco Plus,1,3,2,3,4,dissatisfied,
3485,Business travel,Eco Plus,1,3,3,3,1,dissatisfied,
3486,Business travel,Eco Plus,1,3,3,3,2,dissatisfied,
3487,Business travel,Eco Plus,1,3,3,3,3,dissatisfied,
3488,Business travel,Eco Plus,1,3,3,3,4,dissatisfied,
3489,Business travel,Eco Plus,1,3,4,3,3,dissatisfied,
3490,Business travel,Eco Plus,1,3,4,3,4,dissatisfied,
3491,Business travel,Eco Plus,1,3,4,4,4,dissatisfied,
3492,Business travel,Eco Plus,1,3,5,3,4,dissatisfied,
3493,Business travel,Eco Plus,1,3,5,5,3,dissatisfied,
3494,Business travel,Eco Plus,1,3,5,5,4,dissatisfied,
3495,Business travel,Eco Plus,1,4,1,1,1,,dissatisfied
3496,Business travel,Eco Plus,1,4,1,1,4,dissatisfied,
3497,Business travel,Eco Plus,1,4,1,3,3,,dissatisfied
3498,Business travel,Eco Plus,1,4,1,3,4,,dissatisfied
3499,Business travel,Eco Plus,1,4,1,4,1,,dissatisfied
3500,Business travel,Eco Plus,1,4,1,4,2,,dissatisfied
3501,Business travel,Eco Plus,1,4,1,4,3,,dissatisfied
3502,Business travel,Eco Plus,1,4,2,2,4,dissatisfied,
3503,Business travel,Eco Plus,1,4,2,3,3,,dissatisfied
3504,Business travel,Eco Plus,1,4,2,4,3,dissatisfied,dissatisfied
3505,Business travel,Eco Plus,1,4,3,3,4,dissatisfied,
3506,Business travel,Eco Plus,1,4,3,4,3,dissatisfied,
3507,Business travel,Eco Plus,1,4,3,4,4,dissatisfied,
3508,Business travel,Eco Plus,1,4,4,4,1,dissatisfied,
3509,Business travel,Eco Plus,1,4,4,4,2,dissatisfied,
3510,Business travel,Eco Plus,1,4,4,4,3,dissatisfied,
3511,Business travel,Eco Plus,1,4,4,4,4,dissatisfied,
3512,Business travel,Eco Plus,1,4,5,4,1,dissatisfied,
3513,Business travel,Eco Plus,1,4,5,4,3,dissatisfied,
3514,Business travel,Eco Plus,1,4,5,4,4,dissatisfied,
3515,Business travel,Eco Plus,1,4,5,5,3,dissatisfied,
3516,Business travel,Eco Plus,1,5,0,3,5,,dissatisfied
3517,Business travel,Eco Plus,1,5,1,2,5,,dissatisfied
3518,Business travel,Eco Plus,1,5,1,4,4,,dissatisfied
3519,Business travel,Eco Plus,1,5,2,2,1,dissatisfied,
3520,Business travel,Eco Plus,1,5,2,2,4,dissatisfied,
3521,Business travel,Eco Plus,1,5,2,5,2,dissatisfied,
3522,Business travel,Eco Plus,1,5,2,5,3,dissatisfied,
3523,Business travel,Eco Plus,1,5,2,5,4,dissatisfied,
3524,Business travel,Eco Plus,1,5,3,3,4,dissatisfied,
3525,Business travel,Eco Plus,1,5,4,4,1,dissatisfied,
3526,Business travel,Eco Plus,1,5,4,4,3,dissatisfied,
3527,Business travel,Eco Plus,1,5,4,5,1,dissatisfied,
3528,Business travel,Eco Plus,1,5,4,5,3,dissatisfied,
3529,Business travel,Eco Plus,1,5,5,5,1,dissatisfied,
3530,Business travel,Eco Plus,1,5,5,5,2,dissatisfied,
3531,Business travel,Eco Plus,1,5,5,5,3,dissatisfied,
3532,Business travel,Eco Plus,1,5,5,5,4,dissatisfied,
3533,Business travel,Eco Plus,2,0,1,1,4,,dissatisfied
3534,Business travel,Eco Plus,2,0,1,2,1,,dissatisfied
3535,Business travel,Eco Plus,2,0,1,3,4,,dissatisfied
3536,Business travel,Eco Plus,2,0,2,1,1,,dissatisfied
3537,Business travel,Eco Plus,2,0,2,1,4,,dissatisfied
3538,Business travel,Eco Plus,2,0,2,2,1,,dissatisfied
3539,Business travel,Eco Plus,2,0,2,2,2,,dissatisfied
3540,Business travel,Eco Plus,2,0,2,2,4,,dissatisfied
3541,Business travel,Eco Plus,2,0,2,2,5,,dissatisfied
3542,Business travel,Eco Plus,2,0,2,3,3,,dissatisfied
3543,Business travel,Eco Plus,2,0,2,4,1,,dissatisfied
3544,Business travel,Eco Plus,2,0,2,4,3,,dissatisfied
3545,Business travel,Eco Plus,2,0,2,4,4,,dissatisfied
3546,Business travel,Eco Plus,2,0,2,4,5,,dissatisfied
3547,Business travel,Eco Plus,2,0,2,5,3,,dissatisfied
3548,Business travel,Eco Plus,2,1,1,1,1,dissatisfied,
3549,Business travel,Eco Plus,2,1,1,1,2,dissatisfied,
3550,Business travel,Eco Plus,2,1,1,1,3,dissatisfied,dissatisfied
3551,Business travel,Eco Plus,2,1,1,1,4,dissatisfied,
3552,Business travel,Eco Plus,2,1,1,2,2,,dissatisfied
3553,Business travel,Eco Plus,2,1,1,3,1,,dissatisfied
3554,Business travel,Eco Plus,2,1,1,3,2,,dissatisfied
3555,Business travel,Eco Plus,2,1,1,3,3,,dissatisfied
3556,Business travel,Eco Plus,2,1,1,3,4,,dissatisfied
3557,Business travel,Eco Plus,2,1,1,3,5,,dissatisfied
3558,Business travel,Eco Plus,2,1,1,4,1,,dissatisfied
3559,Business travel,Eco Plus,2,1,1,4,3,,dissatisfied
3560,Business travel,Eco Plus,2,1,1,4,4,,dissatisfied
3561,Business travel,Eco Plus,2,1,2,1,1,,dissatisfied
3562,Business travel,Eco Plus,2,1,2,1,2,dissatisfied,
3563,Business travel,Eco Plus,2,1,2,1,4,dissatisfied,
3564,Business travel,Eco Plus,2,1,2,2,3,dissatisfied,
3565,Business travel,Eco Plus,2,1,2,3,2,,dissatisfied
3566,Business travel,Eco Plus,2,1,2,3,4,,dissatisfied
3567,Business travel,Eco Plus,2,1,2,4,3,,dissatisfied
3568,Business travel,Eco Plus,2,1,2,4,4,,dissatisfied
3569,Business travel,Eco Plus,2,1,3,1,3,dissatisfied,
3570,Business travel,Eco Plus,2,1,3,1,4,dissatisfied,
3571,Business travel,Eco Plus,2,1,3,3,3,dissatisfied,
3572,Business travel,Eco Plus,2,1,3,3,4,,dissatisfied
3573,Business travel,Eco Plus,2,1,4,1,2,dissatisfied,
3574,Business travel,Eco Plus,2,1,4,1,3,dissatisfied,
3575,Business travel,Eco Plus,2,1,4,1,4,dissatisfied,
3576,Business travel,Eco Plus,2,1,5,1,2,dissatisfied,
3577,Business travel,Eco Plus,2,1,5,1,3,dissatisfied,
3578,Business travel,Eco Plus,2,1,5,1,4,dissatisfied,
3579,Business travel,Eco Plus,2,2,1,1,3,dissatisfied,
3580,Business travel,Eco Plus,2,2,1,1,4,dissatisfied,
3581,Business travel,Eco Plus,2,2,1,2,2,dissatisfied,
3582,Business travel,Eco Plus,2,2,2,1,1,,dissatisfied
3583,Business travel,Eco Plus,2,2,2,1,2,,dissatisfied
3584,Business travel,Eco Plus,2,2,2,1,3,,dissatisfied
3585,Business travel,Eco Plus,2,2,2,1,5,,dissatisfied
3586,Business travel,Eco Plus,2,2,2,2,1,satisfied,dissatisfied
3587,Business travel,Eco Plus,2,2,2,2,2,satisfied,dissatisfied
3588,Business travel,Eco Plus,2,2,2,2,3,dissatisfied,dissatisfied
3589,Business travel,Eco Plus,2,2,2,2,4,dissatisfied,dissatisfied
3590,Business travel,Eco Plus,2,2,2,2,5,satisfied,dissatisfied
3591,Business travel,Eco Plus,2,2,2,3,1,,dissatisfied
3592,Business travel,Eco Plus,2,2,2,3,2,,dissatisfied
3593,Business travel,Eco Plus,2,2,2,3,3,,dissatisfied
3594,Business travel,Eco Plus,2,2,2,3,4,,dissatisfied
3595,Business travel,Eco Plus,2,2,2,3,5,,dissatisfied
3596,Business travel,Eco Plus,2,2,2,4,1,,dissatisfied
3597,Business travel,Eco Plus,2,2,2,4,2,,dissatisfied
3598,Business travel,Eco Plus,2,2,2,4,3,,dissatisfied
3599,Business travel,Eco Plus,2,2,2,4,4,,dissatisfied
3600,Business travel,Eco Plus,2,2,2,4,5,,dissatisfied
3601,Business travel,Eco Plus,2,2,2,5,1,,dissatisfied
3602,Business travel,Eco Plus,2,2,2,5,2,,dissatisfied
3603,Business travel,Eco Plus,2,2,2,5,4,,dissatisfied
3604,Business travel,Eco Plus,2,2,3,2,3,dissatisfied,
3605,Business travel,Eco Plus,2,2,3,2,4,dissatisfied,
3606,Business travel,Eco Plus,2,2,3,3,2,satisfied,
3607,Business travel,Eco Plus,2,2,3,3,4,dissatisfied,
3608,Business travel,Eco Plus,2,2,4,2,3,dissatisfied,
3609,Business travel,Eco Plus,2,2,4,2,4,dissatisfied,
3610,Business travel,Eco Plus,2,2,4,4,2,dissatisfied,
3611,Business travel,Eco Plus,2,2,4,4,4,dissatisfied,
3612,Business travel,Eco Plus,2,2,5,2,1,dissatisfied,
3613,Business travel,Eco Plus,2,2,5,2,2,dissatisfied,
3614,Business travel,Eco Plus,2,2,5,2,3,dissatisfied,
3615,Business travel,Eco Plus,2,2,5,2,4,dissatisfied,
3616,Business travel,Eco Plus,2,2,5,5,3,dissatisfied,
3617,Business travel,Eco Plus,2,2,5,5,4,dissatisfied,
3618,Business travel,Eco Plus,2,2,5,5,5,satisfied,
3619,Business travel,Eco Plus,2,3,1,1,2,satisfied,
3620,Business travel,Eco Plus,2,3,1,3,2,dissatisfied,
3621,Business travel,Eco Plus,2,3,1,3,3,dissatisfied,
3622,Business travel,Eco Plus,2,3,1,3,4,dissatisfied,
3623,Business travel,Eco Plus,2,3,1,4,3,,dissatisfied
3624,Business travel,Eco Plus,2,3,2,2,1,,dissatisfied
3625,Business travel,Eco Plus,2,3,2,2,4,dissatisfied,
3626,Business travel,Eco Plus,2,3,2,2,5,,dissatisfied
3627,Business travel,Eco Plus,2,3,2,3,2,dissatisfied,dissatisfied
3628,Business travel,Eco Plus,2,3,2,3,3,dissatisfied,dissatisfied
3629,Business travel,Eco Plus,2,3,2,3,4,,dissatisfied
3630,Business travel,Eco Plus,2,3,2,4,2,,dissatisfied
3631,Business travel,Eco Plus,2,3,3,1,1,,dissatisfied
3632,Business travel,Eco Plus,2,3,3,1,2,,dissatisfied
3633,Business travel,Eco Plus,2,3,3,1,4,,dissatisfied
3634,Business travel,Eco Plus,2,3,3,2,3,,dissatisfied
3635,Business travel,Eco Plus,2,3,3,2,5,,dissatisfied
3636,Business travel,Eco Plus,2,3,3,3,1,dissatisfied,
3637,Business travel,Eco Plus,2,3,3,3,2,dissatisfied,dissatisfied
3638,Business travel,Eco Plus,2,3,3,3,3,dissatisfied,
3639,Business travel,Eco Plus,2,3,3,3,4,dissatisfied,dissatisfied
3640,Business travel,Eco Plus,2,3,3,3,5,satisfied,
3641,Business travel,Eco Plus,2,3,3,4,3,,dissatisfied
3642,Business travel,Eco Plus,2,3,3,4,4,,dissatisfied
3643,Business travel,Eco Plus,2,3,3,4,5,,dissatisfied
3644,Business travel,Eco Plus,2,3,3,5,3,,dissatisfied
3645,Business travel,Eco Plus,2,3,4,3,2,dissatisfied,
3646,Business travel,Eco Plus,2,3,4,3,3,dissatisfied,
3647,Business travel,Eco Plus,2,3,4,4,2,dissatisfied,
3648,Business travel,Eco Plus,2,3,4,4,4,dissatisfied,
3649,Business travel,Eco Plus,2,3,5,3,2,dissatisfied,
3650,Business travel,Eco Plus,2,3,5,3,3,dissatisfied,
3651,Business travel,Eco Plus,2,3,5,3,4,dissatisfied,
3652,Business travel,Eco Plus,2,3,5,5,2,satisfied,
3653,Business travel,Eco Plus,2,3,5,5,3,dissatisfied,
3654,Business travel,Eco Plus,2,4,1,4,3,dissatisfied,
3655,Business travel,Eco Plus,2,4,1,4,4,dissatisfied,
3656,Business travel,Eco Plus,2,4,2,1,1,,dissatisfied
3657,Business travel,Eco Plus,2,4,2,1,2,,dissatisfied
3658,Business travel,Eco Plus,2,4,2,2,3,dissatisfied,
3659,Business travel,Eco Plus,2,4,2,3,2,,dissatisfied
3660,Business travel,Eco Plus,2,4,2,3,3,,dissatisfied
3661,Business travel,Eco Plus,2,4,2,3,4,,dissatisfied
3662,Business travel,Eco Plus,2,4,2,4,1,dissatisfied,dissatisfied
3663,Business travel,Eco Plus,2,4,2,4,2,,dissatisfied
3664,Business travel,Eco Plus,2,4,2,4,3,dissatisfied,dissatisfied
3665,Business travel,Eco Plus,2,4,2,4,4,dissatisfied,
3666,Business travel,Eco Plus,2,4,3,3,2,dissatisfied,
3667,Business travel,Eco Plus,2,4,3,3,4,dissatisfied,
3668,Business travel,Eco Plus,2,4,3,4,3,dissatisfied,
3669,Business travel,Eco Plus,2,4,3,4,4,dissatisfied,
3670,Business travel,Eco Plus,2,4,4,4,1,dissatisfied,
3671,Business travel,Eco Plus,2,4,4,4,2,dissatisfied,
3672,Business travel,Eco Plus,2,4,4,4,3,dissatisfied,
3673,Business travel,Eco Plus,2,4,4,4,4,dissatisfied,
3674,Business travel,Eco Plus,2,4,4,4,5,satisfied,
3675,Business travel,Eco Plus,2,4,5,4,2,dissatisfied,
3676,Business travel,Eco Plus,2,4,5,4,3,dissatisfied,
3677,Business travel,Eco Plus,2,4,5,5,3,dissatisfied,
3678,Business travel,Eco Plus,2,4,5,5,4,dissatisfied,
3679,Business travel,Eco Plus,2,5,1,4,5,,dissatisfied
3680,Business travel,Eco Plus,2,5,1,5,2,dissatisfied,
3681,Business travel,Eco Plus,2,5,2,2,1,dissatisfied,
3682,Business travel,Eco Plus,2,5,2,2,2,dissatisfied,
3683,Business travel,Eco Plus,2,5,2,2,3,dissatisfied,
3684,Business travel,Eco Plus,2,5,2,2,4,dissatisfied,
3685,Business travel,Eco Plus,2,5,2,4,2,,dissatisfied
3686,Business travel,Eco Plus,2,5,2,4,4,,dissatisfied
3687,Business travel,Eco Plus,2,5,2,5,1,satisfied,
3688,Business travel,Eco Plus,2,5,2,5,2,satisfied,
3689,Business travel,Eco Plus,2,5,2,5,3,dissatisfied,dissatisfied
3690,Business travel,Eco Plus,2,5,2,5,4,dissatisfied,
3691,Business travel,Eco Plus,2,5,3,3,2,dissatisfied,
3692,Business travel,Eco Plus,2,5,3,5,1,dissatisfied,
3693,Business travel,Eco Plus,2,5,3,5,2,dissatisfied,
3694,Business travel,Eco Plus,2,5,3,5,3,dissatisfied,
3695,Business travel,Eco Plus,2,5,3,5,4,dissatisfied,
3696,Business travel,Eco Plus,2,5,4,4,2,dissatisfied,
3697,Business travel,Eco Plus,2,5,4,5,3,dissatisfied,
3698,Business travel,Eco Plus,2,5,4,5,4,dissatisfied,
3699,Business travel,Eco Plus,2,5,5,5,1,satisfied,
3700,Business travel,Eco Plus,2,5,5,5,2,dissatisfied,
3701,Business travel,Eco Plus,2,5,5,5,3,dissatisfied,
3702,Business travel,Eco Plus,2,5,5,5,4,dissatisfied,
3703,Business travel,Eco Plus,2,5,5,5,5,satisfied,
3704,Business travel,Eco Plus,3,0,3,1,5,,dissatisfied
3705,Business travel,Eco Plus,3,0,3,2,4,,dissatisfied
3706,Business travel,Eco Plus,3,0,3,3,1,,dissatisfied
3707,Business travel,Eco Plus,3,0,3,3,2,,dissatisfied
3708,Business travel,Eco Plus,3,0,3,3,4,,dissatisfied
3709,Business travel,Eco Plus,3,0,3,3,5,,dissatisfied
3710,Business travel,Eco Plus,3,0,3,4,3,,dissatisfied
3711,Business travel,Eco Plus,3,0,3,4,4,,dissatisfied
3712,Business travel,Eco Plus,3,0,3,5,1,,dissatisfied
3713,Business travel,Eco Plus,3,0,3,5,2,,dissatisfied
3714,Business travel,Eco Plus,3,0,4,3,4,,dissatisfied
3715,Business travel,Eco Plus,3,0,4,3,5,,dissatisfied
3716,Business travel,Eco Plus,3,1,1,1,1,dissatisfied,
3717,Business travel,Eco Plus,3,1,1,1,2,satisfied,
3718,Business travel,Eco Plus,3,1,1,1,3,dissatisfied,
3719,Business travel,Eco Plus,3,1,1,1,4,dissatisfied,
3720,Business travel,Eco Plus,3,1,1,1,5,satisfied,
3721,Business travel,Eco Plus,3,1,2,1,1,satisfied,
3722,Business travel,Eco Plus,3,1,2,1,3,dissatisfied,
3723,Business travel,Eco Plus,3,1,2,1,4,dissatisfied,
3724,Business travel,Eco Plus,3,1,2,2,3,dissatisfied,
3725,Business travel,Eco Plus,3,1,3,1,2,dissatisfied,
3726,Business travel,Eco Plus,3,1,3,1,3,dissatisfied,
3727,Business travel,Eco Plus,3,1,3,1,4,dissatisfied,
3728,Business travel,Eco Plus,3,1,3,2,1,,dissatisfied
3729,Business travel,Eco Plus,3,1,3,3,2,dissatisfied,
3730,Business travel,Eco Plus,3,1,3,3,3,dissatisfied,dissatisfied
3731,Business travel,Eco Plus,3,1,3,3,4,dissatisfied,dissatisfied
3732,Business travel,Eco Plus,3,1,3,4,3,,dissatisfied
3733,Business travel,Eco Plus,3,1,3,4,4,,dissatisfied
3734,Business travel,Eco Plus,3,1,4,1,3,dissatisfied,
3735,Business travel,Eco Plus,3,1,4,1,4,dissatisfied,
3736,Business travel,Eco Plus,3,1,4,4,2,dissatisfied,
3737,Business travel,Eco Plus,3,1,4,4,3,dissatisfied,
3738,Business travel,Eco Plus,3,1,4,4,4,dissatisfied,
3739,Business travel,Eco Plus,3,1,5,1,2,dissatisfied,
3740,Business travel,Eco Plus,3,1,5,1,3,dissatisfied,
3741,Business travel,Eco Plus,3,1,5,1,4,dissatisfied,
3742,Business travel,Eco Plus,3,1,5,5,2,dissatisfied,
3743,Business travel,Eco Plus,3,2,1,1,2,dissatisfied,
3744,Business travel,Eco Plus,3,2,1,1,4,dissatisfied,
3745,Business travel,Eco Plus,3,2,1,2,2,dissatisfied,
3746,Business travel,Eco Plus,3,2,1,2,3,dissatisfied,
3747,Business travel,Eco Plus,3,2,2,1,2,,dissatisfied
3748,Business travel,Eco Plus,3,2,2,2,1,dissatisfied,dissatisfied
3749,Business travel,Eco Plus,3,2,2,2,2,dissatisfied,dissatisfied
3750,Business travel,Eco Plus,3,2,2,2,3,dissatisfied,
3751,Business travel,Eco Plus,3,2,2,2,4,dissatisfied,dissatisfied
3752,Business travel,Eco Plus,3,2,2,2,5,,dissatisfied
3753,Business travel,Eco Plus,3,2,2,3,1,,dissatisfied
3754,Business travel,Eco Plus,3,2,2,3,3,,dissatisfied
3755,Business travel,Eco Plus,3,2,2,3,4,,dissatisfied
3756,Business travel,Eco Plus,3,2,2,4,3,,dissatisfied
3757,Business travel,Eco Plus,3,2,2,4,4,,dissatisfied
3758,Business travel,Eco Plus,3,2,3,1,1,,dissatisfied
3759,Business travel,Eco Plus,3,2,3,2,2,dissatisfied,dissatisfied
3760,Business travel,Eco Plus,3,2,3,2,3,dissatisfied,
3761,Business travel,Eco Plus,3,2,3,2,4,dissatisfied,
3762,Business travel,Eco Plus,3,2,3,3,2,,dissatisfied
3763,Business travel,Eco Plus,3,2,3,3,3,dissatisfied,dissatisfied
3764,Business travel,Eco Plus,3,2,3,3,4,,dissatisfied
3765,Business travel,Eco Plus,3,2,3,4,2,,dissatisfied
3766,Business travel,Eco Plus,3,2,3,4,3,,dissatisfied
3767,Business travel,Eco Plus,3,2,3,4,4,,dissatisfied
3768,Business travel,Eco Plus,3,2,4,2,3,dissatisfied,
3769,Business travel,Eco Plus,3,2,4,2,4,dissatisfied,
3770,Business travel,Eco Plus,3,2,4,4,3,dissatisfied,
3771,Business travel,Eco Plus,3,2,4,4,4,dissatisfied,
3772,Business travel,Eco Plus,3,2,5,2,2,satisfied,
3773,Business travel,Eco Plus,3,2,5,2,3,dissatisfied,
3774,Business travel,Eco Plus,3,2,5,2,4,dissatisfied,
3775,Business travel,Eco Plus,3,3,1,1,4,dissatisfied,
3776,Business travel,Eco Plus,3,3,1,3,3,dissatisfied,
3777,Business travel,Eco Plus,3,3,1,3,4,dissatisfied,
3778,Business travel,Eco Plus,3,3,2,1,3,,dissatisfied
3779,Business travel,Eco Plus,3,3,2,2,3,dissatisfied,
3780,Business travel,Eco Plus,3,3,2,2,4,dissatisfied,
3781,Business travel,Eco Plus,3,3,2,3,2,dissatisfied,
3782,Business travel,Eco Plus,3,3,2,3,3,dissatisfied,
3783,Business travel,Eco Plus,3,3,2,3,4,dissatisfied,
3784,Business travel,Eco Plus,3,3,2,4,4,,dissatisfied
3785,Business travel,Eco Plus,3,3,3,1,1,,dissatisfied
3786,Business travel,Eco Plus,3,3,3,1,2,,dissatisfied
3787,Business travel,Eco Plus,3,3,3,1,3,,dissatisfied
3788,Business travel,Eco Plus,3,3,3,1,5,,dissatisfied
3789,Business travel,Eco Plus,3,3,3,2,1,,dissatisfied
3790,Business travel,Eco Plus,3,3,3,2,2,,dissatisfied
3791,Business travel,Eco Plus,3,3,3,2,3,,dissatisfied
3792,Business travel,Eco Plus,3,3,3,2,4,,dissatisfied
3793,Business travel,Eco Plus,3,3,3,2,5,,dissatisfied
3794,Business travel,Eco Plus,3,3,3,3,1,satisfied,dissatisfied
3795,Business travel,Eco Plus,3,3,3,3,2,satisfied,dissatisfied
3796,Business travel,Eco Plus,3,3,3,3,3,dissatisfied,dissatisfied
3797,Business travel,Eco Plus,3,3,3,3,4,dissatisfied,dissatisfied
3798,Business travel,Eco Plus,3,3,3,3,5,satisfied,dissatisfied
3799,Business travel,Eco Plus,3,3,3,4,1,,dissatisfied
3800,Business travel,Eco Plus,3,3,3,4,2,,dissatisfied
3801,Business travel,Eco Plus,3,3,3,4,3,,dissatisfied
3802,Business travel,Eco Plus,3,3,3,4,4,,dissatisfied
3803,Business travel,Eco Plus,3,3,3,5,1,,dissatisfied
3804,Business travel,Eco Plus,3,3,3,5,2,,dissatisfied
3805,Business travel,Eco Plus,3,3,3,5,3,,dissatisfied
3806,Business travel,Eco Plus,3,3,3,5,4,,dissatisfied
3807,Business travel,Eco Plus,3,3,3,5,5,,dissatisfied
3808,Business travel,Eco Plus,3,3,4,3,1,satisfied,
3809,Business travel,Eco Plus,3,3,4,3,3,dissatisfied,
3810,Business travel,Eco Plus,3,3,4,3,4,dissatisfied,dissatisfied
3811,Business travel,Eco Plus,3,3,4,4,3,dissatisfied,
3812,Business travel,Eco Plus,3,3,4,4,4,,dissatisfied
3813,Business travel,Eco Plus,3,3,5,3,2,satisfied,
3814,Business travel,Eco Plus,3,3,5,3,3,dissatisfied,
3815,Business travel,Eco Plus,3,3,5,3,4,dissatisfied,
3816,Business travel,Eco Plus,3,3,5,5,3,dissatisfied,
3817,Business travel,Eco Plus,3,3,5,5,4,dissatisfied,
3818,Business travel,Eco Plus,3,4,1,1,3,dissatisfied,
3819,Business travel,Eco Plus,3,4,1,4,2,dissatisfied,
3820,Business travel,Eco Plus,3,4,1,4,3,dissatisfied,
3821,Business travel,Eco Plus,3,4,1,4,4,dissatisfied,
3822,Business travel,Eco Plus,3,4,2,2,2,dissatisfied,
3823,Business travel,Eco Plus,3,4,2,2,3,dissatisfied,
3824,Business travel,Eco Plus,3,4,2,2,4,dissatisfied,
3825,Business travel,Eco Plus,3,4,2,4,3,dissatisfied,
3826,Business travel,Eco Plus,3,4,2,4,4,dissatisfied,dissatisfied
3827,Business travel,Eco Plus,3,4,3,2,4,,dissatisfied
3828,Business travel,Eco Plus,3,4,3,3,2,satisfied,
3829,Business travel,Eco Plus,3,4,3,3,3,,dissatisfied
3830,Business travel,Eco Plus,3,4,3,3,4,dissatisfied,dissatisfied
3831,Business travel,Eco Plus,3,4,3,4,2,,dissatisfied
3832,Business travel,Eco Plus,3,4,3,4,3,dissatisfied,dissatisfied
3833,Business travel,Eco Plus,3,4,3,4,4,dissatisfied,
3834,Business travel,Eco Plus,3,4,3,5,2,,dissatisfied
3835,Business travel,Eco Plus,3,4,4,1,4,,dissatisfied
3836,Business travel,Eco Plus,3,4,4,2,2,,dissatisfied
3837,Business travel,Eco Plus,3,4,4,3,3,,dissatisfied
3838,Business travel,Eco Plus,3,4,4,4,1,satisfied,
3839,Business travel,Eco Plus,3,4,4,4,2,dissatisfied,dissatisfied
3840,Business travel,Eco Plus,3,4,4,4,3,dissatisfied,dissatisfied
3841,Business travel,Eco Plus,3,4,4,4,4,dissatisfied,
3842,Business travel,Eco Plus,3,4,4,4,5,satisfied,dissatisfied
3843,Business travel,Eco Plus,3,4,5,4,1,satisfied,
3844,Business travel,Eco Plus,3,4,5,4,3,dissatisfied,
3845,Business travel,Eco Plus,3,4,5,4,4,dissatisfied,
3846,Business travel,Eco Plus,3,4,5,5,3,dissatisfied,
3847,Business travel,Eco Plus,3,5,1,1,3,dissatisfied,
3848,Business travel,Eco Plus,3,5,1,1,4,dissatisfied,
3849,Business travel,Eco Plus,3,5,1,5,3,dissatisfied,
3850,Business travel,Eco Plus,3,5,2,1,5,,dissatisfied
3851,Business travel,Eco Plus,3,5,2,2,2,satisfied,
3852,Business travel,Eco Plus,3,5,2,2,3,dissatisfied,
3853,Business travel,Eco Plus,3,5,2,2,4,dissatisfied,
3854,Business travel,Eco Plus,3,5,2,5,1,satisfied,
3855,Business travel,Eco Plus,3,5,2,5,3,dissatisfied,
3856,Business travel,Eco Plus,3,5,2,5,4,dissatisfied,
3857,Business travel,Eco Plus,3,5,3,2,5,,dissatisfied
3858,Business travel,Eco Plus,3,5,3,3,1,,dissatisfied
3859,Business travel,Eco Plus,3,5,3,3,3,dissatisfied,
3860,Business travel,Eco Plus,3,5,3,3,4,dissatisfied,
3861,Business travel,Eco Plus,3,5,3,4,5,,dissatisfied
3862,Business travel,Eco Plus,3,5,3,5,2,satisfied,
3863,Business travel,Eco Plus,3,5,3,5,3,dissatisfied,
3864,Business travel,Eco Plus,3,5,3,5,4,dissatisfied,
3865,Business travel,Eco Plus,3,5,4,2,1,,dissatisfied
3866,Business travel,Eco Plus,3,5,4,4,3,dissatisfied,
3867,Business travel,Eco Plus,3,5,4,4,4,dissatisfied,
3868,Business travel,Eco Plus,3,5,4,5,2,dissatisfied,
3869,Business travel,Eco Plus,3,5,4,5,3,dissatisfied,
3870,Business travel,Eco Plus,3,5,4,5,4,dissatisfied,
3871,Business travel,Eco Plus,3,5,5,5,1,satisfied,
3872,Business travel,Eco Plus,3,5,5,5,2,satisfied,
3873,Business travel,Eco Plus,3,5,5,5,3,dissatisfied,
3874,Business travel,Eco Plus,3,5,5,5,4,dissatisfied,
3875,Business travel,Eco Plus,3,5,5,5,5,satisfied,
3876,Business travel,Eco Plus,4,0,3,2,2,,dissatisfied
3877,Business travel,Eco Plus,4,0,4,1,1,,dissatisfied
3878,Business travel,Eco Plus,4,0,4,1,3,,dissatisfied
