ResourceApproved,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
Yes,27407,14638,117961,118052,118821,117905,117906,290919,117908
Yes,915,148913,118212,118213,118921,118890,305057,118398,118892
Yes,25241,70641,117961,118327,120318,118685,310608,308574,118687
Yes,35733,3608,117961,118052,120671,119849,139343,118638,119851
Yes,75078,17460,117961,118052,118867,119928,310608,118331,119929
Yes,76884,85475,117961,118300,120410,118054,120238,117887,118055
Yes,34503,2641,117961,118327,118391,118321,117906,290919,118322
Yes,113724,7072,117961,117962,118352,118321,117906,290919,118322
Yes,40069,4068,117961,118300,118458,118980,301534,118295,118982
Yes,23921,4145,117961,118300,120026,307024,303717,118331,118332
Yes,25235,20126,117961,118386,120677,122067,120065,118424,122069
Yes,79092,28890,117961,118327,125144,124775,209906,122032,124777
Yes,7543,4452,117961,118052,120671,117905,240983,290919,117908
Yes,27323,3526,117961,118225,124130,119093,120324,119095,119096
Yes,79323,3120,117961,118300,120312,118792,255249,118424,118794
Yes,6977,2781,117961,118300,118783,118054,118054,117887,118055
Yes,45324,3967,117961,118052,118706,118321,117906,290919,118322
Yes,43839,8430,117961,118225,118403,117905,117906,290919,117908
Yes,43775,23136,117961,118052,119742,118321,117906,290919,118322
Yes,16767,7076,117961,118225,119238,119093,150341,119095,119096
Yes,34924,671,117961,117962,118352,118321,240983,290919,118322
Yes,78865,2819,117961,118300,120410,117905,117906,290919,117908
Yes,26954,16527,91261,118026,118202,117905,117906,290919,117908
Yes,79092,210,117961,118386,118746,117905,240983,290919,117908
Yes,23181,55982,117983,117984,117878,117879,117879,19721,117880
Yes,0,4583,117961,118413,120370,118784,240983,290919,118786
Yes,75078,13876,117961,118386,118404,118685,120316,308574,118687
Yes,18913,19051,117929,117930,117912,117879,117886,19721,117880
Yes,34464,3116,117961,118300,147589,118912,309291,118424,118914
Yes,79944,7935,117961,118052,120539,117905,117906,290919,117908
Yes,78711,25194,117961,118343,123125,117905,117906,290919,117908
Yes,79092,4909,117961,118300,118458,120006,143820,118424,120008
No,3853,17235,118212,119836,119837,118368,140424,117887,118486
Yes,78972,50997,117961,118052,120539,117905,117906,290919,117908
Yes,4675,3990,117961,117962,118409,120516,123107,120518,120519
Yes,102228,2299,117961,117962,119223,120516,146694,120518,120519
Yes,45904,17610,118006,118007,117884,117885,117886,117887,117888
Yes,20803,46224,117961,118327,118378,120952,120953,118453,120954
Yes,114654,2062,117961,118327,119830,120773,118959,118960,120774
Yes,16022,15459,118169,118170,118575,117946,125297,292795,117948
Yes,28074,14889,117961,118300,118437,123045,196284,120518,123047
Yes,38205,27484,118185,31010,117920,118568,310732,19721,118570
Yes,6104,57757,117961,118343,142038,118784,121873,290919,118786
Yes,99461,6216,117961,118327,118328,118641,306399,118643,118644
Yes,35791,1038,118887,118888,118889,118863,307233,118398,118865
Yes,35940,16855,117961,118225,119092,122849,120324,119095,122850
Yes,80734,15888,118595,118596,81476,179731,233390,117887,117973
Yes,31990,7253,117961,118225,118403,118321,117906,290919,118322
Yes,78410,17592,117961,118386,121961,118368,254718,117887,118486
Yes,99482,7278,91261,118026,118202,118321,117906,290919,118322
Yes,37734,58406,117975,117976,117884,117885,117913,117887,117888
Yes,34736,44024,117961,117962,122215,119849,128470,118638,119851
Yes,28562,31427,117993,117994,117895,117896,117913,117887,117898
Yes,20364,4710,117961,118343,120709,119997,278014,118131,119998
Yes,27124,2074,118441,118442,118378,118054,118443,117887,118055
Yes,34532,5409,117961,118343,119993,117905,240983,290919,117908
Yes,28149,70692,118315,118316,118202,117905,117906,290919,117908
Yes,7543,7220,117961,118225,120551,117905,240983,290919,117908
Yes,1020,118619,117961,118343,118514,117905,117906,290919,117908
No,39264,38902,118256,118257,117945,118995,118806,292795,118997
Yes,74754,7411,117961,118386,118746,118451,152307,118453,118454
Yes,14666,14455,118006,118007,117941,117899,117897,19721,117900
Yes,3853,2299,117961,117962,119223,123045,123107,120518,123047
Yes,79655,72988,117910,118855,117941,118568,135898,19721,118570
Yes,80518,2270,117961,118413,277693,120773,155692,118960,120774
Yes,16443,7495,117961,118225,119924,118321,118448,290919,118322
Yes,19722,16974,117961,118300,119181,117905,117906,290919,117908
Yes,35210,27214,117961,118386,118692,118685,279443,308574,118687
Yes,16033,13544,117961,118343,119796,119849,208235,118638,119851
Yes,28375,1350,117961,118052,120096,117905,117906,290919,117908
Yes,43877,56606,118079,118080,117878,117885,118177,117887,117888
Yes,15365,29134,117961,118300,123719,118321,117906,290919,118322
Yes,6690,4528,117961,118225,120054,119928,310608,118331,119929
Yes,33054,3118,117961,118300,118458,120789,309123,118424,120791
No,33248,4341,117961,118300,118957,118321,117906,290919,118322
Yes,43002,5496,91261,118026,118202,118321,117906,290919,118322
No,15714,15616,119280,119281,118623,118995,286106,292795,118997
Yes,79447,6999,117961,118343,121747,118321,117906,290919,118322
Yes,13878,58704,117916,118011,117884,117879,117886,19721,117880
No,113262,6071,117961,118413,122007,118321,117906,290919,118322
Yes,25991,53150,117902,117903,128935,118863,142453,118398,118865
Yes,79092,48960,122880,122974,118042,118563,118563,270488,118565
Yes,38470,12191,117876,117877,117878,117879,117879,19721,117880
No,40299,3838,117961,118225,119924,118321,118448,290919,118322
Yes,76554,35191,117961,118446,118447,118784,121926,290919,118786
No,80937,2270,117961,118413,277693,118958,118959,118960,118961
Yes,79092,14321,118084,118085,117884,117879,117886,19721,117880
Yes,80662,57714,118595,118596,118447,307024,311622,118331,118332
Yes,28149,28163,118315,118316,120361,118259,117906,290919,118261
Yes,73110,124316,118887,118888,118889,118863,307233,118398,118865
Yes,76875,16225,117961,117962,122059,118784,121873,290919,118786
Yes,33241,1600,117961,118327,118507,118863,122008,118398,118865
Yes,42972,17322,117961,118052,119243,118054,118054,117887,118055
Yes,5893,783,117961,118413,120584,128230,302830,4673,128231
Yes,25993,3868,117961,118386,122938,118784,117906,290919,118786
Yes,18418,820,117961,118300,123719,118321,118406,290919,118322
Yes,45830,6216,117961,126102,118328,124886,306399,118643,124888
Yes,15915,51226,117961,118327,118320,118641,164752,118643,118644
Yes,75834,3246,117961,118300,121216,119351,206049,3130,119353
Yes,15727,7338,117961,118225,118616,118321,240983,290919,118322
Yes,45904,25765,118006,118007,117941,117885,117886,117887,117888
Yes,33231,2409,117961,117962,117904,119949,123170,290919,119951
Yes,40867,7910,117961,118052,121949,120812,310589,118638,120814
Yes,80539,217,117961,118413,120370,118321,117906,290919,118322
Yes,3716,6277,117961,118343,118437,117905,240983,290919,117908
Yes,16162,14889,117961,118300,120722,118321,117906,290919,118322
Yes,40944,51766,117902,118041,118556,118274,118806,292795,118276
Yes,20299,46788,117929,117940,117941,118568,128814,19721,118570
Yes,80487,744,117961,118300,120722,118321,117906,290919,118322
No,114477,3963,117961,118300,125872,120344,311360,118424,120346
Yes,45610,19881,118006,118007,117941,117899,117897,19721,117900
Yes,41758,73825,118315,118463,119214,118784,121926,290919,118786
Yes,36152,11697,117951,117952,118810,134067,305581,19793,134069
Yes,42376,54258,117890,118102,117878,118568,292195,19721,118570
Yes,58678,34826,118555,118178,118320,117905,117906,290919,117908
Yes,80383,7807,117961,118327,118518,120097,124862,270488,120099
Yes,6977,7164,117902,117903,118783,117905,118036,290919,117908
Yes,103944,4729,117961,118300,125821,118980,301534,118295,118982
Yes,39342,14731,117961,118446,118447,118321,117906,290919,118322
Yes,75440,74983,118200,118201,117884,118568,147925,19721,118570
Yes,25993,52856,117961,118052,121949,118207,174445,270488,118209
Yes,20272,50502,117910,117911,117941,117885,117913,117887,117888
Yes,23096,25721,118887,118888,119136,119137,122564,118474,119139
Yes,15064,22496,117961,118300,118631,118054,118054,117887,118055
Yes,14854,814,118887,118888,123719,118321,117906,290919,118322
Yes,692,1385,117902,117903,117945,128422,130134,118453,128424
Yes,37601,1550,117961,118225,123173,118054,120716,117887,118055
No,7543,4084,117961,118052,118992,118321,117906,290919,118322
Yes,43872,2014,117961,117962,117904,127782,160080,290919,127783
Yes,31702,1373,117943,117944,117945,118274,192835,292795,118276
Yes,19723,57596,118181,118182,117920,118568,154898,19721,118570
Yes,39262,7624,117961,118052,119742,117905,117906,290919,117908
Yes,36392,7491,117961,118300,119181,118784,118785,290919,118786
Yes,16764,1475,117902,117903,118450,121372,148801,119184,121374
Yes,23096,22899,118290,118291,119136,119137,129238,118474,119139
Yes,23096,820,117961,118300,123719,117905,172635,290919,117908
No,21751,70062,117961,118386,118746,118321,117906,290919,118322
Yes,79542,4193,117961,118343,118514,307024,271023,118331,118332
Yes,39474,7490,118349,118350,122672,124537,125539,118870,124539
Yes,94720,59043,117961,118343,118514,117905,117906,290919,117908
Yes,302049,53094,122532,122533,117945,280788,280788,292795,119082
Yes,35374,4583,117961,118413,120370,118321,240983,290919,118322
Yes,75078,5196,117961,118052,118053,118636,167617,118638,118639
Yes,38655,4993,117961,118300,118979,118912,309291,118424,118914
Yes,16070,770,117961,118300,120722,118451,142600,118453,118454
Yes,39354,85475,117961,118300,120410,118054,120238,117887,118055
Yes,6449,51086,117961,118343,118856,117905,240983,290919,117908
Yes,20281,81968,11146,118491,118599,179731,118625,117887,117973
Yes,42488,7553,117961,118225,118403,118784,118785,290919,118786
Yes,22429,1816,117961,118413,122007,120690,127922,290919,120692
Yes,39588,8207,118212,118213,126955,117905,134159,290919,117908
Yes,33054,16703,117961,118052,120671,120357,120065,118424,120359
No,81267,15220,118887,118888,120211,118811,310825,19793,118813
Yes,3853,5312,117961,118052,120539,119928,310608,118331,119929
Yes,79341,994,117961,118300,120312,120516,123107,120518,120519
Yes,3853,51086,117961,118343,118856,117905,117906,290919,117908
Yes,79994,14883,117959,117960,117920,118568,146632,19721,118570
Yes,3057,1398,117961,118300,120722,118321,117906,290919,118322
Yes,59756,4215,118212,118213,118597,118728,301534,118295,118730
Yes,80208,7445,117961,118343,122299,118054,305057,117887,118055
No,31652,2598,118169,118170,117945,117946,125711,292795,117948
Yes,23921,17598,117961,118300,118631,135809,176829,118331,135811
Yes,41758,92887,118315,118463,118522,129229,129659,119788,129231
No,15938,30445,118212,119763,118360,118129,155276,118131,118132
Yes,18418,4886,117961,118343,118979,118422,155142,118424,118425
Yes,13878,6879,117902,118041,119238,119093,119239,119095,119096
Yes,23968,3116,117961,118300,147589,118054,118054,117887,118055
Yes,74161,7586,117961,118225,118403,118321,117906,290919,118322
Yes,3815,4036,117961,118413,120370,118321,117906,290919,118322
Yes,23994,17184,117961,118343,118395,120647,126250,118398,120649
Yes,28901,19760,117961,117962,118352,118321,117906,290919,118322
Yes,75472,5048,117961,118300,118458,120006,129545,118424,120008
Yes,81350,52140,118887,118888,124656,126869,236007,118295,126870
Yes,6977,54618,117961,118052,118821,117905,240983,290919,117908
Yes,80888,3763,117961,118300,120059,120812,310589,118638,120814
Yes,16794,15457,119280,119281,118623,259173,154357,292795,118943
Yes,70453,11556,118602,118603,117941,118568,118568,19721,118570
Yes,73121,21867,117961,118052,123144,118396,300044,118398,118399
Yes,28441,3332,117961,118343,121747,118321,117906,290919,118322
Yes,17308,3437,118573,118574,118042,118043,118043,270488,118046
Yes,19272,56193,117961,118300,120410,118321,117906,290919,118322
Yes,39883,60121,121785,121786,142145,117905,156948,290919,117908
Yes,74310,4977,118290,118291,127284,120789,170518,118424,120791
Yes,78438,6982,117961,118300,118783,118321,118406,290919,118322
Yes,4675,718,117961,118300,119181,118641,153273,118643,118644
Yes,13878,1541,117961,118225,123173,120812,123174,118638,120814
Yes,18381,44022,117961,117962,122215,120172,130085,290919,120173
Yes,972,5017,117961,118343,119598,121915,185973,121916,121917
Yes,45324,4500,117961,118052,118881,118321,117906,290919,118322
Yes,34861,4565,117961,118386,121961,117905,117906,290919,117908
Yes,79092,14674,11146,118491,117920,118568,120877,19721,118570
Yes,36031,44062,117961,117962,118910,118784,117906,290919,118786
Yes,42085,4098,117961,118343,119598,118834,133686,118424,118836
Yes,391,102646,117926,118124,117941,117879,117886,19721,117880
Yes,35068,3949,117961,117962,118352,118777,279443,308574,118779
Yes,70452,82284,118953,118954,117884,117885,117913,117887,117888
Yes,117278,32457,117961,118327,118320,117905,117906,290919,117908
Yes,1281,54684,117961,117962,118910,118685,137802,308574,118687
Yes,75324,70186,117961,117969,19666,118890,202872,118398,118892
Yes,23875,23782,118074,23779,121458,118368,118368,117887,118486
Yes,27907,22356,117926,117927,119569,121067,229187,121069,121070
Yes,80784,4272,117961,118343,120666,120773,270820,118960,120774
Yes,43876,50473,118079,118080,117878,117879,304519,19721,117880
Yes,80381,782,117961,118413,277693,117905,117906,290919,117908
No,73508,5293,118290,118291,118660,120344,274278,118424,120346
Yes,20364,41786,117961,118386,129128,118636,126747,118638,118639
Yes,26437,56310,118212,118580,117895,117896,117913,117887,117898
Yes,34869,15956,117961,117969,121617,131849,148158,121620,131851
Yes,14570,58526,117890,117891,117878,117899,123862,19721,117900
No,116628,7212,117961,118300,124725,118784,117906,290919,118786
Yes,32032,3236,117961,118327,129972,118784,117906,290919,118786
No,42031,18046,117961,118300,118783,118321,117906,290919,118322
Yes,41314,3234,119280,119281,118623,118805,136748,118474,118807
Yes,16834,217,117961,118413,120370,118321,117906,290919,118322
Yes,75834,7346,117961,118343,123125,117905,117906,290919,117908
Yes,25270,3966,117961,118343,122012,117905,240983,290919,117908
Yes,4675,15683,117961,118300,118957,118777,279443,308574,118779
Yes,45904,25772,118006,118007,117941,117879,117897,19721,117880
Yes,34074,221,117961,118413,120370,118321,150358,290919,118322
Yes,7543,5767,117961,118343,118344,118321,117906,290919,118322
Yes,40531,53010,118752,119070,118042,118563,118563,270488,118565
Yes,80207,4642,117961,118225,120551,117905,117906,290919,117908
No,18418,17789,117961,118052,119986,118321,117906,290919,118322
Yes,25749,46637,117887,118178,119262,117946,119263,292795,117948
Yes,32642,15961,119280,119281,117945,126684,193644,292795,126685
Yes,38658,1912,119134,119135,118042,120097,174445,270488,120099
Yes,44914,15784,117961,118343,128639,118777,279443,308574,118779
Yes,4675,15967,117961,118300,124942,118321,240983,290919,118322
Yes,78745,4466,117961,118300,118360,118054,118054,117887,118055
Yes,45019,1065,117961,118327,121589,118641,306399,118643,118644
Yes,40997,8435,117961,118225,124449,122129,150283,121916,122131
Yes,30867,7530,117961,118343,118514,132671,132672,290919,132673
Yes,80208,2294,117902,117903,118783,117905,118036,290919,117908
Yes,75834,18189,117961,118327,119195,119351,206049,3130,119353
Yes,3853,13828,117961,118300,121977,120647,311441,118398,120649
Yes,42093,5320,118290,118291,119598,120344,260942,118424,120346
Yes,80975,1012,117961,118225,119924,117905,240983,290919,117908
Yes,75834,23440,117961,117962,118409,118523,310608,118331,118525
Yes,42914,55896,118074,23779,131868,119192,119192,119184,119194
Yes,45580,46503,120140,120141,121589,120952,120953,118453,120954
Yes,76860,5496,91261,118026,118202,118321,117906,290919,118322
Yes,278393,4584,117961,118300,120297,118321,117906,290919,118322
Yes,33249,21303,117961,118300,119890,120348,249620,118295,120350
Yes,76446,4638,117961,118343,119987,117905,117906,290919,117908
Yes,23986,4909,117961,118300,118458,120006,143820,118424,120008
Yes,74302,1945,118256,118257,118450,128093,219357,119184,128095
Yes,32270,3176,117961,118300,121216,119351,160003,3130,119353
Yes,73756,5730,117961,118446,118684,124305,120579,118762,124307
No,23096,3878,117961,118327,119830,122551,117906,118762,122552
No,31640,4626,117961,118052,119972,118784,117906,290919,118786
Yes,954,5717,117961,118300,124725,118321,117906,290919,118322
Yes,28574,4620,117961,118300,119181,117905,180083,290919,117908
Yes,19998,4496,117961,118225,120551,118321,117906,290919,118322
Yes,13878,20126,117961,118386,120677,122067,206347,118424,122069
Yes,103486,4023,117961,118446,119064,118321,117906,290919,118322
Yes,39331,15889,117961,118052,120417,119587,127457,118704,119589
Yes,79543,6107,117961,118386,118404,118536,118537,308574,118539
Yes,34832,2074,118441,118442,118378,118054,121603,117887,118055
Yes,45019,16566,117961,118327,120559,120618,304465,118643,120619
Yes,17249,17270,117961,118300,128830,118826,150790,118424,118828
Yes,25570,5506,117961,118343,118514,118321,117906,290919,118322
Yes,40456,1915,117961,118300,119181,149228,149229,118643,149230
Yes,42987,7586,117961,118225,118403,118321,117906,290919,118322
No,86164,2354,117961,117962,118501,118502,118503,118504,118505
No,28478,73825,118315,118463,119214,118784,121926,290919,118786
Yes,74965,23338,117961,118052,118867,122129,270992,121916,122131
Yes,18399,5396,117961,118343,119993,118321,117906,290919,118322
Yes,36463,3802,118573,118574,118623,118995,123460,292795,118997
Yes,4675,5636,117961,118413,122007,117905,117906,290919,117908
Yes,78192,25242,118555,118178,118320,118641,306399,118643,118644
Yes,40531,3287,118752,119070,118042,118043,118043,270488,118046
Yes,45862,119430,117932,117933,117878,117879,117879,19721,117880
Yes,89850,55941,117961,118327,122109,118054,118054,117887,118055
Yes,16639,5027,117961,118343,119598,119433,133686,118424,119435
Yes,19965,60121,121785,121786,142145,117905,156948,290919,117908
Yes,933,7578,117961,118343,120722,118321,117906,290919,118322
Yes,38648,7530,117961,118343,118514,132671,132672,290919,132673
Yes,37793,48960,122880,122974,119136,118043,118043,270488,118046
Yes,16034,36958,118169,118170,125857,259173,127240,292795,118943
No,79549,7583,118990,118991,118992,118321,117906,290919,118322
Yes,2824,20533,118169,118170,117945,117946,125711,292795,117948
Yes,43839,8430,117961,118225,118403,118321,117906,290919,118322
Yes,35627,718,117961,118300,119181,118641,153273,118643,118644
Yes,75493,8283,117961,118327,118933,118321,117906,290919,118322
Yes,75834,16757,117961,118225,122273,118784,121873,290919,118786
Yes,79704,1030,117961,118343,120722,118361,127527,118363,118364
Yes,41279,23989,117961,118446,118701,118702,146532,118704,118705
Yes,31441,3116,117961,118300,147589,118054,118054,117887,118055
Yes,43876,82465,118079,118080,117878,117879,117913,19721,117880
Yes,45333,2163,118003,118004,120694,118636,130218,118638,118639
No,45652,54618,117961,118052,118992,118321,117906,290919,118322
Yes,89148,20105,117961,117969,120823,129909,181275,118453,129911
Yes,19989,1728,117961,118327,118507,121527,128634,118398,121529
Yes,75078,311198,91261,118026,122392,117946,177669,292795,117948
Yes,38710,58703,117929,117940,117920,117885,117913,117887,117888
Yes,3853,6232,117961,118343,118437,120516,185973,120518,120519
Yes,37651,2071,117961,117962,118501,122551,139302,118762,122552
Yes,75324,3399,118752,119070,119781,130479,145269,119784,130481
No,18072,13441,117961,118225,122870,118207,279443,270488,118209
Yes,43431,5103,117961,118225,120050,118784,118406,290919,118786
Yes,80156,30533,91261,118026,119507,123648,123107,120518,123650
Yes,45784,1146,117961,118225,120663,117905,240983,290919,117908
Yes,40867,70168,117961,118052,121949,118636,122158,118638,118639
Yes,34700,770,117961,118300,119181,128230,302830,4673,128231
Yes,78403,46254,117961,118327,126310,118641,123881,118643,118644
Yes,1020,74828,91261,118026,119954,117905,117906,290919,117908
Yes,32634,7553,117961,118225,118403,118321,117906,290919,118322
Yes,42093,70128,118595,118596,81476,118834,153821,118424,118836
Yes,112127,4434,117961,118052,120671,118321,118448,290919,118322
Yes,1020,52394,117961,118300,118458,119928,310608,118331,119929
Yes,45019,59312,118550,118551,118378,118054,311261,117887,118055
Yes,27728,16850,117961,118225,119238,122849,149223,119095,122850
Yes,45784,124925,117961,118225,122273,118784,147114,290919,118786
Yes,44451,852,117961,117962,122215,118958,118959,118960,118961
Yes,76799,8085,117961,118300,118535,118321,147045,290919,118322
Yes,15369,5490,117961,117962,5488,118641,118642,118643,118644
Yes,23921,58865,117961,118446,119064,118702,142652,118704,118705
Yes,19998,1553,117961,118225,123173,119093,123174,119095,119096
Yes,77264,46514,117961,118300,120059,119849,310589,118638,119851
No,16434,3053,117961,118225,120663,121594,131163,4673,121596
Yes,41569,70078,91261,118026,118202,117905,117906,290919,117908
Yes,43452,53010,118752,119070,118042,118563,118563,270488,118565
Yes,4675,74831,117961,118327,118391,118321,117906,290919,118322
Yes,99556,3707,117961,118446,118684,124305,124306,118762,124307
Yes,4685,98406,119920,119921,176153,118784,292871,290919,118786
Yes,32222,7547,117961,118052,118933,118784,213944,290919,118786
Yes,25098,1043,117961,118327,121589,118641,118842,118643,118644
Yes,20701,13874,117961,118446,120368,118321,117906,290919,118322
Yes,75078,64715,91261,118026,118317,118321,117906,290919,118322
Yes,80676,4200,117961,118343,118660,119433,133686,118424,119435
Yes,75866,195311,119301,119302,119303,118784,233216,290919,118786
Yes,6977,2407,117961,118446,120317,118321,117906,290919,118322
Yes,32270,5119,117961,118300,119890,120006,133833,118424,120008
Yes,73554,126887,122532,122533,117945,280788,280788,292795,119082
Yes,45100,13217,117993,117994,118360,118129,130526,118131,118132
Yes,35792,1216,117902,117903,118507,120990,120991,118398,120992
Yes,76542,4151,118990,118991,118992,118321,117906,290919,118322
Yes,15356,28890,117961,118327,118529,122060,224977,290919,122062
Yes,80723,27102,117961,118327,118507,118863,122008,118398,118865
Yes,43264,23925,118212,118213,119136,120056,137119,118474,120058
Yes,42093,4933,117961,118300,118458,120006,311622,118424,120008
Yes,25231,46170,118290,118291,118889,118890,307233,118398,118892
Yes,3661,49024,132839,145248,118552,118054,132841,117887,118055
Yes,78563,4865,117961,118343,121710,118422,300136,118424,118425
Yes,75078,82459,117961,118386,118522,118321,123513,290919,118322
Yes,73108,27104,117961,118327,118507,121527,128634,118398,121529
Yes,73756,5360,117961,118446,118684,118321,117906,290919,118322
Yes,113725,7578,117961,118343,120722,118784,121873,290919,118786
Yes,78591,28021,118212,118580,117895,117879,117897,19721,117880
Yes,32642,49063,118555,118178,117945,118995,310973,292795,118997
Yes,6977,901,117902,117903,124948,117905,117906,290919,117908
Yes,23978,46288,119596,119597,118214,118702,195315,118704,118705
Yes,25993,5262,119596,119597,123719,118321,117906,290919,118322
Yes,35498,13857,118212,118580,118360,120632,120633,118131,120634
Yes,32642,1945,118256,118257,118450,118995,151952,292795,118997
No,1969,4663,117961,118225,122298,118636,125666,118638,118639
Yes,77203,57718,117961,119256,119257,117946,118806,292795,117948
Yes,37115,2088,118006,118007,117920,117899,117897,19721,117900
Yes,28109,7822,117961,118327,118492,132692,226262,270488,132694
No,29291,52687,117961,117962,118910,119346,4673,4673,119348
Yes,19843,124033,124034,124035,117945,280788,126042,292795,119082
Yes,34950,7032,117961,118225,120551,118318,168365,118205,118319
Yes,18418,61062,117961,118446,120368,119849,219966,118638,119851
Yes,81253,5296,119596,119597,119837,118293,118294,118295,118296
Yes,917,4910,117961,118343,118911,118912,284092,118424,118914
Yes,75783,5717,117961,118300,124725,118321,117906,290919,118322
Yes,29926,70186,117961,117969,19666,118890,127642,118398,118892
Yes,4675,195311,119301,119302,119303,118784,233216,290919,118786
Yes,941,770,117961,118300,118437,118451,130134,118453,118454
No,20231,15557,119280,119281,117945,118129,132803,118131,118132
Yes,4675,7644,117961,118327,120318,117905,117906,290919,117908
Yes,80805,17223,117961,118225,120535,118396,233714,118398,118399
Yes,5893,1045,117961,126102,120559,118054,128432,117887,118055
Yes,41474,1350,117961,118052,120096,117905,117906,290919,117908
Yes,78868,4362,118212,118213,126955,119962,311618,118205,119964
Yes,73194,795,117961,118225,120551,118784,117906,290919,118786
Yes,80883,48938,118169,118170,119781,118043,224182,270488,118046
Yes,36410,7001,117961,118327,118933,121594,127596,4673,121596
Yes,74978,118151,118079,118080,117878,117879,118177,19721,117880
Yes,29688,51342,117961,118343,127155,120097,174445,270488,120099
No,17226,2837,118887,118888,118631,120344,303717,118424,120346
Yes,75216,15388,117961,118343,118623,119849,125204,118638,119851
Yes,75787,15570,118752,118753,117945,119849,129519,118638,119851
Yes,33229,16973,117961,118300,124942,117905,117906,290919,117908
Yes,3853,4929,117961,118300,118825,118826,226343,118424,118828
No,6921,3048,119062,119091,119734,153957,155022,118667,153959
Yes,81295,54684,117961,117962,118910,118777,279443,308574,118779
Yes,20349,15432,119134,119135,146387,120516,123331,120518,120519
Yes,15714,15503,118573,118574,118623,118995,144259,292795,118997
Yes,28149,17561,91261,118026,118202,118318,184148,118205,118319
Yes,79439,15432,119134,119135,146387,120516,123331,120518,120519
Yes,31852,23390,118602,118603,117941,118568,171084,19721,118570
Yes,13878,19858,117929,117940,117941,118568,140630,19721,118570
Yes,42967,6874,117978,119216,117941,117879,121946,19721,117880
Yes,79092,21837,117961,118327,118507,118890,311441,118398,118892
Yes,73798,51347,120864,121013,124133,120789,225335,118424,120791
Yes,98053,23097,117961,118225,119136,118685,122081,308574,118687
Yes,16271,3707,118290,118291,118684,119949,121350,290919,119951
Yes,17226,70264,117961,118343,118437,124435,118362,118363,124436
Yes,79092,7408,117961,117962,118352,118321,240983,290919,118322
Yes,33988,7370,117961,118413,118481,117905,117906,290919,117908
Yes,82202,16973,117961,118300,124942,118747,126309,118453,118749
Yes,16191,34826,117887,118178,118320,118321,290919,290919,118322
No,36646,62242,117978,117979,117941,118568,281735,19721,118570
Yes,45143,17615,117961,118052,122392,120097,174445,270488,120099
Yes,31441,2908,117961,118343,118979,120344,129564,118424,120346
Yes,40862,51226,117961,118327,118320,118451,118545,118453,118454
Yes,18913,18291,117929,117930,119569,179731,118247,117887,117973
Yes,14570,22871,118219,118220,118008,117879,117897,19721,117880
Yes,73131,16802,117961,117969,196823,119997,278014,118131,119998
Yes,16241,6217,117961,118327,118328,123651,121927,118467,123652
Yes,15720,15385,117902,118041,117945,259173,130913,292795,118943
Yes,17308,13873,117961,118300,118825,121469,310997,118424,121471
Yes,74550,3053,117961,118225,120663,121594,131163,4673,121596
Yes,6977,6199,117961,118225,120663,117905,117906,290919,117908
Yes,42085,4993,117961,118343,118979,118826,134537,118424,118828
Yes,38391,85728,118212,118580,117895,117885,117913,117887,117888
Yes,1937,1810,117961,118327,120559,118641,306399,118643,118644
Yes,36424,21083,118106,118107,117941,117879,121445,19721,117880
Yes,78372,6454,117961,118343,118856,117905,172635,290919,117908
Yes,19823,174,117961,118413,121639,118321,240983,290919,118322
No,278393,5739,117961,118446,118684,127108,127109,118667,127110
Yes,19310,55604,118023,118024,117895,117885,117955,117887,117888
Yes,81350,52316,119596,119597,118292,118293,118294,118295,118296
Yes,25562,89738,117961,117962,118409,307024,310608,118331,118332
Yes,35381,59347,117961,118327,118320,118784,147114,290919,118786
Yes,278393,4909,117961,118300,118458,120344,311701,118424,120346
Yes,44722,95479,117961,118327,118492,132692,226262,270488,132694
Yes,60006,16821,117961,118225,120535,118396,269406,118398,118399
Yes,73547,234958,118290,118291,120026,307024,197961,118331,118332
No,22956,3889,117961,118386,121668,117905,240983,290919,117908
Yes,44914,2270,117961,118413,277693,120773,118959,118960,120774
Yes,18418,5027,117961,118343,119598,118834,133686,118424,118836
Yes,26391,2930,117961,118343,118700,118321,117906,290919,118322
Yes,34434,4311,119062,119091,118514,118321,120246,290919,118322
Yes,34808,139593,118573,118574,119781,119782,159510,119784,119785
Yes,3853,3204,117961,118343,119142,119351,210201,3130,119353
Yes,1020,88006,118120,118121,117884,117879,117886,19721,117880
Yes,43379,49961,117961,118225,118403,117905,117906,290919,117908
Yes,26798,8168,117961,118386,119954,119962,168365,118205,119964
Yes,40131,15012,118212,118213,123201,117905,117906,290919,117908
Yes,44227,51138,117961,118413,119968,118321,117906,290919,118322
Yes,79092,7683,117887,118178,117945,259173,201292,292795,118943
Yes,29697,2214,117961,118327,274241,135740,233542,119772,135742
Yes,20292,16049,117926,118124,81476,297560,171722,249618,119817
Yes,74743,46754,118079,118080,117878,117879,304519,19721,117880
Yes,79121,15412,117961,118343,127705,119849,170027,118638,119851
Yes,78879,2409,117961,117962,117904,127782,123170,290919,127783
Yes,13878,13180,118084,118085,117884,117879,117886,19721,117880
Yes,19823,190,117961,118413,121639,117905,117906,290919,117908
Yes,80700,5409,117961,118343,119993,118321,117906,290919,118322
