Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min)
30,4.0,Meal ,motorcycle ,31
29,4.6,Drinks ,bicycle ,29
28,4.8,Snack ,scooter ,14
33,4.1,Meal ,motorcycle ,33
28,4.5,Snack ,electric_scooter ,19
36,4.4,Drinks ,motorcycle ,31
36,4.8,Drinks ,electric_scooter ,11
30,4.9,Meal ,motorcycle ,28
30,3.8,Meal ,motorcycle ,43
39,4.1,Drinks ,scooter ,38
24,4.6,Snack ,motorcycle ,25
31,4.5,Snack ,scooter ,28
34,4.8,Drinks ,electric_scooter ,23
20,4.5,Snack ,electric_scooter ,23
37,4.3,Drinks ,scooter ,38
23,4.1,Snack ,electric_scooter ,36
22,5.0,Snack ,scooter ,10
38,4.9,Meal ,electric_scooter ,17
32,4.9,Snack ,electric_scooter ,31
32,4.1,Buffet ,motorcycle ,22
25,4.5,Meal ,scooter ,11
29,2.5,Meal ,scooter ,44
26,4.6,Buffet ,electric_scooter ,13
28,4.6,Meal ,electric_scooter ,24
28,4.7,Buffet ,scooter ,10
34,5.0,Meal ,scooter ,16
21,4.7,Snack ,electric_scooter ,28
29,4.5,Drinks ,electric_scooter ,28
24,4.2,Meal ,motorcycle ,27
38,3.8,Buffet ,motorcycle ,31
20,4.7,Meal ,electric_scooter ,27
34,4.4,Snack ,scooter ,31
24,4.8,Buffet ,electric_scooter ,15
25,4.0,Meal ,electric_scooter ,34
39,4.4,Meal ,electric_scooter ,33
31,5.0,Snack ,scooter ,34
32,4.9,Buffet ,electric_scooter ,29
22,4.7,Snack ,electric_scooter ,22
26,4.5,Snack ,scooter ,18
35,4.8,Drinks ,scooter ,43
21,4.3,Buffet ,electric_scooter ,32
35,4.9,Buffet ,scooter ,21
33,4.1,Snack ,motorcycle ,32
38,4.9,Meal ,scooter ,31
26,4.8,Snack ,motorcycle ,15
20,4.4,Buffet ,scooter ,37
21,4.0,Buffet ,motorcycle ,35
36,3.6,Meal ,scooter ,38
30,4.4,Snack ,scooter ,40
26,4.4,Meal ,motorcycle ,24
23,4.9,Buffet ,scooter ,21
23,4.7,Drinks ,electric_scooter ,26
20,4.7,Drinks ,electric_scooter ,17
38,4.2,Drinks ,scooter ,31
20,4.4,Snack ,motorcycle ,34
33,5.0,Snack ,scooter ,18
39,4.9,Buffet ,scooter ,17
31,4.1,Buffet ,electric_scooter ,46
22,4.3,Drinks ,motorcycle ,24
28,4.9,Snack ,electric_scooter ,16
23,4.7,Buffet ,electric_scooter ,22
23,4.2,Drinks ,scooter ,36
35,4.0,Snack ,electric_scooter ,39
37,4.2,Meal ,electric_scooter ,35
23,5.0,Buffet ,motorcycle ,15
39,4.4,Snack ,scooter ,34
37,4.8,Drinks ,scooter ,21
21,4.0,Meal ,motorcycle ,33
30,4.7,Drinks ,electric_scooter ,22
27,4.9,Buffet ,electric_scooter ,24
30,4.9,Meal ,scooter ,18
20,4.4,Buffet ,electric_scooter ,33
23,4.0,Meal ,motorcycle ,29
23,4.7,Meal ,scooter ,16
27,4.3,Buffet ,motorcycle ,45
38,4.2,Drinks ,motorcycle ,34
23,4.6,Meal ,motorcycle ,20
33,5.0,Drinks ,motorcycle ,47
29,4.1,Buffet ,scooter ,38
21,4.6,Snack ,electric_scooter ,26
26,4.0,Meal ,motorcycle ,22
30,4.7,Meal ,scooter ,21
25,5.0,Drinks ,electric_scooter ,16
25,4.4,Buffet ,motorcycle ,24
22,4.5,Meal ,electric_scooter ,23
22,4.6,Drinks ,electric_scooter ,20
24,4.3,Meal ,scooter ,31
34,5.0,Buffet ,electric_scooter ,21
26,4.5,Meal ,motorcycle ,14
31,4.1,Drinks ,motorcycle ,27
30,4.9,Snack ,scooter ,26
25,4.5,Meal ,motorcycle ,25
39,4.2,Drinks ,motorcycle ,39
32,4.0,Snack ,scooter ,46
30,4.0,Drinks ,scooter ,34
39,4.7,Snack ,electric_scooter ,28
38,5.0,Drinks ,electric_scooter ,19
50,6.0,Meal ,bicycle ,22
36,4.1,Meal ,scooter ,41
33,4.3,Drinks ,motorcycle ,35
37,4.1,Drinks ,motorcycle ,36
28,4.1,Snack ,motorcycle ,27
27,4.4,Buffet ,motorcycle ,54
37,4.3,Snack ,scooter ,34
33,4.0,Buffet ,motorcycle ,23
39,4.5,Snack ,scooter ,15
27,4.7,Drinks ,scooter ,12
25,4.7,Snack ,electric_scooter ,29
39,4.1,Meal ,electric_scooter ,38
32,4.7,Meal ,electric_scooter ,29
24,4.7,Meal ,electric_scooter ,18
38,3.8,Buffet ,scooter ,41
28,4.5,Snack ,scooter ,23
29,4.6,Buffet ,bicycle ,18
25,4.7,Meal ,electric_scooter ,13
37,4.0,Drinks ,scooter ,32
38,4.6,Buffet ,electric_scooter ,16
29,5.0,Drinks ,electric_scooter ,40
33,4.5,Snack ,motorcycle ,30
35,4.1,Buffet ,scooter ,39
24,4.7,Snack ,electric_scooter ,28
39,3.9,Buffet ,scooter ,36
31,5.0,Buffet ,motorcycle ,29
26,4.3,Drinks ,motorcycle ,37
29,2.6,Snack ,electric_scooter ,39
34,3.8,Snack ,motorcycle ,34
32,4.2,Drinks ,motorcycle ,25
50,6.0,Meal ,electric_scooter ,16
29,3.1,Buffet ,motorcycle ,38
23,4.6,Meal ,scooter ,27
21,5.0,Meal ,scooter ,24
37,4.5,Snack ,motorcycle ,32
31,5.0,Buffet ,scooter ,15
29,4.1,Buffet ,motorcycle ,51
39,4.5,Buffet ,electric_scooter ,28
20,4.0,Drinks ,motorcycle ,25
30,3.9,Drinks ,scooter ,31
23,4.6,Snack ,electric_scooter ,33
39,4.2,Meal ,electric_scooter ,33
36,3.8,Meal ,scooter ,35
31,4.6,Buffet ,scooter ,26
38,4.3,Buffet ,motorcycle ,36
26,4.0,Snack ,scooter ,34
37,4.6,Drinks ,electric_scooter ,25
33,4.0,Meal ,motorcycle ,52
23,4.7,Snack ,scooter ,13
30,4.8,Buffet ,scooter ,30
21,4.4,Snack ,motorcycle ,22
26,3.2,Snack ,motorcycle ,42
31,4.4,Drinks ,scooter ,43
33,4.4,Snack ,motorcycle ,33
35,4.3,Snack ,motorcycle ,36
34,4.1,Snack ,scooter ,41
27,4.1,Meal ,electric_scooter ,39
37,4.3,Buffet ,scooter ,35
24,4.9,Meal ,scooter ,23
37,4.7,Snack ,scooter ,25
21,5.0,Meal ,electric_scooter ,17
39,4.3,Snack ,scooter ,42
35,4.9,Snack ,scooter ,17
37,4.8,Meal ,electric_scooter ,24
21,4.3,Meal ,motorcycle ,43
25,5.0,Drinks ,motorcycle ,12
20,4.7,Buffet ,electric_scooter ,27
26,4.7,Meal ,electric_scooter ,33
36,4.1,Drinks ,scooter ,41
32,4.1,Meal ,scooter ,39
28,5.0,Snack ,scooter ,20
26,4.9,Snack ,motorcycle ,28
34,4.1,Meal ,motorcycle ,30
39,4.2,Drinks ,scooter ,34
24,5.0,Snack ,motorcycle ,38
37,4.9,Buffet ,electric_scooter ,30
22,4.7,Meal ,electric_scooter ,18
25,4.7,Meal ,scooter ,18
25,4.5,Drinks ,motorcycle ,29
38,4.3,Drinks ,electric_scooter ,39
30,4.2,Buffet ,scooter ,36
25,4.1,Buffet ,motorcycle ,24
26,4.5,Buffet ,electric_scooter ,12
38,4.0,Meal ,motorcycle ,27
33,4.3,Buffet ,scooter ,32
38,3.5,Drinks ,scooter ,34
32,5.0,Meal ,electric_scooter ,38
35,4.6,Buffet ,electric_scooter ,42
15,1.0,Snack ,electric_scooter ,27
37,4.2,Drinks ,electric_scooter ,34
38,4.7,Buffet ,electric_scooter ,28
31,4.3,Meal ,scooter ,43
36,4.3,Drinks ,electric_scooter ,32
33,3.6,Snack ,scooter ,38
35,4.4,Buffet ,electric_scooter ,37
34,4.5,Drinks ,motorcycle ,20
35,4.3,Buffet ,motorcycle ,29
28,4.1,Buffet ,motorcycle ,32
39,4.2,Buffet ,motorcycle ,38
26,4.7,Buffet ,electric_scooter ,10
37,4.5,Buffet ,scooter ,36
32,4.9,Drinks ,scooter ,18
28,4.2,Buffet ,scooter ,35
39,4.7,Drinks ,scooter ,19
32,3.5,Buffet ,motorcycle ,35
34,4.9,Meal ,scooter ,26
39,4.4,Drinks ,motorcycle ,42
26,5.0,Meal ,scooter ,26
31,3.9,Snack ,scooter ,41
29,4.5,Buffet ,electric_scooter ,14
33,5.0,Buffet ,motorcycle ,32
20,4.3,Drinks ,scooter ,31
22,4.3,Meal ,motorcycle ,26
37,4.5,Meal ,electric_scooter ,23
24,4.5,Buffet ,motorcycle ,17
35,4.5,Buffet ,scooter ,29
25,4.3,Snack ,motorcycle ,28
29,4.1,Meal ,motorcycle ,37
35,3.7,Meal ,scooter ,31
23,4.6,Buffet ,electric_scooter ,19
29,4.1,Buffet ,electric_scooter ,32
39,4.9,Drinks ,scooter ,29
39,5.0,Meal ,scooter ,15
33,4.4,Buffet ,motorcycle ,33
26,4.4,Snack ,motorcycle ,33
21,5.0,Drinks ,scooter ,17
36,3.9,Meal ,scooter ,44
36,4.3,Meal ,scooter ,33
33,4.9,Buffet ,electric_scooter ,26
21,4.3,Buffet ,motorcycle ,34
50,6.0,Drinks ,electric_scooter ,15
20,4.2,Snack ,motorcycle ,44
27,4.5,Snack ,electric_scooter ,26
34,4.5,Buffet ,motorcycle ,22
20,4.8,Drinks ,scooter ,14
26,4.3,Meal ,motorcycle ,29
24,4.9,Drinks ,electric_scooter ,34
23,4.5,Buffet ,electric_scooter ,12
31,5.0,Snack ,electric_scooter ,31
39,4.2,Buffet ,scooter ,34
31,4.5,Snack ,electric_scooter ,39
21,4.8,Snack ,electric_scooter ,17
27,4.0,Snack ,electric_scooter ,33
38,3.7,Snack ,electric_scooter ,32
29,4.2,Drinks ,motorcycle ,47
26,4.4,Drinks ,motorcycle ,19
39,5.0,Drinks ,scooter ,37
37,4.8,Buffet ,scooter ,27
36,4.4,Drinks ,scooter ,32
30,4.1,Meal ,motorcycle ,35
27,4.1,Buffet ,electric_scooter ,33
36,4.6,Snack ,scooter ,25
27,4.6,Buffet ,scooter ,11
27,4.8,Drinks ,scooter ,23
33,4.5,Snack ,electric_scooter ,24
25,4.6,Drinks ,electric_scooter ,22
31,4.5,Meal ,motorcycle ,44
32,5.0,Meal ,scooter ,17
36,3.5,Buffet ,motorcycle ,32
25,3.1,Snack ,scooter ,44
36,3.9,Buffet ,motorcycle ,36
31,4.4,Snack ,motorcycle ,41
25,4.1,Meal ,motorcycle ,19
21,4.0,Snack ,scooter ,37
33,4.0,Snack ,motorcycle ,32
21,3.1,Buffet ,scooter ,34
35,4.7,Meal ,scooter ,28
29,4.6,Meal ,bicycle ,20
37,4.8,Buffet ,electric_scooter ,20
35,4.0,Buffet ,motorcycle ,32
22,3.5,Drinks ,scooter ,41
24,5.0,Buffet ,scooter ,12
38,4.6,Snack ,electric_scooter ,26
28,4.3,Drinks ,motorcycle ,32
38,4.1,Snack ,scooter ,32
21,4.7,Buffet ,scooter ,23
28,4.4,Buffet ,motorcycle ,39
32,4.5,Drinks ,scooter ,15
35,3.9,Drinks ,scooter ,35
30,3.8,Buffet ,scooter ,40
34,3.8,Meal ,electric_scooter ,32
35,4.2,Snack ,scooter ,33
31,4.5,Snack ,motorcycle ,27
29,4.9,Meal ,scooter ,15
29,4.3,Buffet ,scooter ,41
32,3.9,Snack ,motorcycle ,32
30,4.2,Meal ,motorcycle ,24
34,3.8,Meal ,motorcycle ,39
39,3.5,Drinks ,motorcycle ,38
30,4.0,Snack ,scooter ,32
27,4.0,Snack ,motorcycle ,35
27,4.8,Buffet ,electric_scooter ,11
29,2.9,Meal ,motorcycle ,43
39,4.8,Drinks ,electric_scooter ,27
29,4.9,Buffet ,electric_scooter ,24
34,4.5,Snack ,motorcycle ,23
32,3.8,Drinks ,motorcycle ,31
21,4.5,Drinks ,electric_scooter ,24
29,4.0,Buffet ,motorcycle ,21
29,4.4,Buffet ,motorcycle ,43
24,3.5,Drinks ,motorcycle ,43
25,4.1,Snack ,motorcycle ,35
22,4.8,Buffet ,electric_scooter ,23
32,4.2,Meal ,electric_scooter ,49
28,3.9,Drinks ,motorcycle ,41
35,4.5,Drinks ,scooter ,18
34,4.1,Snack ,motorcycle ,47
36,4.2,Snack ,motorcycle ,25
34,4.2,Buffet ,scooter ,32
32,5.0,Drinks ,scooter ,31
25,4.0,Buffet ,motorcycle ,25
39,4.6,Buffet ,scooter ,18
39,4.2,Snack ,motorcycle ,20
29,3.5,Drinks ,scooter ,34
26,4.1,Snack ,motorcycle ,23
20,4.1,Buffet ,motorcycle ,33
27,5.0,Buffet ,electric_scooter ,19
39,4.9,Meal ,scooter ,28
27,4.3,Snack ,scooter ,31
23,3.2,Snack ,motorcycle ,36
31,3.8,Drinks ,motorcycle ,44
32,5.0,Buffet ,motorcycle ,31
21,4.6,Buffet ,electric_scooter ,27
39,4.7,Meal ,scooter ,49
37,3.8,Drinks ,motorcycle ,32
34,4.4,Drinks ,motorcycle ,38
29,4.2,Snack ,motorcycle ,16
38,4.7,Drinks ,scooter ,26
34,3.5,Buffet ,motorcycle ,39
25,5.0,Buffet ,electric_scooter ,18
37,4.0,Snack ,motorcycle ,34
22,4.4,Meal ,motorcycle ,19
30,3.5,Buffet ,motorcycle ,32
35,4.1,Snack ,scooter ,34
27,4.6,Buffet ,electric_scooter ,21
23,4.3,Buffet ,motorcycle ,37
38,4.9,Buffet ,electric_scooter ,17
28,4.7,Drinks ,scooter ,18
27,2.7,Meal ,scooter ,31
31,4.0,Drinks ,scooter ,41
26,4.1,Buffet ,motorcycle ,25
32,3.8,Drinks ,scooter ,38
39,3.0,Buffet ,motorcycle ,31
22,5.0,Snack ,motorcycle ,16
26,4.2,Buffet ,motorcycle ,23
37,4.5,Drinks ,scooter ,17
24,5.0,Drinks ,scooter ,21
38,4.3,Buffet ,electric_scooter ,48
34,3.5,Snack ,electric_scooter ,36
21,4.1,Buffet ,motorcycle ,18
34,4.0,Meal ,scooter ,32
32,4.4,Snack ,motorcycle ,38
38,4.4,Drinks ,motorcycle ,33
23,3.6,Drinks ,motorcycle ,54
28,3.5,Meal ,motorcycle ,40
37,3.8,Snack ,scooter ,43
30,4.6,Drinks ,motorcycle ,36
22,4.7,Snack ,scooter ,21
36,4.3,Snack ,motorcycle ,21
32,4.4,Buffet ,electric_scooter ,35
34,4.1,Buffet ,scooter ,33
36,4.5,Drinks ,scooter ,28
35,5.0,Drinks ,scooter ,31
38,3.7,Meal ,electric_scooter ,35
38,4.5,Drinks ,scooter ,32
28,4.7,Buffet ,electric_scooter ,12
34,3.8,Snack ,scooter ,43
21,4.1,Drinks ,scooter ,32
23,4.4,Buffet ,motorcycle ,24
35,4.2,Snack ,motorcycle ,44
38,4.5,Snack ,electric_scooter ,25
35,4.0,Snack ,motorcycle ,28
22,4.9,Meal ,electric_scooter ,29
35,4.4,Drinks ,scooter ,36
21,3.7,Buffet ,motorcycle ,53
39,5.0,Meal ,motorcycle ,24
26,4.0,Buffet ,motorcycle ,33
33,4.9,Drinks ,motorcycle ,25
38,4.3,Snack ,scooter ,39
33,3.6,Snack ,motorcycle ,33
27,4.3,Drinks ,scooter ,31
36,4.9,Snack ,scooter ,17
31,3.7,Buffet ,scooter ,39
36,4.4,Meal ,scooter ,46
30,4.9,Drinks ,scooter ,26
20,2.9,Snack ,scooter ,34
26,4.5,Buffet ,motorcycle ,13
22,3.1,Meal ,scooter ,40
32,4.4,Buffet ,scooter ,36
31,4.4,Meal ,electric_scooter ,34
39,4.6,Drinks ,electric_scooter ,26
22,4.5,Snack ,electric_scooter ,18
24,4.4,Meal ,motorcycle ,16
33,4.4,Drinks ,scooter ,39
30,3.9,Snack ,scooter ,33
32,4.4,Snack ,scooter ,40
39,4.8,Drinks ,scooter ,13
28,5.0,Drinks ,motorcycle ,22
35,3.9,Drinks ,motorcycle ,40
35,3.5,Drinks ,scooter ,33
22,4.2,Meal ,motorcycle ,18
32,4.7,Buffet ,electric_scooter ,25
21,4.8,Meal ,electric_scooter ,27
25,4.2,Buffet ,electric_scooter ,34
30,5.0,Meal ,scooter ,19
28,4.0,Drinks ,motorcycle ,38
35,3.7,Buffet ,motorcycle ,39
21,4.1,Drinks ,electric_scooter ,33
22,4.2,Buffet ,electric_scooter ,34
29,4.2,Snack ,scooter ,33
38,4.5,Meal ,motorcycle ,25
15,1.0,Meal ,scooter ,27
33,3.9,Meal ,scooter ,42
33,4.1,Drinks ,motorcycle ,39
37,4.3,Drinks ,motorcycle ,39
35,4.9,Drinks ,electric_scooter ,26
32,3.8,Snack ,scooter ,34
38,5.0,Snack ,motorcycle ,50
31,4.8,Drinks ,electric_scooter ,29
37,4.1,Meal ,scooter ,33
20,4.8,Snack ,electric_scooter ,16
38,4.0,Drinks ,scooter ,35
29,4.9,Drinks ,electric_scooter ,10
38,4.3,Drinks ,scooter ,36
39,3.6,Meal ,scooter ,33
26,3.2,Meal ,electric_scooter ,38
34,4.5,Snack ,electric_scooter ,27
30,3.5,Drinks ,scooter ,34
35,5.0,Meal ,scooter ,32
35,4.2,Drinks ,scooter ,39
26,4.9,Snack ,electric_scooter ,19
39,4.3,Buffet ,scooter ,31
20,4.2,Meal ,motorcycle ,33
39,4.4,Snack ,motorcycle ,33
15,1.0,Meal ,bicycle ,21
26,4.7,Snack ,electric_scooter ,18
23,4.0,Snack ,motorcycle ,32
39,3.6,Drinks ,scooter ,32
32,3.6,Snack ,motorcycle ,32
37,4.9,Meal ,electric_scooter ,19
31,4.0,Buffet ,scooter ,37
29,4.1,Drinks ,scooter ,35
31,4.9,Meal ,electric_scooter ,22
21,4.7,Meal ,electric_scooter ,32
21,4.1,Buffet ,scooter ,42
37,5.0,Meal ,electric_scooter ,43
20,4.0,Buffet ,scooter ,33
34,4.6,Meal ,electric_scooter ,30
31,4.5,Meal ,electric_scooter ,23
20,4.8,Meal ,electric_scooter ,24
27,4.6,Drinks ,electric_scooter ,10
33,3.5,Drinks ,motorcycle ,42
29,4.4,Snack ,motorcycle ,16
22,4.1,Drinks ,motorcycle ,20
32,4.5,Meal ,electric_scooter ,26
32,4.1,Drinks ,motorcycle ,39
37,3.9,Buffet ,motorcycle ,35
21,3.7,Drinks ,motorcycle ,41
21,4.1,Meal ,motorcycle ,37
33,3.8,Meal ,motorcycle ,35
32,3.7,Drinks ,scooter ,35
23,4.2,Buffet ,motorcycle ,18
34,3.5,Drinks ,motorcycle ,31
24,4.4,Snack ,motorcycle ,36
29,3.6,Buffet ,motorcycle ,54
27,4.5,Meal ,electric_scooter ,19
34,4.4,Drinks ,electric_scooter ,33
28,4.5,Meal ,scooter ,19
27,4.9,Snack ,electric_scooter ,24
22,4.4,Snack ,scooter ,35
39,4.5,Snack ,motorcycle ,46
24,5.0,Snack ,electric_scooter ,14
33,3.5,Meal ,electric_scooter ,43
35,4.3,Buffet ,electric_scooter ,43
27,4.7,Drinks ,electric_scooter ,14
26,4.2,Buffet ,scooter ,40
35,4.8,Buffet ,electric_scooter ,20
37,4.1,Snack ,scooter ,34
32,3.8,Snack ,motorcycle ,44
37,4.2,Buffet ,motorcycle ,36
31,3.7,Buffet ,motorcycle ,38
28,4.4,Buffet ,electric_scooter ,38
29,5.0,Meal ,scooter ,10
20,4.5,Drinks ,scooter ,18
38,4.8,Drinks ,electric_scooter ,25
34,3.5,Meal ,scooter ,38
28,4.4,Meal ,motorcycle ,27
38,4.5,Meal ,scooter ,26
35,4.9,Snack ,electric_scooter ,42
21,4.2,Snack ,scooter ,37
21,4.2,Snack ,motorcycle ,29
25,4.4,Buffet ,scooter ,39
30,4.5,Buffet ,scooter ,17
28,4.2,Buffet ,motorcycle ,20
32,4.9,Drinks ,electric_scooter ,26
33,4.5,Buffet ,electric_scooter ,24
29,4.1,Snack ,motorcycle ,20
22,4.0,Meal ,motorcycle ,32
28,4.1,Snack ,scooter ,32
37,4.1,Meal ,motorcycle ,40
39,3.7,Drinks ,motorcycle ,39
24,5.0,Meal ,electric_scooter ,27
35,3.8,Meal ,scooter ,40
22,4.4,Drinks ,motorcycle ,40
34,4.6,Snack ,electric_scooter ,30
26,4.8,Snack ,electric_scooter ,16
20,3.6,Buffet ,motorcycle ,46
26,4.1,Drinks ,scooter ,35
24,4.8,Meal ,electric_scooter ,11
30,4.8,Buffet ,electric_scooter ,25
33,4.5,Buffet ,scooter ,23
32,3.6,Snack ,scooter ,37
22,4.3,Buffet ,motorcycle ,54
22,3.7,Snack ,motorcycle ,42
25,4.8,Buffet ,electric_scooter ,17
37,4.0,Meal ,scooter ,37
31,4.3,Buffet ,electric_scooter ,31
33,4.2,Drinks ,motorcycle ,37
39,4.0,Drinks ,motorcycle ,45
33,3.6,Drinks ,scooter ,32
39,4.0,Meal ,motorcycle ,32
25,2.9,Snack ,electric_scooter ,31
28,4.9,Drinks ,electric_scooter ,19
33,3.7,Snack ,scooter ,32
39,3.5,Snack ,scooter ,32
36,5.0,Snack ,electric_scooter ,19
32,4.8,Meal ,scooter ,29
32,4.1,Drinks ,scooter ,34
38,3.7,Drinks ,motorcycle ,34
27,4.0,Drinks ,motorcycle ,21
25,2.9,Snack ,scooter ,38
24,4.1,Snack ,scooter ,31
30,3.6,Meal ,motorcycle ,35
21,4.8,Buffet ,electric_scooter ,24
34,4.8,Snack ,scooter ,29
23,2.9,Drinks ,scooter ,41
37,4.1,Snack ,motorcycle ,54
21,2.5,Meal ,motorcycle ,31
22,4.2,Buffet ,motorcycle ,33
28,4.1,Buffet ,scooter ,39
30,3.5,Drinks ,motorcycle ,43
20,3.5,Buffet ,scooter ,36
37,4.1,Buffet ,motorcycle ,36
39,3.7,Buffet ,electric_scooter ,32
33,3.7,Drinks ,scooter ,31
39,3.9,Meal ,motorcycle ,42
38,3.5,Snack ,motorcycle ,32
26,3.5,Buffet ,motorcycle ,52
30,3.6,Drinks ,scooter ,38
29,4.2,Meal ,scooter ,34
37,3.7,Meal ,motorcycle ,33
22,4.3,Buffet ,electric_scooter ,42
30,3.7,Drinks ,scooter ,32
39,4.2,Snack ,scooter ,37
30,3.8,Drinks ,scooter ,39
30,4.6,Buffet ,scooter ,38
21,2.9,Drinks ,scooter ,40
38,4.3,Buffet ,scooter ,32
20,4.0,Drinks ,scooter ,43
23,4.5,Meal ,electric_scooter ,18
38,4.1,Drinks ,scooter ,35
25,4.0,Snack ,electric_scooter ,38
24,4.5,Drinks ,scooter ,10
35,4.9,Meal ,electric_scooter ,17
38,4.0,Meal ,scooter ,33
27,3.7,Buffet ,motorcycle ,52
36,3.6,Buffet ,electric_scooter ,36
22,4.0,Meal ,scooter ,43
31,4.3,Meal ,motorcycle ,33
37,4.6,Snack ,electric_scooter ,42
34,4.6,Drinks ,electric_scooter ,24
21,5.0,Drinks ,electric_scooter ,25
23,4.1,Meal ,scooter ,31
21,4.7,Drinks ,electric_scooter ,19
25,4.5,Snack ,electric_scooter ,12
31,4.3,Buffet ,scooter ,33
37,4.9,Buffet ,scooter ,20
34,4.3,Snack ,scooter ,35
33,4.3,Snack ,motorcycle ,22
33,4.0,Meal ,scooter ,33
33,5.0,Drinks ,electric_scooter ,28
34,4.0,Snack ,scooter ,31
31,4.4,Meal ,scooter ,32
23,4.0,Snack ,scooter ,31
22,4.9,Drinks ,electric_scooter ,29
23,4.1,Drinks ,motorcycle ,23
23,4.1,Buffet ,motorcycle ,36
39,4.3,Meal ,electric_scooter ,42
21,4.9,Meal ,electric_scooter ,21
36,3.6,Buffet ,scooter ,33
24,3.2,Snack ,scooter ,36
26,5.0,Meal ,electric_scooter ,16
39,4.1,Meal ,scooter ,34
34,4.6,Drinks ,scooter ,23
31,3.4,Snack ,motorcycle ,33
33,3.5,Drinks ,scooter ,35
35,4.3,Snack ,scooter ,34
15,1.0,Drinks ,scooter ,27
39,3.5,Meal ,scooter ,40
32,3.5,Buffet ,scooter ,42
21,4.5,Snack ,electric_scooter ,20
32,4.0,Drinks ,electric_scooter ,32
27,4.8,Drinks ,electric_scooter ,14
35,3.1,Buffet ,motorcycle ,31
24,4.6,Meal ,electric_scooter ,29
38,4.4,Meal ,scooter ,39
39,4.5,Drinks ,electric_scooter ,28
25,4.7,Drinks ,electric_scooter ,10
24,4.2,Drinks ,electric_scooter ,32
30,4.3,Meal ,electric_scooter ,32
36,4.8,Meal ,electric_scooter ,28
26,4.8,Drinks ,electric_scooter ,18
29,4.4,Drinks ,electric_scooter ,38
20,4.9,Snack ,electric_scooter ,23
31,4.1,Meal ,scooter ,35
23,4.5,Buffet ,motorcycle ,29
28,4.3,Buffet ,scooter ,44
30,4.9,Buffet ,electric_scooter ,28
36,4.6,Meal ,electric_scooter ,18
28,4.0,Buffet ,scooter ,31
24,4.5,Meal ,electric_scooter ,13
38,4.4,Drinks ,scooter ,31
20,4.3,Buffet ,scooter ,34
29,4.7,Buffet ,electric_scooter ,23
21,4.5,Snack ,motorcycle ,42
32,4.3,Meal ,electric_scooter ,39
23,4.2,Drinks ,motorcycle ,17
35,5.0,Snack ,electric_scooter ,30
33,4.8,Drinks ,electric_scooter ,26
25,4.8,Meal ,electric_scooter ,14
22,4.2,Meal ,scooter ,31
30,4.5,Buffet ,electric_scooter ,26
26,4.3,Buffet ,scooter ,31
20,3.7,Drinks ,motorcycle ,49
33,4.4,Drinks ,motorcycle ,34
33,4.6,Snack ,electric_scooter ,27
20,5.0,Buffet ,electric_scooter ,21
32,4.8,Snack ,electric_scooter ,36
26,4.1,Snack ,scooter ,31
28,5.0,Meal ,scooter ,13
23,4.8,Meal ,electric_scooter ,21
29,4.6,Snack ,bicycle ,15
29,4.4,Meal ,scooter ,44
30,4.1,Snack ,scooter ,35
25,4.1,Snack ,scooter ,33
36,4.1,Snack ,motorcycle ,32
36,3.9,Buffet ,scooter ,34
23,4.5,Snack ,scooter ,12
28,4.1,Buffet ,electric_scooter ,31
25,4.9,Meal ,electric_scooter ,29
25,4.5,Meal ,electric_scooter ,16
25,3.9,Meal ,motorcycle ,43
34,4.2,Drinks ,scooter ,48
35,4.8,Snack ,electric_scooter ,30
34,4.0,Meal ,electric_scooter ,32
35,4.3,Snack ,electric_scooter ,39
30,3.6,Snack ,scooter ,42
36,4.1,Snack ,electric_scooter ,34
39,4.7,Buffet ,electric_scooter ,28
29,2.8,Meal ,scooter ,39
39,4.0,Snack ,scooter ,40
21,4.3,Drinks ,scooter ,42
31,3.5,Meal ,electric_scooter ,33
28,4.0,Snack ,scooter ,32
27,4.8,Meal ,electric_scooter ,13
39,3.5,Meal ,motorcycle ,34
30,4.3,Drinks ,scooter ,37
35,4.7,Buffet ,electric_scooter ,29
22,5.0,Drinks ,scooter ,17
27,4.3,Meal ,motorcycle ,32
27,2.5,Meal ,scooter ,39
32,4.8,Drinks ,electric_scooter ,16
37,3.9,Buffet ,electric_scooter ,33
20,4.4,Snack ,scooter ,32
31,4.6,Drinks ,electric_scooter ,19
20,4.2,Meal ,scooter ,32
31,4.1,Meal ,electric_scooter ,41
31,3.7,Drinks ,scooter ,38
38,4.2,Snack ,scooter ,44
33,4.6,Snack ,scooter ,43
30,5.0,Drinks ,scooter ,14
27,4.1,Drinks ,motorcycle ,18
29,4.2,Buffet ,motorcycle ,26
25,4.2,Meal ,scooter ,43
29,3.4,Drinks ,motorcycle ,43
26,4.3,Buffet ,motorcycle ,36
28,4.2,Meal ,scooter ,43
24,4.0,Buffet ,motorcycle ,32
20,4.3,Buffet ,motorcycle ,33
33,3.6,Meal ,scooter ,39
27,4.0,Drinks ,scooter ,34
21,4.2,Drinks ,motorcycle ,39
39,4.1,Buffet ,motorcycle ,38
27,4.7,Snack ,electric_scooter ,33
36,4.2,Drinks ,scooter ,31
36,4.2,Buffet ,scooter ,33
23,2.5,Drinks ,scooter ,35
29,3.3,Meal ,electric_scooter ,36
