age,avno60plus,month_sold,structure_quality,SALE_PRC
55,0.0,2,2,199900.0
3,0.0,3,2,315000.0
24,0.0,2,5,300000.0
52,0.0,12,5,975000.0
48,0.0,11,2,375000.0
61,0.0,12,2,210000.0
74,0.0,9,4,380000.0
60,0.0,12,2,327000.0
67,0.0,8,2,110000.0
4,0.0,7,2,305000.0
33,0.0,2,2,135000.0
70,0.0,10,4,360000.0
18,0.0,3,5,340000.0
70,0.0,5,2,350000.0
67,0.0,12,2,200000.0
47,0.0,1,4,215000.0
53,0.0,3,4,313000.0
65,1.0,10,4,455000.0
17,0.0,9,2,259000.0
52,0.0,8,2,574900.0
15,0.0,8,5,1375000.0
22,0.0,8,3,441000.0
61,1.0,3,5,392300.0
36,0.0,3,5,1115000.0
81,0.0,10,5,1525000.0
38,0.0,9,5,208000.0
84,0.0,1,4,129000.0
4,0.0,9,5,1432400.0
57,0.0,9,4,299000.0
35,0.0,8,5,1700000.0
62,0.0,5,5,135000.0
30,0.0,3,5,186000.0
53,0.0,9,5,655600.0
41,0.0,4,2,190000.0
8,0.0,10,2,169000.0
46,0.0,1,4,590000.0
47,0.0,2,2,130000.0
19,1.0,12,4,290000.0
18,0.0,12,5,1250000.0
20,0.0,7,5,1235000.0
19,0.0,8,2,135000.0
81,0.0,3,2,215000.0
54,0.0,8,2,235000.0
53,0.0,11,5,290000.0
55,0.0,1,4,180000.0
65,1.0,2,4,340000.0
45,0.0,4,5,365000.0
28,0.0,1,4,270000.0
77,0.0,5,2,150000.0
81,0.0,6,1,160000.0
45,0.0,11,5,210000.0
68,0.0,7,4,1076000.0
42,0.0,12,4,320000.0
50,0.0,10,5,465000.0
54,1.0,6,4,255000.0
2,0.0,8,5,440000.0
29,0.0,10,2,250000.0
71,1.0,2,5,320000.0
10,0.0,5,4,326500.0
32,0.0,9,5,230000.0
33,0.0,6,2,279000.0
56,0.0,5,2,585000.0
38,0.0,6,5,260000.0
32,0.0,4,2,337500.0
17,0.0,1,2,137000.0
10,0.0,10,5,715000.0
45,0.0,1,5,215000.0
25,0.0,6,5,1634000.0
57,0.0,6,2,390000.0
89,0.0,9,1,130000.0
70,0.0,1,4,240000.0
41,0.0,10,1,113500.0
38,0.0,8,5,1850000.0
40,0.0,2,4,785000.0
77,0.0,4,2,285000.0
14,0.0,4,2,1646000.0
46,0.0,2,4,581000.0
47,0.0,1,5,400000.0
59,0.0,1,5,950000.0
2,0.0,12,2,279900.0
10,0.0,7,5,1137000.0
12,0.0,8,2,184900.0
27,0.0,1,2,290000.0
30,0.0,11,2,165000.0
18,0.0,12,2,150000.0
63,0.0,8,5,184000.0
48,1.0,9,5,300100.0
19,0.0,2,5,1050000.0
13,1.0,5,4,525000.0
19,0.0,10,2,275000.0
27,1.0,2,4,237000.0
46,0.0,11,4,145000.0
9,0.0,7,5,2375000.0
51,0.0,8,4,426000.0
33,0.0,11,5,700000.0
57,0.0,3,5,110000.0
52,0.0,4,4,333800.0
36,1.0,10,5,318000.0
66,0.0,2,2,171000.0
13,0.0,6,2,225000.0
59,0.0,7,5,302500.0
64,0.0,8,4,1725000.0
61,0.0,9,2,465000.0
58,0.0,5,2,290000.0
51,0.0,12,2,173000.0
42,0.0,10,1,120000.0
34,0.0,4,2,180000.0
70,0.0,1,2,199000.0
86,0.0,11,4,345000.0
41,0.0,1,5,1250000.0
59,0.0,10,5,225000.0
49,0.0,11,2,485000.0
64,0.0,6,2,80000.0
47,0.0,10,4,462000.0
60,1.0,1,4,375000.0
68,0.0,3,4,378000.0
60,0.0,1,5,299000.0
72,0.0,2,2,210000.0
15,0.0,10,2,250000.0
77,0.0,1,2,82500.0
74,0.0,12,4,345000.0
70,1.0,6,5,672000.0
91,0.0,8,2,200000.0
82,0.0,6,2,210000.0
30,0.0,6,5,450000.0
61,0.0,7,2,279900.0
18,0.0,1,2,225000.0
40,0.0,8,4,405000.0
2,0.0,2,2,350000.0
71,0.0,7,2,285000.0
15,0.0,12,2,246000.0
3,0.0,8,2,489500.0
60,0.0,8,2,286000.0
28,1.0,2,4,400000.0
53,1.0,12,4,249500.0
49,0.0,5,4,340000.0
59,0.0,4,2,265000.0
47,1.0,9,5,710000.0
34,0.0,11,4,320000.0
47,0.0,9,5,865000.0
68,0.0,10,4,400000.0
33,1.0,1,4,242000.0
35,0.0,4,5,1450000.0
39,0.0,11,2,267500.0
5,0.0,6,5,950000.0
18,0.0,4,2,210000.0
31,0.0,8,5,623000.0
10,0.0,1,4,480000.0
23,0.0,11,5,250000.0
77,1.0,2,5,315000.0
92,0.0,5,2,225000.0
52,0.0,4,5,283500.0
56,0.0,3,1,75000.0
40,0.0,10,2,189000.0
23,0.0,7,5,900000.0
42,0.0,1,4,275000.0
15,0.0,4,2,300000.0
20,1.0,8,5,570000.0
61,0.0,1,2,376000.0
51,0.0,10,1,80000.0
60,0.0,1,2,142500.0
70,0.0,9,2,76000.0
31,0.0,9,5,210000.0
85,0.0,2,2,339500.0
68,0.0,5,2,132000.0
13,0.0,12,5,1400000.0
77,0.0,9,4,590000.0
43,0.0,9,4,394000.0
37,0.0,8,5,1200000.0
42,0.0,4,5,185000.0
14,0.0,8,4,315000.0
68,0.0,10,1,81400.0
65,1.0,9,5,350000.0
76,0.0,3,2,250000.0
54,0.0,7,4,235000.0
20,0.0,12,2,285000.0
39,0.0,12,2,100000.0
17,0.0,11,5,2150000.0
2,1.0,1,5,860000.0
47,0.0,11,2,160000.0
36,1.0,5,5,310000.0
71,0.0,3,5,1680000.0
64,0.0,3,1,125000.0
79,0.0,7,2,132900.0
24,0.0,4,5,383500.0
23,0.0,2,4,405000.0
17,0.0,7,2,206000.0
58,0.0,12,5,200000.0
47,0.0,7,4,250000.0
27,0.0,2,5,859000.0
46,0.0,6,2,150000.0
51,0.0,3,4,945000.0
55,0.0,7,2,340000.0
77,0.0,5,4,2600000.0
69,0.0,1,4,110000.0
81,0.0,8,5,1125000.0
69,0.0,5,2,349000.0
33,0.0,3,2,172000.0
63,0.0,4,5,940000.0
66,0.0,2,1,174000.0
42,0.0,5,4,181000.0
61,0.0,6,2,270000.0
50,0.0,7,2,420000.0
17,0.0,8,5,343100.0
55,0.0,11,2,220000.0
66,0.0,11,2,132000.0
13,0.0,1,2,169000.0
5,0.0,2,5,1410000.0
51,1.0,9,4,528500.0
53,0.0,10,2,280000.0
51,0.0,3,5,614300.0
65,1.0,4,5,430000.0
58,0.0,6,5,245000.0
91,0.0,10,1,400000.0
69,0.0,3,1,115000.0
22,0.0,8,2,158500.0
9,0.0,9,5,385000.0
19,0.0,1,4,281500.0
53,0.0,8,2,340000.0
78,1.0,9,5,299000.0
44,0.0,10,2,109000.0
25,1.0,3,5,370000.0
17,0.0,3,5,1570000.0
26,0.0,2,5,585000.0
1,0.0,6,3,2650000.0
60,0.0,12,5,156000.0
44,0.0,8,2,216000.0
1,0.0,8,2,260000.0
90,0.0,6,5,1150000.0
43,0.0,1,2,210000.0
54,0.0,8,5,760000.0
66,0.0,4,1,151000.0
30,0.0,2,5,840000.0
72,0.0,4,4,419000.0
8,0.0,3,2,237000.0
79,0.0,6,4,470000.0
80,0.0,6,5,785000.0
19,0.0,1,5,574000.0
64,0.0,4,5,545000.0
62,0.0,1,2,140000.0
64,0.0,11,2,154000.0
33,0.0,12,5,235000.0
58,0.0,2,4,345000.0
68,0.0,12,4,485000.0
26,1.0,3,5,360000.0
1,0.0,10,2,230000.0
11,0.0,5,5,1625000.0
2,0.0,4,2,260000.0
18,0.0,7,2,520000.0
58,1.0,8,4,380000.0
45,0.0,10,1,135000.0
33,0.0,3,5,1350000.0
61,1.0,8,5,305000.0
21,0.0,9,5,2200000.0
19,0.0,10,5,1200000.0
78,0.0,11,2,1125000.0
91,0.0,9,4,260000.0
91,0.0,3,1,335000.0
64,0.0,2,5,121000.0
87,0.0,3,4,365000.0
90,0.0,2,1,109000.0
25,0.0,7,5,215000.0
64,1.0,11,4,346000.0
69,0.0,6,5,564500.0
37,0.0,4,2,192000.0
31,0.0,1,1,130000.0
55,1.0,2,4,448875.0
62,0.0,11,2,395000.0
30,0.0,12,5,217000.0
47,0.0,8,2,540000.0
39,0.0,8,2,200000.0
32,0.0,2,2,160000.0
52,0.0,10,5,575000.0
48,1.0,6,5,400000.0
34,0.0,12,5,170000.0
16,0.0,11,3,1830000.0
63,0.0,11,2,1050000.0
26,1.0,3,4,400000.0
67,1.0,6,4,370000.0
45,0.0,3,2,165000.0
6,0.0,9,5,810000.0
27,0.0,2,2,160000.0
76,0.0,6,4,667000.0
75,0.0,11,2,280000.0
37,0.0,12,4,395000.0
65,1.0,1,4,430000.0
68,0.0,11,1,120000.0
62,0.0,7,1,118500.0
86,0.0,3,4,1552000.0
52,0.0,3,5,127000.0
52,0.0,10,2,602000.0
55,0.0,6,5,765000.0
72,0.0,3,2,150000.0
30,0.0,3,2,300000.0
45,0.0,9,5,338000.0
48,0.0,3,2,140000.0
1,0.0,12,4,515000.0
43,0.0,4,5,250000.0
58,0.0,8,5,230000.0
1,0.0,8,5,513000.0
56,0.0,10,5,228000.0
70,0.0,1,1,78000.0
32,0.0,11,2,340000.0
71,0.0,1,4,220000.0
48,0.0,2,4,530000.0
15,0.0,9,2,205000.0
25,1.0,11,4,335000.0
62,0.0,12,5,210000.0
12,0.0,11,5,990000.0
52,0.0,7,2,221000.0
63,0.0,4,1,125000.0
24,0.0,8,2,145000.0
1,0.0,6,4,424000.0
45,0.0,3,4,285000.0
43,0.0,3,4,345000.0
34,0.0,11,2,398000.0
25,0.0,5,2,195000.0
49,0.0,2,2,236500.0
65,0.0,2,5,1850000.0
80,0.0,1,1,96800.0
63,0.0,4,2,255000.0
35,0.0,6,2,725000.0
16,0.0,5,2,252000.0
48,0.0,12,4,605000.0
70,0.0,5,1,160000.0
77,0.0,7,1,130000.0
24,1.0,12,4,255000.0
2,0.0,2,4,305000.0
57,0.0,8,5,190000.0
58,1.0,12,5,320000.0
91,0.0,9,2,220000.0
43,0.0,11,5,530000.0
52,0.0,9,4,1000000.0
41,0.0,9,2,198000.0
10,0.0,11,4,310000.0
58,0.0,8,2,294000.0
47,0.0,8,4,370000.0
46,0.0,3,2,115000.0
68,0.0,4,2,94700.0
71,0.0,9,1,135000.0
57,0.0,7,2,95000.0
44,0.0,3,5,223000.0
25,0.0,2,2,210000.0
60,0.0,7,1,106000.0
11,0.0,10,5,350000.0
38,0.0,3,5,285000.0
65,0.0,6,2,430000.0
80,0.0,10,1,72000.0
77,0.0,1,4,1025000.0
24,0.0,10,2,240000.0
76,0.0,9,4,485000.0
4,0.0,5,4,380000.0
3,0.0,12,2,337900.0
56,0.0,2,4,400000.0
77,0.0,8,1,105000.0
42,1.0,11,5,490000.0
61,1.0,5,2,215900.0
64,0.0,1,2,296900.0
3,0.0,4,5,479400.0
78,0.0,7,2,200000.0
5,0.0,10,4,282500.0
44,0.0,12,2,130000.0
16,0.0,1,5,1295000.0
79,0.0,2,4,520000.0
80,0.0,8,4,142000.0
69,1.0,8,5,395000.0
49,0.0,5,2,223000.0
14,0.0,10,5,515000.0
71,0.0,12,2,155000.0
45,0.0,1,2,210000.0
61,0.0,1,5,370000.0
42,0.0,6,2,195500.0
50,0.0,11,2,219000.0
78,0.0,10,1,95000.0
71,0.0,3,2,412500.0
43,0.0,12,5,310000.0
24,0.0,1,5,350000.0
69,0.0,1,5,1315000.0
69,1.0,6,4,240000.0
96,0.0,7,1,166000.0
51,0.0,3,2,250000.0
79,0.0,3,4,560000.0
30,0.0,12,2,210000.0
24,1.0,10,4,250000.0
78,0.0,11,1,93000.0
40,0.0,10,4,460000.0
29,0.0,1,2,333000.0
51,0.0,6,2,125000.0
20,0.0,2,2,194000.0
60,1.0,11,4,330000.0
88,0.0,10,1,112500.0
17,0.0,3,2,150000.0
22,0.0,11,5,275000.0
25,1.0,8,5,430000.0
63,0.0,1,2,250000.0
37,0.0,3,5,350000.0
54,0.0,4,5,210000.0
79,0.0,11,2,98000.0
77,0.0,12,4,300000.0
80,0.0,4,2,129000.0
76,0.0,12,2,304000.0
31,0.0,1,5,1220000.0
35,1.0,7,5,395000.0
66,0.0,12,1,169000.0
29,0.0,5,4,222000.0
69,1.0,3,4,250000.0
21,0.0,8,3,570000.0
11,0.0,2,5,922000.0
63,0.0,5,1,250000.0
69,0.0,4,1,105000.0
86,0.0,10,4,165000.0
56,0.0,8,2,170000.0
33,0.0,11,4,485000.0
32,0.0,5,5,215000.0
58,0.0,3,5,280000.0
64,0.0,12,4,115000.0
62,0.0,5,1,260000.0
68,1.0,3,4,435000.0
42,0.0,7,2,290000.0
66,0.0,6,1,85000.0
66,1.0,1,4,213000.0
80,0.0,10,2,230000.0
67,0.0,5,1,95000.0
8,0.0,11,2,180000.0
60,0.0,11,1,90000.0
47,0.0,5,5,725000.0
44,0.0,1,2,390000.0
0,1.0,5,5,425000.0
80,1.0,7,4,555000.0
60,0.0,7,5,250000.0
14,0.0,3,5,900000.0
37,0.0,9,5,260000.0
57,0.0,10,5,150000.0
1,0.0,1,3,2145000.0
70,0.0,7,4,300000.0
81,0.0,11,2,115000.0
17,0.0,7,5,823800.0
3,0.0,5,4,445000.0
38,0.0,8,2,185000.0
66,0.0,3,1,120000.0
76,0.0,5,2,145000.0
24,1.0,7,4,250000.0
96,0.0,9,1,111200.0
13,0.0,11,5,291000.0
69,0.0,7,1,125000.0
9,0.0,5,5,980000.0
45,0.0,8,2,245000.0
0,1.0,3,2,195000.0
75,0.0,6,4,525000.0
18,0.0,1,5,254000.0
91,0.0,3,4,650000.0
40,0.0,12,5,575000.0
2,0.0,8,2,166000.0
49,0.0,1,4,360000.0
20,0.0,11,2,225000.0
60,0.0,5,5,180000.0
16,0.0,6,1,80000.0
65,0.0,8,4,800000.0
35,1.0,3,4,372500.0
29,0.0,1,5,279900.0
31,0.0,7,2,180000.0
62,0.0,1,1,140000.0
66,0.0,12,5,948000.0
56,0.0,1,5,420000.0
43,0.0,5,5,1250000.0
39,0.0,4,5,212500.0
48,0.0,2,2,485000.0
13,0.0,3,3,2300000.0
3,0.0,11,5,434000.0
24,1.0,11,5,409900.0
5,0.0,3,2,240000.0
51,0.0,8,2,455000.0
87,0.0,11,5,552500.0
36,0.0,5,1,250900.0
13,0.0,2,5,265000.0
46,0.0,5,1,87000.0
27,0.0,12,5,225000.0
64,0.0,7,5,112000.0
71,0.0,9,4,392500.0
27,0.0,12,2,310000.0
1,0.0,9,4,300000.0
51,0.0,1,2,277500.0
61,0.0,8,2,412000.0
13,0.0,1,5,1300000.0
70,0.0,12,4,330000.0
41,0.0,6,2,216500.0
49,0.0,12,2,169000.0
37,0.0,7,5,242300.0
70,0.0,2,4,180000.0
59,0.0,9,2,328000.0
66,1.0,7,4,235000.0
42,0.0,4,4,950000.0
2,0.0,5,2,270000.0
29,0.0,9,5,2450000.0
28,0.0,10,2,215000.0
90,0.0,7,1,132000.0
68,0.0,8,4,630000.0
59,0.0,8,2,205000.0
16,0.0,2,5,420000.0
66,0.0,1,2,247500.0
45,0.0,8,5,184500.0
59,0.0,11,2,460000.0
37,1.0,4,4,260000.0
64,0.0,7,2,135000.0
24,0.0,9,5,292000.0
1,0.0,11,4,310000.0
15,0.0,2,2,265000.0
44,0.0,11,4,500000.0
79,0.0,12,4,438200.0
58,0.0,4,5,215000.0
35,0.0,9,5,300000.0
51,0.0,10,2,422000.0
62,0.0,9,5,170000.0
45,1.0,10,4,515000.0
75,0.0,9,1,150000.0
56,0.0,11,2,153900.0
3,0.0,6,4,405000.0
32,0.0,3,4,560000.0
65,1.0,10,5,380000.0
13,0.0,11,2,187500.0
28,0.0,1,5,229000.0
33,0.0,8,2,300000.0
8,0.0,11,4,200000.0
2,0.0,1,4,460000.0
57,0.0,12,4,222000.0
63,0.0,9,1,132000.0
77,0.0,3,1,280000.0
80,0.0,1,5,810000.0
4,0.0,4,2,285000.0
68,1.0,1,5,375000.0
71,1.0,7,5,297000.0
77,0.0,10,4,390000.0
75,0.0,3,2,608000.0
19,0.0,3,5,630000.0
32,0.0,7,4,225000.0
20,0.0,1,5,205000.0
42,0.0,9,4,865000.0
72,0.0,7,2,660000.0
60,0.0,2,1,104700.0
92,0.0,2,1,450000.0
37,0.0,6,5,1012500.0
5,0.0,4,5,1550000.0
20,0.0,11,3,2500000.0
51,0.0,11,2,260000.0
17,0.0,4,5,1450000.0
68,0.0,5,4,160000.0
53,0.0,6,5,152000.0
48,0.0,7,5,1255000.0
75,0.0,11,4,400000.0
34,0.0,9,2,179000.0
75,0.0,12,2,309000.0
23,0.0,6,5,1210000.0
46,0.0,6,5,745000.0
33,0.0,5,5,169900.0
54,0.0,1,2,186000.0
50,0.0,1,2,470000.0
62,0.0,5,2,160000.0
24,0.0,3,5,275000.0
28,0.0,9,5,1500000.0
46,0.0,1,5,999000.0
64,0.0,3,5,442000.0
63,0.0,11,5,635000.0
46,1.0,8,4,295000.0
80,0.0,11,1,335000.0
65,0.0,12,5,995900.0
62,0.0,7,5,232000.0
79,1.0,6,4,139900.0
57,0.0,6,5,980000.0
9,0.0,10,5,975000.0
5,0.0,7,2,200000.0
50,0.0,8,4,649000.0
79,0.0,1,1,185000.0
8,0.0,5,5,1720000.0
45,0.0,2,5,150000.0
45,0.0,12,5,245000.0
63,0.0,6,2,99900.0
1,1.0,2,4,337000.0
38,0.0,9,2,320000.0
16,1.0,1,4,460000.0
30,1.0,2,5,330000.0
4,0.0,6,5,432500.0
68,0.0,12,1,129000.0
71,0.0,8,1,95000.0
84,0.0,3,4,190000.0
47,0.0,6,2,425000.0
31,0.0,6,1,130000.0
8,0.0,12,5,230000.0
76,0.0,4,4,372000.0
60,1.0,2,4,195300.0
70,0.0,5,4,270000.0
79,0.0,11,4,225000.0
42,0.0,8,4,720000.0
65,1.0,5,5,300000.0
59,0.0,8,5,207000.0
48,0.0,1,2,120000.0
25,1.0,12,4,470500.0
67,0.0,5,2,300000.0
76,0.0,10,4,294900.0
2,0.0,6,4,406000.0
34,0.0,9,5,2300000.0
77,0.0,10,2,117000.0
31,0.0,10,5,745000.0
35,0.0,1,2,225000.0
65,1.0,1,5,400000.0
20,0.0,2,5,1040000.0
10,0.0,9,3,1160000.0
43,0.0,2,2,100000.0
4,0.0,6,4,290000.0
81,0.0,8,2,277500.0
75,0.0,10,4,76000.0
68,1.0,10,5,190000.0
38,0.0,11,2,234000.0
55,0.0,4,5,277000.0
20,0.0,9,5,215000.0
50,0.0,9,2,200000.0
8,0.0,9,4,1000000.0
50,0.0,6,5,725000.0
87,0.0,2,4,140000.0
88,0.0,11,2,151000.0
62,0.0,11,5,185000.0
25,1.0,10,5,484000.0
47,1.0,10,4,235000.0
61,1.0,6,4,417000.0
81,0.0,2,4,112000.0
75,0.0,7,2,1566700.0
46,1.0,8,5,400000.0
69,0.0,2,4,680000.0
51,0.0,10,4,360000.0
48,0.0,1,5,550000.0
29,0.0,4,5,240000.0
5,0.0,4,2,263000.0
14,0.0,11,5,410000.0
50,0.0,5,5,1050000.0
65,0.0,1,4,100000.0
8,0.0,10,5,1090000.0
70,0.0,11,5,380000.0
56,0.0,7,5,880000.0
28,0.0,12,5,260000.0
13,1.0,12,4,447500.0
36,0.0,8,1,84000.0
69,1.0,5,4,244000.0
58,0.0,1,5,165000.0
54,0.0,3,2,150100.0
25,1.0,9,5,440000.0
51,0.0,4,2,430000.0
19,0.0,11,2,446500.0
4,0.0,11,2,355000.0
63,1.0,4,4,228900.0
78,0.0,11,4,217000.0
67,1.0,8,4,266000.0
56,0.0,7,4,485000.0
7,0.0,2,4,555000.0
49,0.0,9,2,525000.0
75,0.0,9,4,773000.0
3,0.0,4,2,230000.0
20,0.0,10,5,515000.0
35,0.0,9,2,153400.0
23,0.0,4,5,390000.0
57,0.0,1,1,87000.0
80,0.0,9,2,76000.0
51,0.0,2,5,330000.0
58,0.0,10,5,240000.0
35,0.0,1,5,275000.0
4,0.0,5,5,435000.0
65,0.0,4,2,90000.0
81,0.0,9,5,750000.0
60,0.0,6,2,1250000.0
16,0.0,8,1,1300000.0
58,0.0,7,5,742300.0
5,0.0,8,4,480000.0
74,0.0,6,4,710000.0
57,0.0,11,2,155000.0
66,0.0,5,1,225000.0
24,0.0,5,5,705000.0
41,0.0,10,5,183000.0
59,0.0,6,5,200000.0
33,0.0,5,2,230000.0
20,0.0,5,5,660000.0
27,0.0,10,5,325000.0
42,0.0,10,2,295000.0
29,0.0,2,2,190000.0
37,0.0,10,2,110000.0
45,0.0,6,5,230000.0
42,0.0,12,5,188000.0
72,0.0,5,5,850000.0
31,1.0,8,4,285000.0
69,0.0,6,4,290000.0
91,0.0,5,5,1175000.0
78,0.0,6,4,1150000.0
23,0.0,5,3,2425000.0
5,0.0,1,2,320000.0
71,0.0,11,2,180000.0
25,1.0,12,5,355000.0
71,1.0,6,5,251600.0
64,1.0,3,4,310000.0
22,0.0,10,2,210000.0
23,0.0,9,5,279900.0
46,0.0,10,5,344900.0
28,0.0,12,2,270000.0
5,0.0,11,5,785000.0
8,1.0,6,4,145300.0
59,0.0,2,2,315300.0
41,0.0,3,5,979000.0
54,0.0,11,2,105000.0
91,0.0,6,1,265000.0
63,0.0,9,5,180000.0
39,0.0,9,2,380000.0
80,1.0,12,4,220000.0
47,1.0,1,4,369900.0
45,0.0,6,2,170000.0
67,1.0,1,4,195000.0
4,0.0,2,2,312000.0
2,0.0,10,2,410000.0
36,0.0,2,1,150000.0
82,0.0,7,1,135000.0
32,0.0,10,5,855000.0
2,0.0,5,4,370000.0
54,0.0,3,5,199000.0
76,0.0,5,4,1800000.0
70,0.0,11,1,119000.0
67,0.0,2,2,162500.0
17,0.0,2,5,569900.0
27,1.0,6,4,490500.0
90,0.0,1,2,134800.0
37,0.0,11,5,215000.0
65,0.0,6,1,98000.0
76,0.0,11,5,650000.0
90,0.0,12,4,445000.0
80,0.0,5,5,982500.0
88,0.0,10,2,125000.0
76,0.0,8,4,730000.0
12,0.0,2,5,1350000.0
69,0.0,1,2,275000.0
56,1.0,11,5,275000.0
6,0.0,1,4,475000.0
60,0.0,6,5,335000.0
90,0.0,5,1,145000.0
51,0.0,2,2,272000.0
20,0.0,8,5,250000.0
76,0.0,8,2,505000.0
8,0.0,1,4,716000.0
31,0.0,3,1,240000.0
64,1.0,1,4,210000.0
47,0.0,6,5,2050000.0
71,0.0,6,5,860000.0
52,0.0,9,1,169000.0
21,0.0,10,1,120000.0
22,0.0,5,5,272000.0
64,0.0,9,1,140000.0
54,0.0,11,5,703300.0
48,0.0,7,1,149500.0
29,1.0,6,4,287000.0
5,0.0,12,5,1450000.0
62,0.0,2,2,86500.0
70,1.0,4,4,200000.0
74,0.0,12,1,206000.0
8,0.0,8,5,616000.0
26,1.0,5,5,285000.0
2,0.0,7,2,310000.0
69,0.0,6,2,260000.0
60,0.0,3,5,201500.0
5,0.0,5,5,675000.0
66,0.0,9,1,73000.0
6,0.0,11,5,1050000.0
58,1.0,2,4,260000.0
41,0.0,9,3,1050000.0
46,0.0,5,4,197500.0
35,1.0,12,4,810000.0
17,0.0,3,3,2600000.0
3,0.0,12,5,550000.0
47,0.0,1,2,510000.0
52,0.0,6,2,100000.0
22,0.0,3,5,410000.0
6,0.0,3,5,1650000.0
74,0.0,3,2,387500.0
82,0.0,5,1,1100000.0
91,0.0,4,4,1000000.0
1,0.0,7,5,2625000.0
63,1.0,2,5,355000.0
55,0.0,3,5,560000.0
15,0.0,1,2,235000.0
24,1.0,1,4,229000.0
65,1.0,6,5,350000.0
37,0.0,4,5,186000.0
51,0.0,11,5,425000.0
74,0.0,1,2,565000.0
51,0.0,4,5,550000.0
81,0.0,2,5,1250000.0
69,0.0,11,2,210000.0
58,0.0,7,2,199300.0
79,0.0,7,4,525000.0
1,1.0,7,4,585000.0
48,0.0,2,5,204000.0
49,0.0,8,2,543000.0
34,0.0,4,5,425000.0
7,0.0,6,5,1100000.0
55,0.0,9,2,215000.0
57,0.0,5,2,210000.0
33,0.0,10,5,190000.0
84,0.0,10,2,162500.0
86,0.0,4,4,818600.0
79,0.0,5,1,145500.0
72,0.0,2,4,577500.0
63,0.0,2,5,2100000.0
81,0.0,3,5,650000.0
64,1.0,6,4,111000.0
43,0.0,12,2,270000.0
36,1.0,7,4,454000.0
74,0.0,12,2,370000.0
8,0.0,2,5,800000.0
80,0.0,12,1,99900.0
37,0.0,5,5,191000.0
88,0.0,9,1,330000.0
67,0.0,3,1,130000.0
54,0.0,7,5,714500.0
61,0.0,12,1,170700.0
20,0.0,11,5,290000.0
72,0.0,9,2,215000.0
74,1.0,9,5,275000.0
31,0.0,9,1,125000.0
45,0.0,9,2,167900.0
77,0.0,2,4,430000.0
69,0.0,10,4,442000.0
30,0.0,10,5,2150000.0
70,0.0,3,1,90000.0
84,0.0,9,4,275000.0
88,0.0,8,2,95000.0
43,0.0,1,5,2425000.0
38,1.0,2,4,220000.0
44,0.0,8,5,265000.0
4,0.0,10,5,460000.0
26,1.0,11,5,379000.0
68,1.0,2,5,300000.0
8,0.0,6,4,900000.0
51,0.0,6,1,235000.0
61,0.0,8,5,965000.0
52,1.0,4,4,255000.0
57,0.0,2,5,201500.0
37,0.0,1,5,255000.0
43,0.0,9,5,245000.0
16,1.0,11,4,460000.0
52,1.0,12,4,130000.0
70,0.0,3,4,345000.0
45,0.0,7,5,1575000.0
37,0.0,8,2,150000.0
50,1.0,7,5,330000.0
50,0.0,8,2,352000.0
40,1.0,3,4,410000.0
43,0.0,2,5,440000.0
71,0.0,2,4,330000.0
14,0.0,1,4,354000.0
23,1.0,4,4,540000.0
55,0.0,1,5,1265000.0
56,1.0,8,5,300000.0
71,1.0,8,4,395000.0
6,0.0,7,5,1285000.0
53,0.0,3,2,420000.0
44,0.0,11,1,107800.0
9,0.0,5,4,219000.0
26,1.0,9,5,355000.0
43,0.0,8,5,305000.0
6,0.0,5,5,1200000.0
34,0.0,10,2,1350000.0
32,0.0,10,2,255000.0
38,0.0,6,2,257000.0
93,0.0,4,2,162500.0
50,0.0,6,2,395000.0
63,0.0,5,5,1200000.0
62,1.0,4,4,256000.0
6,0.0,6,2,249000.0
71,0.0,3,4,272000.0
76,1.0,9,4,150000.0
53,0.0,5,5,270000.0
26,1.0,1,4,307000.0
60,1.0,9,5,285000.0
34,0.0,1,5,205000.0
68,0.0,10,2,116500.0
33,0.0,1,2,180000.0
79,1.0,8,5,370000.0
46,0.0,2,5,1155000.0
78,0.0,3,1,99000.0
86,0.0,8,1,90000.0
26,1.0,5,4,240000.0
27,0.0,6,5,750000.0
5,0.0,2,4,430000.0
14,0.0,3,2,224000.0
6,0.0,12,2,224900.0
74,0.0,7,4,850000.0
25,0.0,2,5,250000.0
93,0.0,8,4,160000.0
6,0.0,7,2,315000.0
39,0.0,10,2,470000.0
9,0.0,4,4,800000.0
42,0.0,2,5,180000.0
76,0.0,3,5,450000.0
55,0.0,2,5,1265000.0
26,1.0,7,5,342000.0
57,1.0,8,4,230000.0
3,0.0,2,5,400000.0
4,0.0,4,4,420000.0
38,0.0,7,5,349000.0
67,0.0,7,5,590000.0
78,0.0,12,1,585000.0
71,0.0,1,2,140000.0
8,0.0,2,1,160000.0
52,0.0,5,1,110000.0
8,0.0,2,4,130000.0
71,0.0,9,5,735000.0
72,0.0,12,5,595000.0
16,1.0,7,5,485100.0
21,0.0,7,1,103000.0
7,0.0,8,5,711000.0
57,0.0,5,5,432000.0
69,1.0,9,4,310000.0
72,0.0,11,1,136000.0
48,0.0,8,5,650000.0
54,0.0,1,5,705000.0
88,0.0,2,1,130000.0
44,0.0,4,1,110000.0
76,0.0,9,2,140000.0
20,0.0,5,2,130000.0
80,0.0,5,1,115000.0
79,0.0,3,1,105000.0
90,0.0,11,2,225000.0
48,0.0,12,5,236000.0
