,job,marital,education,housing,loan,contact,poutcome,SubscribeTermDeposit no,SubscribeTermDeposit yes
962,management,married,tertiary,yes,yes,telephone,other,no,
963,management,married,tertiary,yes,yes,telephone,success,yes,
964,management,married,tertiary,yes,yes,telephone,unknown,no,
965,management,married,tertiary,yes,yes,unknown,failure,no,
966,management,married,tertiary,yes,yes,unknown,unknown,no,no
967,management,married,unknown,no,no,cellular,failure,no,
968,management,married,unknown,no,no,cellular,other,no,
969,management,married,unknown,no,no,cellular,success,yes,
970,management,married,unknown,no,no,cellular,unknown,no,
971,management,married,unknown,no,no,telephone,failure,no,
972,management,married,unknown,no,no,telephone,success,yes,
973,management,married,unknown,no,no,telephone,unknown,no,
974,management,married,unknown,no,no,unknown,failure,yes,
975,management,married,unknown,no,no,unknown,unknown,no,
976,management,married,unknown,no,yes,cellular,unknown,no,
977,management,married,unknown,yes,no,cellular,failure,no,
978,management,married,unknown,yes,no,cellular,other,no,
979,management,married,unknown,yes,no,cellular,success,yes,
980,management,married,unknown,yes,no,cellular,unknown,no,no
981,management,married,unknown,yes,no,telephone,unknown,no,
982,management,married,unknown,yes,no,unknown,unknown,no,no
983,management,married,unknown,yes,yes,cellular,unknown,no,
984,management,married,unknown,yes,yes,telephone,failure,no,
985,management,married,unknown,yes,yes,telephone,other,no,
986,management,married,unknown,yes,yes,unknown,unknown,no,
987,management,single,primary,no,no,cellular,unknown,no,yes
988,management,single,primary,no,no,telephone,unknown,no,
989,management,single,primary,no,no,unknown,unknown,no,
990,management,single,primary,no,yes,cellular,unknown,no,
991,management,single,primary,no,yes,telephone,other,no,
992,management,single,primary,yes,no,cellular,unknown,no,no
993,management,single,primary,yes,no,unknown,unknown,no,
994,management,single,primary,yes,yes,cellular,unknown,no,
995,management,single,secondary,no,no,cellular,failure,no,no
996,management,single,secondary,no,no,cellular,other,no,
997,management,single,secondary,no,no,cellular,success,no,
998,management,single,secondary,no,no,cellular,unknown,no,no
999,management,single,secondary,no,no,telephone,unknown,no,no
1000,management,single,secondary,no,no,unknown,unknown,no,
1001,management,single,secondary,no,yes,cellular,failure,no,
1002,management,single,secondary,no,yes,cellular,unknown,no,
1003,management,single,secondary,no,yes,telephone,unknown,yes,
1004,management,single,secondary,yes,no,cellular,failure,no,
1005,management,single,secondary,yes,no,cellular,other,no,
1006,management,single,secondary,yes,no,cellular,success,yes,
1007,management,single,secondary,yes,no,cellular,unknown,no,no
1008,management,single,secondary,yes,no,telephone,failure,no,
1009,management,single,secondary,yes,no,telephone,unknown,no,
1010,management,single,secondary,yes,no,unknown,other,no,
1011,management,single,secondary,yes,no,unknown,unknown,no,no
1012,management,single,secondary,yes,yes,cellular,failure,no,
1013,management,single,secondary,yes,yes,cellular,unknown,no,no
1014,management,single,secondary,yes,yes,telephone,unknown,no,
1015,management,single,secondary,yes,yes,unknown,unknown,no,
1016,management,single,tertiary,no,no,cellular,failure,no,
1017,management,single,tertiary,no,no,cellular,other,no,
1018,management,single,tertiary,no,no,cellular,success,yes,
1019,management,single,tertiary,no,no,cellular,unknown,no,no
1020,management,single,tertiary,no,no,telephone,failure,yes,
1021,management,single,tertiary,no,no,telephone,other,no,
1022,management,single,tertiary,no,no,telephone,success,no,
1023,management,single,tertiary,no,no,telephone,unknown,no,
1024,management,single,tertiary,no,no,unknown,failure,no,
1025,management,single,tertiary,no,no,unknown,success,no,
1026,management,single,tertiary,no,no,unknown,unknown,yes,no
1027,management,single,tertiary,no,yes,cellular,failure,no,
1028,management,single,tertiary,no,yes,cellular,other,no,
1029,management,single,tertiary,no,yes,cellular,success,yes,
1030,management,single,tertiary,no,yes,cellular,unknown,no,no
1031,management,single,tertiary,no,yes,telephone,unknown,no,
1032,management,single,tertiary,no,yes,unknown,unknown,no,
1033,management,single,tertiary,yes,no,cellular,failure,no,yes
1034,management,single,tertiary,yes,no,cellular,other,no,
1035,management,single,tertiary,yes,no,cellular,success,no,
1036,management,single,tertiary,yes,no,cellular,unknown,no,no
1037,management,single,tertiary,yes,no,telephone,failure,no,
1038,management,single,tertiary,yes,no,telephone,other,no,
1039,management,single,tertiary,yes,no,telephone,success,no,
1040,management,single,tertiary,yes,no,telephone,unknown,no,
1041,management,single,tertiary,yes,no,unknown,failure,no,
1042,management,single,tertiary,yes,no,unknown,unknown,no,no
1043,management,single,tertiary,yes,yes,cellular,failure,no,
1044,management,single,tertiary,yes,yes,cellular,other,no,
1045,management,single,tertiary,yes,yes,cellular,success,yes,
1046,management,single,tertiary,yes,yes,cellular,unknown,no,no
1047,management,single,tertiary,yes,yes,telephone,unknown,no,
1048,management,single,tertiary,yes,yes,unknown,unknown,no,
1049,management,single,unknown,no,no,cellular,failure,no,
1050,management,single,unknown,no,no,cellular,other,no,
1051,management,single,unknown,no,no,cellular,success,yes,
1052,management,single,unknown,no,no,cellular,unknown,no,
1053,management,single,unknown,no,no,unknown,unknown,no,
1054,management,single,unknown,no,yes,cellular,unknown,no,
1055,management,single,unknown,yes,no,cellular,failure,no,
1056,management,single,unknown,yes,no,cellular,other,no,
1057,management,single,unknown,yes,no,cellular,unknown,no,
1058,management,single,unknown,yes,no,unknown,unknown,no,no
1059,retired,divorced,primary,no,no,cellular,failure,no,
1060,retired,divorced,primary,no,no,cellular,other,yes,
1061,retired,divorced,primary,no,no,cellular,success,yes,
1062,retired,divorced,primary,no,no,cellular,unknown,no,
1063,retired,divorced,primary,no,no,telephone,failure,no,
1064,retired,divorced,primary,no,no,telephone,other,no,
1065,retired,divorced,primary,no,no,telephone,success,yes,
1066,retired,divorced,primary,no,no,telephone,unknown,yes,
1067,retired,divorced,primary,no,no,unknown,failure,no,
1068,retired,divorced,primary,no,no,unknown,unknown,no,
1069,retired,divorced,primary,no,yes,cellular,unknown,no,no
1070,retired,divorced,primary,no,yes,telephone,unknown,no,
1071,retired,divorced,primary,no,yes,unknown,unknown,no,
1072,retired,divorced,primary,yes,no,cellular,failure,no,
1073,retired,divorced,primary,yes,no,cellular,other,no,
1074,retired,divorced,primary,yes,no,cellular,unknown,no,
1075,retired,divorced,primary,yes,no,telephone,failure,no,
1076,retired,divorced,primary,yes,no,telephone,unknown,no,
1077,retired,divorced,primary,yes,no,unknown,unknown,no,
1078,retired,divorced,primary,yes,yes,cellular,unknown,no,
1079,retired,divorced,primary,yes,yes,unknown,unknown,no,
1080,retired,divorced,secondary,no,no,cellular,failure,yes,
1081,retired,divorced,secondary,no,no,cellular,other,yes,
1082,retired,divorced,secondary,no,no,cellular,success,yes,
1083,retired,divorced,secondary,no,no,cellular,unknown,no,
1084,retired,divorced,secondary,no,no,telephone,failure,no,
1085,retired,divorced,secondary,no,no,telephone,other,yes,
1086,retired,divorced,secondary,no,no,telephone,unknown,no,
1087,retired,divorced,secondary,no,no,unknown,unknown,no,
1088,retired,divorced,secondary,no,yes,cellular,failure,no,no
1089,retired,divorced,secondary,no,yes,cellular,success,no,
1090,retired,divorced,secondary,no,yes,cellular,unknown,no,no
1091,retired,divorced,secondary,no,yes,telephone,unknown,no,
1092,retired,divorced,secondary,no,yes,unknown,unknown,no,no
1093,retired,divorced,secondary,yes,no,cellular,failure,no,
1094,retired,divorced,secondary,yes,no,cellular,other,no,
1095,retired,divorced,secondary,yes,no,cellular,success,no,
1096,retired,divorced,secondary,yes,no,cellular,unknown,yes,
1097,retired,divorced,secondary,yes,no,telephone,unknown,no,
1098,retired,divorced,secondary,yes,no,unknown,unknown,no,
1099,retired,divorced,secondary,yes,yes,cellular,unknown,no,
1100,retired,divorced,secondary,yes,yes,unknown,unknown,no,
1101,retired,divorced,tertiary,no,no,cellular,failure,no,
1102,retired,divorced,tertiary,no,no,cellular,other,yes,
1103,retired,divorced,tertiary,no,no,cellular,success,yes,
1104,retired,divorced,tertiary,no,no,cellular,unknown,no,
1105,retired,divorced,tertiary,no,no,telephone,unknown,no,
1106,retired,divorced,tertiary,no,no,unknown,unknown,no,
1107,retired,divorced,tertiary,no,yes,cellular,failure,yes,
1108,retired,divorced,tertiary,no,yes,cellular,unknown,no,
1109,retired,divorced,tertiary,no,yes,unknown,unknown,no,
1110,retired,divorced,tertiary,yes,no,cellular,failure,yes,
1111,retired,divorced,tertiary,yes,no,cellular,success,yes,
1112,retired,divorced,tertiary,yes,no,cellular,unknown,no,yes
1113,retired,divorced,tertiary,yes,no,telephone,unknown,no,
1114,retired,divorced,tertiary,yes,no,unknown,unknown,no,
1115,retired,divorced,tertiary,yes,yes,cellular,unknown,no,
1116,retired,divorced,tertiary,yes,yes,unknown,unknown,yes,
1117,retired,divorced,unknown,no,no,cellular,unknown,yes,
1118,retired,divorced,unknown,no,no,telephone,failure,no,
1119,retired,divorced,unknown,no,no,telephone,unknown,no,
1120,retired,divorced,unknown,yes,no,cellular,failure,no,
1121,retired,divorced,unknown,yes,no,cellular,unknown,no,
1122,retired,divorced,unknown,yes,no,unknown,unknown,no,
1123,retired,married,primary,no,no,cellular,failure,no,
1124,retired,married,primary,no,no,cellular,other,yes,
1125,retired,married,primary,no,no,cellular,success,no,
1126,retired,married,primary,no,no,cellular,unknown,no,no
1127,retired,married,primary,no,no,telephone,failure,yes,
1128,retired,married,primary,no,no,telephone,other,no,
1129,retired,married,primary,no,no,telephone,success,yes,
1130,retired,married,primary,no,no,telephone,unknown,yes,
1131,retired,married,primary,no,no,unknown,unknown,no,no
1132,retired,married,primary,no,yes,cellular,failure,no,
1133,retired,married,primary,no,yes,cellular,other,no,
1134,retired,married,primary,no,yes,cellular,unknown,no,no
1135,retired,married,primary,no,yes,telephone,failure,yes,
1136,retired,married,primary,no,yes,telephone,unknown,no,no
1137,retired,married,primary,no,yes,unknown,unknown,no,no
1138,retired,married,primary,yes,no,cellular,failure,no,
1139,retired,married,primary,yes,no,cellular,other,no,
1140,retired,married,primary,yes,no,cellular,unknown,yes,
1141,retired,married,primary,yes,no,telephone,failure,no,
1142,retired,married,primary,yes,no,telephone,unknown,no,
1143,retired,married,primary,yes,no,unknown,unknown,no,no
1144,retired,married,primary,yes,yes,cellular,failure,no,
1145,retired,married,primary,yes,yes,cellular,unknown,no,
1146,retired,married,primary,yes,yes,telephone,unknown,no,
1147,retired,married,primary,yes,yes,unknown,unknown,no,
1148,retired,married,secondary,no,no,cellular,failure,no,
1149,retired,married,secondary,no,no,cellular,other,no,
1150,retired,married,secondary,no,no,cellular,success,yes,
1151,retired,married,secondary,no,no,cellular,unknown,no,no
1152,retired,married,secondary,no,no,telephone,failure,yes,
1153,retired,married,secondary,no,no,telephone,other,no,
1154,retired,married,secondary,no,no,telephone,success,yes,
1155,retired,married,secondary,no,no,telephone,unknown,no,
1156,retired,married,secondary,no,no,unknown,failure,no,
1157,retired,married,secondary,no,no,unknown,unknown,no,no
1158,retired,married,secondary,no,yes,cellular,failure,no,
1159,retired,married,secondary,no,yes,cellular,success,yes,
1160,retired,married,secondary,no,yes,cellular,unknown,no,no
1161,retired,married,secondary,no,yes,telephone,unknown,no,
1162,retired,married,secondary,no,yes,unknown,unknown,no,no
1163,retired,married,secondary,yes,no,cellular,failure,no,
1164,retired,married,secondary,yes,no,cellular,other,no,
1165,retired,married,secondary,yes,no,cellular,success,yes,
1166,retired,married,secondary,yes,no,cellular,unknown,yes,no
1167,retired,married,secondary,yes,no,telephone,failure,no,
1168,retired,married,secondary,yes,no,telephone,other,no,
1169,retired,married,secondary,yes,no,telephone,unknown,yes,
1170,retired,married,secondary,yes,no,unknown,unknown,no,
1171,retired,married,secondary,yes,yes,cellular,failure,no,
1172,retired,married,secondary,yes,yes,cellular,other,no,
1173,retired,married,secondary,yes,yes,cellular,success,yes,
1174,retired,married,secondary,yes,yes,cellular,unknown,no,no
1175,retired,married,secondary,yes,yes,unknown,unknown,no,
1176,retired,married,tertiary,no,no,cellular,failure,no,
1177,retired,married,tertiary,no,no,cellular,other,no,
1178,retired,married,tertiary,no,no,cellular,success,no,
1179,retired,married,tertiary,no,no,cellular,unknown,yes,
1180,retired,married,tertiary,no,no,telephone,failure,yes,
1181,retired,married,tertiary,no,no,telephone,success,yes,
1182,retired,married,tertiary,no,no,telephone,unknown,no,
1183,retired,married,tertiary,no,no,unknown,unknown,no,
1184,retired,married,tertiary,no,yes,cellular,failure,no,
1185,retired,married,tertiary,no,yes,cellular,other,no,
1186,retired,married,tertiary,no,yes,cellular,unknown,no,
1187,retired,married,tertiary,no,yes,unknown,unknown,no,
1188,retired,married,tertiary,yes,no,cellular,failure,no,
1189,retired,married,tertiary,yes,no,cellular,success,yes,
1190,retired,married,tertiary,yes,no,cellular,unknown,no,
1191,retired,married,tertiary,yes,no,telephone,failure,no,
1192,retired,married,tertiary,yes,no,telephone,unknown,no,
1193,retired,married,tertiary,yes,no,unknown,unknown,no,
1194,retired,married,tertiary,yes,yes,cellular,failure,no,
1195,retired,married,tertiary,yes,yes,cellular,other,yes,
1196,retired,married,tertiary,yes,yes,cellular,unknown,no,
1197,retired,married,tertiary,yes,yes,unknown,unknown,yes,
1198,retired,married,unknown,no,no,cellular,failure,no,
1199,retired,married,unknown,no,no,cellular,other,no,
1200,retired,married,unknown,no,no,cellular,success,yes,
1201,retired,married,unknown,no,no,cellular,unknown,yes,
1202,retired,married,unknown,no,no,telephone,failure,no,
1203,retired,married,unknown,no,no,telephone,other,no,
1204,retired,married,unknown,no,no,telephone,success,yes,
1205,retired,married,unknown,no,no,telephone,unknown,no,
1206,retired,married,unknown,no,no,unknown,unknown,yes,
1207,retired,married,unknown,no,yes,cellular,unknown,no,no
1208,retired,married,unknown,no,yes,unknown,unknown,no,
1209,retired,married,unknown,yes,no,cellular,unknown,no,
1210,retired,married,unknown,yes,no,telephone,unknown,no,
1211,retired,married,unknown,yes,no,unknown,unknown,no,
1212,retired,married,unknown,yes,yes,cellular,unknown,no,
1213,retired,single,primary,no,no,cellular,failure,no,
1214,retired,single,primary,no,no,cellular,unknown,no,
1215,retired,single,primary,no,no,telephone,unknown,no,
1216,retired,single,primary,no,no,unknown,unknown,no,
1217,retired,single,primary,no,yes,cellular,unknown,no,
1218,retired,single,primary,no,yes,telephone,unknown,no,
1219,retired,single,primary,no,yes,unknown,unknown,no,
1220,retired,single,primary,yes,no,unknown,unknown,no,
1221,retired,single,secondary,no,no,cellular,failure,yes,
1222,retired,single,secondary,no,no,cellular,other,no,
1223,retired,single,secondary,no,no,cellular,unknown,no,no
1224,retired,single,secondary,no,no,telephone,unknown,yes,
1225,retired,single,secondary,no,no,unknown,unknown,no,
1226,retired,single,secondary,no,yes,cellular,failure,no,
1227,retired,single,secondary,no,yes,cellular,unknown,yes,no
1228,retired,single,secondary,no,yes,telephone,unknown,no,
1229,retired,single,secondary,no,yes,unknown,unknown,no,
1230,retired,single,secondary,yes,no,cellular,failure,no,
1231,retired,single,secondary,yes,no,cellular,other,no,
1232,retired,single,secondary,yes,no,cellular,unknown,no,
1233,retired,single,secondary,yes,no,telephone,unknown,no,
1234,retired,single,secondary,yes,no,unknown,unknown,no,
1235,retired,single,secondary,yes,yes,cellular,unknown,,no
1236,retired,single,secondary,yes,yes,unknown,unknown,no,
1237,retired,single,tertiary,no,no,cellular,failure,no,
1238,retired,single,tertiary,no,no,cellular,success,yes,
1239,retired,single,tertiary,no,no,cellular,unknown,no,
1240,retired,single,tertiary,no,no,telephone,failure,no,
1241,retired,single,tertiary,no,no,telephone,unknown,no,
1242,retired,single,tertiary,no,no,unknown,unknown,no,
1243,retired,single,tertiary,yes,no,cellular,other,no,
1244,retired,single,tertiary,yes,no,cellular,unknown,no,
1245,retired,single,tertiary,yes,no,unknown,unknown,no,
1246,retired,single,tertiary,yes,yes,unknown,unknown,no,
1247,retired,single,unknown,no,no,cellular,unknown,no,
1248,retired,single,unknown,no,no,unknown,unknown,no,
1249,retired,single,unknown,no,yes,cellular,unknown,no,
1250,self-employed,divorced,primary,no,no,cellular,unknown,no,
1251,self-employed,divorced,primary,no,yes,telephone,unknown,no,
1252,self-employed,divorced,primary,yes,no,cellular,unknown,no,
1253,self-employed,divorced,primary,yes,no,telephone,unknown,no,
1254,self-employed,divorced,primary,yes,no,unknown,unknown,yes,
1255,self-employed,divorced,secondary,no,no,cellular,other,no,
1256,self-employed,divorced,secondary,no,no,cellular,unknown,yes,no
1257,self-employed,divorced,secondary,no,no,unknown,unknown,no,no
1258,self-employed,divorced,secondary,no,yes,cellular,unknown,no,
1259,self-employed,divorced,secondary,no,yes,unknown,unknown,no,no
1260,self-employed,divorced,secondary,yes,no,cellular,failure,no,
1261,self-employed,divorced,secondary,yes,no,cellular,other,no,
1262,self-employed,divorced,secondary,yes,no,cellular,unknown,no,
1263,self-employed,divorced,secondary,yes,no,unknown,other,no,
1264,self-employed,divorced,secondary,yes,no,unknown,unknown,no,
1265,self-employed,divorced,secondary,yes,yes,cellular,failure,no,
1266,self-employed,divorced,secondary,yes,yes,cellular,unknown,no,
1267,self-employed,divorced,secondary,yes,yes,telephone,unknown,no,
1268,self-employed,divorced,secondary,yes,yes,unknown,unknown,no,
1269,self-employed,divorced,tertiary,no,no,cellular,failure,no,
1270,self-employed,divorced,tertiary,no,no,cellular,other,no,
1271,self-employed,divorced,tertiary,no,no,cellular,success,no,
1272,self-employed,divorced,tertiary,no,no,cellular,unknown,no,no
1273,self-employed,divorced,tertiary,no,no,telephone,unknown,no,
1274,self-employed,divorced,tertiary,no,no,unknown,unknown,no,
1275,self-employed,divorced,tertiary,no,yes,cellular,unknown,no,
1276,self-employed,divorced,tertiary,no,yes,unknown,unknown,no,
1277,self-employed,divorced,tertiary,yes,no,cellular,failure,no,
1278,self-employed,divorced,tertiary,yes,no,cellular,other,yes,
1279,self-employed,divorced,tertiary,yes,no,cellular,success,yes,
1280,self-employed,divorced,tertiary,yes,no,cellular,unknown,no,
1281,self-employed,divorced,tertiary,yes,no,telephone,unknown,no,
1282,self-employed,divorced,tertiary,yes,no,unknown,unknown,no,
1283,self-employed,divorced,tertiary,yes,yes,cellular,unknown,no,no
1284,self-employed,divorced,tertiary,yes,yes,unknown,unknown,no,
1285,self-employed,divorced,unknown,no,yes,cellular,unknown,no,
1286,self-employed,married,primary,no,no,cellular,unknown,no,no
1287,self-employed,married,primary,no,no,telephone,unknown,no,
1288,self-employed,married,primary,no,no,unknown,unknown,no,
1289,self-employed,married,primary,no,yes,cellular,success,no,
1290,self-employed,married,primary,no,yes,cellular,unknown,yes,
1291,self-employed,married,primary,no,yes,telephone,unknown,no,
1292,self-employed,married,primary,no,yes,unknown,unknown,no,
1293,self-employed,married,primary,yes,no,cellular,failure,no,
1294,self-employed,married,primary,yes,no,cellular,other,no,
1295,self-employed,married,primary,yes,no,cellular,unknown,no,
1296,self-employed,married,primary,yes,no,telephone,failure,no,
1297,self-employed,married,primary,yes,no,telephone,unknown,no,
1298,self-employed,married,primary,yes,no,unknown,unknown,no,
1299,self-employed,married,primary,yes,yes,cellular,failure,no,
1300,self-employed,married,primary,yes,yes,cellular,unknown,yes,
1301,self-employed,married,primary,yes,yes,unknown,unknown,no,
1302,self-employed,married,secondary,no,no,cellular,failure,no,
1303,self-employed,married,secondary,no,no,cellular,success,yes,
1304,self-employed,married,secondary,no,no,cellular,unknown,no,no
1305,self-employed,married,secondary,no,no,telephone,failure,no,
1306,self-employed,married,secondary,no,no,telephone,unknown,no,
1307,self-employed,married,secondary,no,no,unknown,unknown,no,no
1308,self-employed,married,secondary,no,yes,cellular,failure,no,
1309,self-employed,married,secondary,no,yes,cellular,success,yes,
1310,self-employed,married,secondary,no,yes,cellular,unknown,no,no
1311,self-employed,married,secondary,no,yes,telephone,unknown,no,
1312,self-employed,married,secondary,no,yes,unknown,other,no,
1313,self-employed,married,secondary,no,yes,unknown,unknown,no,no
1314,self-employed,married,secondary,yes,no,cellular,failure,no,
1315,self-employed,married,secondary,yes,no,cellular,other,no,
1316,self-employed,married,secondary,yes,no,cellular,success,no,
1317,self-employed,married,secondary,yes,no,cellular,unknown,no,yes
1318,self-employed,married,secondary,yes,no,telephone,failure,no,
1319,self-employed,married,secondary,yes,no,telephone,other,no,
1320,self-employed,married,secondary,yes,no,telephone,unknown,no,
1321,self-employed,married,secondary,yes,no,unknown,unknown,no,
1322,self-employed,married,secondary,yes,yes,cellular,failure,no,no
1323,self-employed,married,secondary,yes,yes,cellular,other,no,
1324,self-employed,married,secondary,yes,yes,cellular,success,yes,
1325,self-employed,married,secondary,yes,yes,cellular,unknown,no,no
1326,self-employed,married,secondary,yes,yes,telephone,unknown,no,
1327,self-employed,married,secondary,yes,yes,unknown,unknown,no,yes
1328,self-employed,married,tertiary,no,no,cellular,failure,yes,
1329,self-employed,married,tertiary,no,no,cellular,other,yes,
1330,self-employed,married,tertiary,no,no,cellular,success,yes,
1331,self-employed,married,tertiary,no,no,cellular,unknown,no,no
1332,self-employed,married,tertiary,no,no,telephone,failure,no,
1333,self-employed,married,tertiary,no,no,telephone,other,yes,
1334,self-employed,married,tertiary,no,no,telephone,unknown,no,
1335,self-employed,married,tertiary,no,no,unknown,unknown,no,
1336,self-employed,married,tertiary,no,yes,cellular,failure,no,
1337,self-employed,married,tertiary,no,yes,cellular,other,no,
1338,self-employed,married,tertiary,no,yes,cellular,unknown,no,no
1339,self-employed,married,tertiary,no,yes,telephone,unknown,no,
1340,self-employed,married,tertiary,no,yes,unknown,unknown,no,
1341,self-employed,married,tertiary,yes,no,cellular,failure,no,no
1342,self-employed,married,tertiary,yes,no,cellular,other,no,
1343,self-employed,married,tertiary,yes,no,cellular,unknown,no,no
1344,self-employed,married,tertiary,yes,no,telephone,other,yes,
1345,self-employed,married,tertiary,yes,no,telephone,unknown,no,
1346,self-employed,married,tertiary,yes,no,unknown,failure,no,
1347,self-employed,married,tertiary,yes,no,unknown,other,no,
1348,self-employed,married,tertiary,yes,no,unknown,unknown,no,no
1349,self-employed,married,tertiary,yes,yes,cellular,failure,no,
1350,self-employed,married,tertiary,yes,yes,cellular,other,no,
1351,self-employed,married,tertiary,yes,yes,cellular,success,no,
1352,self-employed,married,tertiary,yes,yes,cellular,unknown,yes,
1353,self-employed,married,tertiary,yes,yes,unknown,unknown,yes,no
1354,self-employed,married,unknown,no,no,cellular,failure,no,
1355,self-employed,married,unknown,no,no,cellular,unknown,no,
1356,self-employed,married,unknown,no,no,telephone,success,yes,
1357,self-employed,married,unknown,no,no,telephone,unknown,yes,
1358,self-employed,married,unknown,no,no,unknown,unknown,no,
1359,self-employed,married,unknown,yes,no,cellular,other,no,
1360,self-employed,married,unknown,yes,no,cellular,success,no,
1361,self-employed,married,unknown,yes,no,cellular,unknown,yes,
1362,self-employed,married,unknown,yes,no,telephone,unknown,no,
1363,self-employed,married,unknown,yes,no,unknown,unknown,no,
1364,self-employed,single,primary,no,no,cellular,unknown,no,
1365,self-employed,single,primary,no,no,telephone,unknown,no,
1366,self-employed,single,primary,no,no,unknown,unknown,no,
1367,self-employed,single,primary,no,yes,cellular,unknown,no,
1368,self-employed,single,primary,no,yes,unknown,unknown,no,
1369,self-employed,single,primary,yes,no,cellular,failure,no,
1370,self-employed,single,primary,yes,no,cellular,unknown,no,
1371,self-employed,single,primary,yes,no,telephone,unknown,no,
1372,self-employed,single,primary,yes,no,unknown,unknown,no,
1373,self-employed,single,primary,yes,yes,cellular,unknown,no,
1374,self-employed,single,secondary,no,no,cellular,other,yes,
1375,self-employed,single,secondary,no,no,cellular,success,no,
1376,self-employed,single,secondary,no,no,cellular,unknown,no,
1377,self-employed,single,secondary,no,no,telephone,unknown,no,
1378,self-employed,single,secondary,no,no,unknown,unknown,no,no
1379,self-employed,single,secondary,no,yes,cellular,other,no,
1380,self-employed,single,secondary,no,yes,cellular,unknown,no,
1381,self-employed,single,secondary,no,yes,telephone,unknown,no,
1382,self-employed,single,secondary,yes,no,cellular,failure,no,
1383,self-employed,single,secondary,yes,no,cellular,other,no,
1384,self-employed,single,secondary,yes,no,cellular,success,no,
1385,self-employed,single,secondary,yes,no,cellular,unknown,no,
1386,self-employed,single,secondary,yes,no,telephone,unknown,no,
1387,self-employed,single,secondary,yes,no,unknown,unknown,no,
1388,self-employed,single,secondary,yes,yes,cellular,failure,no,
1389,self-employed,single,secondary,yes,yes,cellular,unknown,no,
1390,self-employed,single,secondary,yes,yes,unknown,unknown,no,
1391,self-employed,single,tertiary,no,no,cellular,failure,no,
1392,self-employed,single,tertiary,no,no,cellular,other,yes,
1393,self-employed,single,tertiary,no,no,cellular,success,yes,
1394,self-employed,single,tertiary,no,no,cellular,unknown,no,
1395,self-employed,single,tertiary,no,no,telephone,failure,yes,
1396,self-employed,single,tertiary,no,no,telephone,success,no,
1397,self-employed,single,tertiary,no,no,telephone,unknown,no,
1398,self-employed,single,tertiary,no,no,unknown,unknown,no,
1399,self-employed,single,tertiary,no,yes,cellular,unknown,no,no
1400,self-employed,single,tertiary,no,yes,unknown,unknown,no,
1401,self-employed,single,tertiary,yes,no,cellular,failure,yes,
1402,self-employed,single,tertiary,yes,no,cellular,other,no,
1403,self-employed,single,tertiary,yes,no,cellular,success,no,
1404,self-employed,single,tertiary,yes,no,cellular,unknown,no,no
1405,self-employed,single,tertiary,yes,no,telephone,other,no,
1406,self-employed,single,tertiary,yes,no,telephone,unknown,no,
1407,self-employed,single,tertiary,yes,no,unknown,success,no,
1408,self-employed,single,tertiary,yes,no,unknown,unknown,no,
1409,self-employed,single,tertiary,yes,yes,cellular,failure,yes,
1410,self-employed,single,tertiary,yes,yes,cellular,other,no,
1411,self-employed,single,tertiary,yes,yes,cellular,unknown,no,
1412,self-employed,single,tertiary,yes,yes,telephone,unknown,yes,
1413,self-employed,single,tertiary,yes,yes,unknown,unknown,no,
1414,self-employed,single,unknown,no,no,cellular,failure,no,
1415,self-employed,single,unknown,no,no,cellular,unknown,no,
1416,self-employed,single,unknown,no,no,unknown,unknown,yes,
1417,self-employed,single,unknown,yes,no,cellular,failure,no,
1418,self-employed,single,unknown,yes,no,cellular,other,no,
1419,self-employed,single,unknown,yes,no,cellular,unknown,no,
1420,self-employed,single,unknown,yes,no,unknown,unknown,no,
1421,services,divorced,primary,no,no,cellular,failure,no,
1422,services,divorced,primary,no,no,cellular,unknown,no,
1423,services,divorced,primary,no,no,telephone,other,no,
1424,services,divorced,primary,no,no,telephone,unknown,no,
1425,services,divorced,primary,no,no,unknown,unknown,no,no
1426,services,divorced,primary,no,yes,cellular,unknown,no,no
1427,services,divorced,primary,no,yes,unknown,unknown,no,
1428,services,divorced,primary,yes,no,cellular,failure,no,
1429,services,divorced,primary,yes,no,cellular,other,no,
1430,services,divorced,primary,yes,no,cellular,success,yes,
1431,services,divorced,primary,yes,no,cellular,unknown,no,
1432,services,divorced,primary,yes,no,telephone,unknown,no,
1433,services,divorced,primary,yes,no,unknown,unknown,no,
1434,services,divorced,primary,yes,yes,cellular,unknown,no,no
1435,services,divorced,primary,yes,yes,unknown,unknown,no,
1436,services,divorced,secondary,no,no,cellular,failure,no,
1437,services,divorced,secondary,no,no,cellular,other,no,
1438,services,divorced,secondary,no,no,cellular,success,yes,
1439,services,divorced,secondary,no,no,cellular,unknown,no,
1440,services,divorced,secondary,no,no,telephone,failure,no,
1441,services,divorced,secondary,no,no,telephone,unknown,no,
1442,services,divorced,secondary,no,no,unknown,unknown,no,
1443,services,divorced,secondary,no,yes,cellular,failure,no,
1444,services,divorced,secondary,no,yes,cellular,other,no,
1445,services,divorced,secondary,no,yes,cellular,unknown,no,no
1446,services,divorced,secondary,no,yes,telephone,unknown,no,
1447,services,divorced,secondary,no,yes,unknown,unknown,no,no
1448,services,divorced,secondary,yes,no,cellular,failure,no,
1449,services,divorced,secondary,yes,no,cellular,other,no,
1450,services,divorced,secondary,yes,no,cellular,success,no,
1451,services,divorced,secondary,yes,no,cellular,unknown,no,no
1452,services,divorced,secondary,yes,no,telephone,failure,no,
