,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Prior_purchases,Product_importance,ArrivedLate F,ArrivedLate M
1295,C,Flight,3,3,4,medium,Yes,No
1296,C,Flight,3,3,5,medium,No,
1297,C,Flight,3,3,7,medium,Yes,
1298,C,Flight,3,3,8,high,Yes,
1299,C,Flight,3,4,2,low,No,
1300,C,Flight,3,4,2,medium,Yes,Yes
1301,C,Flight,3,4,3,low,Yes,Yes
1302,C,Flight,3,4,3,medium,Yes,Yes
1303,C,Flight,3,4,4,high,,Yes
1304,C,Flight,3,4,4,low,,Yes
1305,C,Flight,3,4,7,high,,No
1306,C,Flight,3,5,2,high,,Yes
1307,C,Flight,3,5,2,low,,Yes
1308,C,Flight,3,5,2,medium,Yes,Yes
1309,C,Flight,3,5,3,low,Yes,No
1310,C,Flight,3,5,3,medium,No,Yes
1311,C,Flight,3,5,4,medium,,Yes
1312,C,Flight,3,5,6,low,,Yes
1313,C,Flight,3,5,6,medium,,Yes
1314,C,Flight,4,1,2,high,Yes,
1315,C,Flight,4,1,2,low,,Yes
1316,C,Flight,4,1,2,medium,No,No
1317,C,Flight,4,1,3,low,Yes,
1318,C,Flight,4,1,3,medium,,No
1319,C,Flight,4,1,4,low,,Yes
1320,C,Flight,4,1,4,medium,Yes,
1321,C,Flight,4,1,5,low,Yes,
1322,C,Flight,4,2,2,high,No,
1323,C,Flight,4,2,2,low,Yes,Yes
1324,C,Flight,4,2,2,medium,Yes,
1325,C,Flight,4,2,3,high,,No
1326,C,Flight,4,2,3,low,No,
1327,C,Flight,4,2,3,medium,No,
1328,C,Flight,4,2,4,high,,Yes
1329,C,Flight,4,2,4,low,,Yes
1330,C,Flight,4,2,4,medium,,No
1331,C,Flight,4,2,5,low,No,
1332,C,Flight,4,2,6,low,Yes,
1333,C,Flight,4,3,2,low,,Yes
1334,C,Flight,4,3,2,medium,No,Yes
1335,C,Flight,4,3,3,high,No,
1336,C,Flight,4,3,3,low,Yes,Yes
1337,C,Flight,4,3,3,medium,Yes,
1338,C,Flight,4,3,4,high,Yes,
1339,C,Flight,4,3,4,low,No,
1340,C,Flight,4,3,4,medium,,Yes
1341,C,Flight,4,3,5,low,Yes,Yes
1342,C,Flight,4,3,5,medium,No,
1343,C,Flight,4,3,6,medium,,Yes
1344,C,Flight,4,4,2,high,Yes,
1345,C,Flight,4,4,2,medium,Yes,Yes
1346,C,Flight,4,4,3,high,No,
1347,C,Flight,4,4,3,low,,No
1348,C,Flight,4,4,3,medium,Yes,Yes
1349,C,Flight,4,4,4,medium,,Yes
1350,C,Flight,4,4,5,low,Yes,No
1351,C,Flight,4,4,10,high,No,
1352,C,Flight,4,5,2,low,Yes,No
1353,C,Flight,4,5,2,medium,Yes,No
1354,C,Flight,4,5,3,high,Yes,
1355,C,Flight,4,5,3,low,Yes,No
1356,C,Flight,4,5,3,medium,,Yes
1357,C,Flight,4,5,4,medium,Yes,
1358,C,Flight,4,5,5,low,,No
1359,C,Flight,4,5,5,medium,,Yes
1360,C,Flight,4,5,6,medium,,No
1361,C,Flight,4,5,10,medium,Yes,
1362,C,Flight,5,1,2,low,,Yes
1363,C,Flight,5,1,3,low,,Yes
1364,C,Flight,5,1,3,medium,,Yes
1365,C,Flight,5,1,4,low,No,
1366,C,Flight,5,1,4,medium,Yes,
1367,C,Flight,5,1,5,low,Yes,Yes
1368,C,Flight,5,1,5,medium,,No
1369,C,Flight,5,1,6,high,No,
1370,C,Flight,5,2,2,low,No,
1371,C,Flight,5,2,2,medium,,Yes
1372,C,Flight,5,2,3,high,No,Yes
1373,C,Flight,5,2,3,low,Yes,Yes
1374,C,Flight,5,2,3,medium,Yes,
1375,C,Flight,5,2,4,high,Yes,
1376,C,Flight,5,2,4,low,No,
1377,C,Flight,5,2,5,high,Yes,
1378,C,Flight,5,2,5,low,,No
1379,C,Flight,5,2,5,medium,,No
1380,C,Flight,5,2,6,medium,No,Yes
1381,C,Flight,5,3,2,low,No,No
1382,C,Flight,5,3,3,low,Yes,
1383,C,Flight,5,3,4,low,Yes,
1384,C,Flight,5,3,4,medium,Yes,
1385,C,Flight,5,4,2,low,,Yes
1386,C,Flight,5,4,2,medium,No,Yes
1387,C,Flight,5,4,3,low,,Yes
1388,C,Flight,5,4,3,medium,,Yes
1389,C,Flight,5,4,4,low,No,
1390,C,Flight,5,4,5,medium,Yes,
1391,C,Flight,5,4,7,medium,Yes,
1392,C,Flight,5,5,2,medium,Yes,
1393,C,Flight,5,5,3,low,,Yes
1394,C,Flight,5,5,3,medium,Yes,Yes
1395,C,Flight,5,5,5,low,Yes,
1396,C,Flight,5,5,6,medium,No,
1397,C,Flight,5,5,10,high,,Yes
1398,C,Flight,6,1,3,high,,Yes
1399,C,Flight,6,1,3,medium,Yes,
1400,C,Flight,6,1,4,low,Yes,Yes
1401,C,Flight,6,1,5,low,No,
1402,C,Flight,6,1,5,medium,Yes,
1403,C,Flight,6,1,6,low,,No
1404,C,Flight,6,2,2,low,No,Yes
1405,C,Flight,6,2,4,low,Yes,Yes
1406,C,Flight,6,2,4,medium,,No
1407,C,Flight,6,2,5,low,,Yes
1408,C,Flight,6,2,5,medium,,No
1409,C,Flight,6,3,4,low,Yes,Yes
1410,C,Flight,6,3,4,medium,Yes,
1411,C,Flight,6,3,6,low,,No
1412,C,Flight,6,4,4,low,Yes,Yes
1413,C,Flight,6,4,4,medium,,Yes
1414,C,Flight,6,5,4,low,No,
1415,C,Flight,6,5,4,medium,,No
1416,C,Flight,6,5,5,low,Yes,
1417,C,Flight,7,1,4,medium,No,
1418,C,Flight,7,3,4,low,,Yes
1419,C,Flight,7,3,4,medium,No,
1420,C,Flight,7,4,4,low,,No
1421,C,Flight,7,5,4,low,Yes,
1422,C,Road,2,1,2,low,Yes,
1423,C,Road,2,1,4,medium,Yes,
1424,C,Road,2,1,5,low,Yes,
1425,C,Road,2,2,2,medium,Yes,
1426,C,Road,2,2,3,low,No,Yes
1427,C,Road,2,3,3,low,Yes,
1428,C,Road,2,4,5,high,,Yes
1429,C,Road,2,5,3,low,Yes,Yes
1430,C,Road,2,5,3,medium,No,
1431,C,Road,3,1,2,low,Yes,
1432,C,Road,3,1,2,medium,Yes,No
1433,C,Road,3,1,3,high,,Yes
1434,C,Road,3,1,3,low,Yes,No
1435,C,Road,3,1,3,medium,Yes,
1436,C,Road,3,1,4,high,,Yes
1437,C,Road,3,1,4,low,Yes,
1438,C,Road,3,1,4,medium,No,No
1439,C,Road,3,1,6,medium,No,
1440,C,Road,3,1,10,high,,Yes
1441,C,Road,3,2,2,low,Yes,Yes
1442,C,Road,3,2,2,medium,,No
1443,C,Road,3,2,3,low,,Yes
1444,C,Road,3,2,4,low,Yes,
1445,C,Road,3,2,5,medium,,Yes
1446,C,Road,3,3,2,low,No,
1447,C,Road,3,3,2,medium,Yes,Yes
1448,C,Road,3,3,3,low,Yes,No
1449,C,Road,3,3,3,medium,,No
1450,C,Road,3,3,4,medium,No,Yes
1451,C,Road,3,3,6,high,Yes,
1452,C,Road,3,3,6,low,,Yes
1453,C,Road,3,3,8,medium,,Yes
1454,C,Road,3,3,10,medium,Yes,
1455,C,Road,3,4,2,high,No,
1456,C,Road,3,4,2,medium,Yes,Yes
1457,C,Road,3,4,3,low,No,No
1458,C,Road,3,4,3,medium,,Yes
1459,C,Road,3,4,4,low,No,Yes
1460,C,Road,3,4,4,medium,,No
1461,C,Road,3,4,5,medium,,Yes
1462,C,Road,3,4,10,high,,No
1463,C,Road,3,5,2,high,Yes,
1464,C,Road,3,5,2,low,No,Yes
1465,C,Road,3,5,2,medium,,No
1466,C,Road,3,5,3,high,No,Yes
1467,C,Road,3,5,3,low,Yes,Yes
1468,C,Road,3,5,3,medium,Yes,Yes
1469,C,Road,3,5,4,medium,Yes,
1470,C,Road,3,5,5,low,,Yes
1471,C,Road,3,5,7,high,,Yes
1472,C,Road,4,1,2,high,Yes,
1473,C,Road,4,1,2,low,Yes,
1474,C,Road,4,1,3,high,Yes,
1475,C,Road,4,1,3,low,Yes,No
1476,C,Road,4,1,3,medium,Yes,Yes
1477,C,Road,4,1,4,low,Yes,
1478,C,Road,4,1,5,low,,No
1479,C,Road,4,1,5,medium,No,
1480,C,Road,4,2,2,high,No,
1481,C,Road,4,2,2,medium,No,Yes
1482,C,Road,4,2,3,low,No,Yes
1483,C,Road,4,2,3,medium,Yes,No
1484,C,Road,4,2,4,low,Yes,
1485,C,Road,4,2,4,medium,,Yes
1486,C,Road,4,2,5,low,No,
1487,C,Road,4,2,5,medium,No,
1488,C,Road,4,2,6,low,,No
1489,C,Road,4,2,10,medium,,No
1490,C,Road,4,3,2,high,Yes,Yes
1491,C,Road,4,3,2,low,Yes,Yes
1492,C,Road,4,3,2,medium,Yes,Yes
1493,C,Road,4,3,3,low,No,Yes
1494,C,Road,4,3,3,medium,Yes,No
1495,C,Road,4,3,4,low,,No
1496,C,Road,4,3,4,medium,No,No
1497,C,Road,4,3,5,low,Yes,
1498,C,Road,4,3,5,medium,,Yes
1499,C,Road,4,3,10,low,No,
1500,C,Road,4,4,2,high,,Yes
1501,C,Road,4,4,2,low,Yes,
1502,C,Road,4,4,2,medium,No,No
1503,C,Road,4,4,3,high,Yes,
1504,C,Road,4,4,3,low,No,Yes
1505,C,Road,4,4,3,medium,Yes,No
1506,C,Road,4,4,4,low,Yes,
1507,C,Road,4,4,4,medium,No,
1508,C,Road,4,4,5,high,No,
1509,C,Road,4,4,5,low,,Yes
1510,C,Road,4,5,2,low,No,Yes
1511,C,Road,4,5,2,medium,No,Yes
1512,C,Road,4,5,3,high,Yes,
1513,C,Road,4,5,3,low,Yes,
1514,C,Road,4,5,3,medium,,Yes
1515,C,Road,4,5,5,low,,Yes
1516,C,Road,4,5,6,medium,,No
1517,C,Road,5,1,2,low,,Yes
1518,C,Road,5,1,3,high,,No
1519,C,Road,5,1,3,low,,No
1520,C,Road,5,1,3,medium,No,
1521,C,Road,5,1,4,low,Yes,
1522,C,Road,5,1,5,low,,Yes
1523,C,Road,5,1,5,medium,Yes,
1524,C,Road,5,1,6,low,Yes,
1525,C,Road,5,1,6,medium,,Yes
1526,C,Road,5,2,2,low,,No
1527,C,Road,5,2,2,medium,No,
1528,C,Road,5,2,3,low,No,No
1529,C,Road,5,2,3,medium,,Yes
1530,C,Road,5,2,5,high,,No
1531,C,Road,5,2,5,low,No,
1532,C,Road,5,2,6,low,Yes,
1533,C,Road,5,3,2,low,Yes,
1534,C,Road,5,3,3,low,,Yes
1535,C,Road,5,3,3,medium,No,
1536,C,Road,5,3,4,medium,Yes,Yes
1537,C,Road,5,3,5,medium,No,Yes
1538,C,Road,5,3,6,medium,Yes,No
1539,C,Road,5,4,2,low,,Yes
1540,C,Road,5,4,2,medium,Yes,
1541,C,Road,5,4,3,low,,Yes
1542,C,Road,5,4,3,medium,Yes,No
1543,C,Road,5,4,4,medium,,No
1544,C,Road,5,4,5,low,Yes,No
1545,C,Road,5,4,6,medium,,No
1546,C,Road,5,5,2,medium,Yes,
1547,C,Road,5,5,3,high,Yes,
1548,C,Road,5,5,3,low,,Yes
1549,C,Road,5,5,3,medium,No,
1550,C,Road,5,5,4,low,,Yes
1551,C,Road,5,5,4,medium,,No
1552,C,Road,5,5,5,low,,No
1553,C,Road,5,5,5,medium,No,
1554,C,Road,6,1,3,low,,Yes
1555,C,Road,6,1,4,low,No,Yes
1556,C,Road,6,1,4,medium,No,Yes
1557,C,Road,6,1,6,medium,,No
1558,C,Road,6,2,2,high,,No
1559,C,Road,6,2,4,low,No,
1560,C,Road,6,2,4,medium,No,
1561,C,Road,6,2,5,low,Yes,
1562,C,Road,6,2,5,medium,No,
1563,C,Road,6,2,6,low,Yes,
1564,C,Road,6,2,6,medium,,Yes
1565,C,Road,6,2,7,medium,Yes,
1566,C,Road,6,2,8,high,,Yes
1567,C,Road,6,2,10,low,No,
1568,C,Road,6,3,3,medium,Yes,
1569,C,Road,6,3,4,low,No,No
1570,C,Road,6,3,4,medium,No,
1571,C,Road,6,4,3,medium,,No
1572,C,Road,6,4,4,low,No,
1573,C,Road,6,4,4,medium,No,No
1574,C,Road,6,4,5,medium,No,
1575,C,Road,6,5,3,medium,,No
1576,C,Road,6,5,4,low,,Yes
1577,C,Road,6,5,4,medium,Yes,Yes
1578,C,Road,6,5,7,high,,Yes
1579,C,Road,7,1,4,low,No,
1580,C,Road,7,2,4,medium,,No
1581,C,Road,7,5,4,low,,Yes
1582,C,Road,7,5,5,low,,No
1583,C,Ship,2,1,2,low,Yes,
1584,C,Ship,2,1,2,medium,No,
1585,C,Ship,2,1,3,high,No,
1586,C,Ship,2,1,3,low,Yes,Yes
1587,C,Ship,2,1,3,medium,Yes,
1588,C,Ship,2,1,4,low,,Yes
1589,C,Ship,2,1,4,medium,No,
1590,C,Ship,2,1,5,low,Yes,
1591,C,Ship,2,1,6,low,No,
1592,C,Ship,2,2,2,medium,Yes,No
1593,C,Ship,2,2,3,low,,No
1594,C,Ship,2,2,3,medium,Yes,Yes
1595,C,Ship,2,2,4,low,,Yes
1596,C,Ship,2,2,4,medium,Yes,Yes
1597,C,Ship,2,3,2,low,Yes,Yes
1598,C,Ship,2,3,2,medium,Yes,
1599,C,Ship,2,3,3,high,Yes,
1600,C,Ship,2,3,3,low,Yes,
1601,C,Ship,2,3,3,medium,No,Yes
1602,C,Ship,2,3,4,high,No,
1603,C,Ship,2,3,4,low,No,Yes
1604,C,Ship,2,3,4,medium,,No
1605,C,Ship,2,3,5,medium,,Yes
1606,C,Ship,2,3,6,medium,,No
1607,C,Ship,2,4,2,low,Yes,
1608,C,Ship,2,4,2,medium,,Yes
1609,C,Ship,2,4,3,low,Yes,Yes
1610,C,Ship,2,4,3,medium,,Yes
1611,C,Ship,2,4,4,medium,No,Yes
1612,C,Ship,2,4,5,low,No,
1613,C,Ship,2,4,5,medium,Yes,
1614,C,Ship,2,4,6,medium,Yes,
1615,C,Ship,2,4,8,medium,Yes,
1616,C,Ship,2,5,2,low,,Yes
1617,C,Ship,2,5,2,medium,,No
1618,C,Ship,2,5,3,low,No,Yes
1619,C,Ship,2,5,3,medium,Yes,
1620,C,Ship,2,5,4,medium,,Yes
1621,C,Ship,2,5,5,low,No,
1622,C,Ship,2,5,5,medium,No,
1623,C,Ship,2,5,6,medium,No,
1624,C,Ship,2,5,8,medium,,Yes
1625,C,Ship,3,1,2,high,,Yes
1626,C,Ship,3,1,2,low,Yes,Yes
1627,C,Ship,3,1,2,medium,Yes,No
1628,C,Ship,3,1,3,high,Yes,Yes
1629,C,Ship,3,1,3,low,Yes,Yes
1630,C,Ship,3,1,3,medium,Yes,Yes
1631,C,Ship,3,1,4,high,Yes,
1632,C,Ship,3,1,4,low,Yes,No
1633,C,Ship,3,1,4,medium,No,Yes
1634,C,Ship,3,1,5,low,Yes,
1635,C,Ship,3,1,6,low,,No
1636,C,Ship,3,1,6,medium,,Yes
1637,C,Ship,3,1,7,high,,Yes
1638,C,Ship,3,1,8,medium,No,
1639,C,Ship,3,1,10,high,No,
1640,C,Ship,3,1,10,low,Yes,
1641,C,Ship,3,2,2,high,Yes,Yes
1642,C,Ship,3,2,2,low,No,No
1643,C,Ship,3,2,2,medium,Yes,Yes
1644,C,Ship,3,2,3,high,Yes,
1645,C,Ship,3,2,3,low,Yes,No
1646,C,Ship,3,2,3,medium,Yes,No
1647,C,Ship,3,2,4,high,No,Yes
1648,C,Ship,3,2,4,low,Yes,No
1649,C,Ship,3,2,4,medium,Yes,Yes
1650,C,Ship,3,2,5,low,,No
1651,C,Ship,3,2,6,low,,No
1652,C,Ship,3,2,7,high,,Yes
1653,C,Ship,3,2,7,low,No,
1654,C,Ship,3,2,7,medium,No,
1655,C,Ship,3,2,8,high,,No
1656,C,Ship,3,2,10,high,Yes,
1657,C,Ship,3,2,10,medium,Yes,
1658,C,Ship,3,3,2,high,Yes,Yes
1659,C,Ship,3,3,2,low,Yes,Yes
1660,C,Ship,3,3,2,medium,Yes,Yes
1661,C,Ship,3,3,3,high,Yes,No
1662,C,Ship,3,3,3,low,No,Yes
1663,C,Ship,3,3,3,medium,Yes,Yes
1664,C,Ship,3,3,4,high,,Yes
1665,C,Ship,3,3,4,low,Yes,Yes
1666,C,Ship,3,3,4,medium,No,Yes
1667,C,Ship,3,3,5,medium,Yes,Yes
1668,C,Ship,3,3,6,high,No,
1669,C,Ship,3,3,6,low,Yes,
1670,C,Ship,3,3,6,medium,Yes,
1671,C,Ship,3,3,7,high,Yes,
1672,C,Ship,3,3,8,medium,,Yes
1673,C,Ship,3,3,10,low,No,
1674,C,Ship,3,4,2,high,Yes,No
1675,C,Ship,3,4,2,low,Yes,No
1676,C,Ship,3,4,2,medium,Yes,No
1677,C,Ship,3,4,3,high,No,
1678,C,Ship,3,4,3,low,Yes,Yes
1679,C,Ship,3,4,3,medium,No,No
1680,C,Ship,3,4,4,low,No,Yes
1681,C,Ship,3,4,4,medium,Yes,No
1682,C,Ship,3,4,5,low,Yes,
1683,C,Ship,3,4,6,low,Yes,No
1684,C,Ship,3,4,8,low,Yes,
1685,C,Ship,3,4,8,medium,Yes,Yes
1686,C,Ship,3,4,10,high,Yes,
1687,C,Ship,3,5,2,high,,No
1688,C,Ship,3,5,2,low,No,Yes
1689,C,Ship,3,5,2,medium,Yes,Yes
1690,C,Ship,3,5,3,high,Yes,No
1691,C,Ship,3,5,3,low,Yes,No
1692,C,Ship,3,5,3,medium,Yes,Yes
1693,C,Ship,3,5,4,high,Yes,
1694,C,Ship,3,5,4,low,No,No
1695,C,Ship,3,5,4,medium,Yes,No
1696,C,Ship,3,5,5,low,Yes,
1697,C,Ship,3,5,6,low,Yes,
1698,C,Ship,3,5,7,medium,Yes,
1699,C,Ship,3,5,8,medium,Yes,
1700,C,Ship,3,5,10,medium,Yes,
1701,C,Ship,4,1,2,high,,Yes
1702,C,Ship,4,1,2,low,Yes,Yes
1703,C,Ship,4,1,2,medium,Yes,
1704,C,Ship,4,1,3,high,Yes,No
1705,C,Ship,4,1,3,low,Yes,No
1706,C,Ship,4,1,3,medium,Yes,No
1707,C,Ship,4,1,4,high,Yes,
1708,C,Ship,4,1,4,low,Yes,No
1709,C,Ship,4,1,4,medium,Yes,Yes
1710,C,Ship,4,1,5,low,No,No
1711,C,Ship,4,1,5,medium,No,Yes
1712,C,Ship,4,1,6,low,Yes,Yes
1713,C,Ship,4,1,7,high,,Yes
1714,C,Ship,4,1,8,medium,,No
1715,C,Ship,4,1,10,medium,Yes,Yes
1716,C,Ship,4,2,2,high,Yes,Yes
1717,C,Ship,4,2,2,low,No,Yes
1718,C,Ship,4,2,2,medium,No,No
1719,C,Ship,4,2,3,high,No,No
1720,C,Ship,4,2,3,low,Yes,Yes
1721,C,Ship,4,2,3,medium,Yes,No
1722,C,Ship,4,2,4,low,Yes,
1723,C,Ship,4,2,4,medium,No,Yes
1724,C,Ship,4,2,5,low,No,Yes
1725,C,Ship,4,2,5,medium,No,No
1726,C,Ship,4,2,6,low,Yes,
1727,C,Ship,4,2,6,medium,,Yes
1728,C,Ship,4,2,8,low,Yes,
1729,C,Ship,4,2,8,medium,No,
1730,C,Ship,4,2,10,high,Yes,
1731,C,Ship,4,2,10,medium,Yes,
1732,C,Ship,4,3,2,high,Yes,Yes
1733,C,Ship,4,3,2,low,Yes,No
1734,C,Ship,4,3,2,medium,No,Yes
1735,C,Ship,4,3,3,high,No,Yes
1736,C,Ship,4,3,3,low,Yes,No
1737,C,Ship,4,3,3,medium,No,No
1738,C,Ship,4,3,4,low,Yes,Yes
1739,C,Ship,4,3,4,medium,Yes,Yes
1740,C,Ship,4,3,5,low,No,No
1741,C,Ship,4,3,5,medium,No,No
1742,C,Ship,4,3,6,low,Yes,No
1743,C,Ship,4,3,6,medium,,No
1744,C,Ship,4,3,7,medium,Yes,Yes
1745,C,Ship,4,3,10,high,,No
1746,C,Ship,4,3,10,medium,No,
1747,C,Ship,4,4,2,high,No,
1748,C,Ship,4,4,2,low,Yes,No
1749,C,Ship,4,4,2,medium,Yes,Yes
1750,C,Ship,4,4,3,high,No,Yes
1751,C,Ship,4,4,3,low,No,No
1752,C,Ship,4,4,3,medium,No,Yes
1753,C,Ship,4,4,4,low,No,No
1754,C,Ship,4,4,4,medium,Yes,No
1755,C,Ship,4,4,5,low,No,No
1756,C,Ship,4,4,5,medium,,No
1757,C,Ship,4,4,6,high,,Yes
1758,C,Ship,4,4,6,low,No,Yes
1759,C,Ship,4,4,6,medium,,No
1760,C,Ship,4,4,8,low,,Yes
1761,C,Ship,4,4,8,medium,No,
1762,C,Ship,4,4,10,low,,No
1763,C,Ship,4,4,10,medium,No,
1764,C,Ship,4,5,2,high,,Yes
1765,C,Ship,4,5,2,low,No,No
1766,C,Ship,4,5,2,medium,Yes,Yes
1767,C,Ship,4,5,3,high,Yes,No
1768,C,Ship,4,5,3,low,Yes,Yes
1769,C,Ship,4,5,3,medium,No,Yes
1770,C,Ship,4,5,4,low,Yes,No
1771,C,Ship,4,5,4,medium,No,No
1772,C,Ship,4,5,5,high,Yes,
1773,C,Ship,4,5,5,low,Yes,
1774,C,Ship,4,5,5,medium,No,No
1775,C,Ship,4,5,6,low,Yes,Yes
1776,C,Ship,4,5,6,medium,Yes,
1777,C,Ship,4,5,8,medium,Yes,
1778,C,Ship,4,5,10,high,,No
1779,C,Ship,4,5,10,medium,Yes,
1780,C,Ship,5,1,2,low,Yes,Yes
1781,C,Ship,5,1,2,medium,Yes,No
1782,C,Ship,5,1,3,high,Yes,Yes
1783,C,Ship,5,1,3,low,No,No
1784,C,Ship,5,1,3,medium,Yes,Yes
1785,C,Ship,5,1,4,high,Yes,Yes
1786,C,Ship,5,1,4,low,Yes,Yes
1787,C,Ship,5,1,4,medium,,No
1788,C,Ship,5,1,5,low,Yes,Yes
1789,C,Ship,5,1,5,medium,No,No
1790,C,Ship,5,1,6,low,,No
1791,C,Ship,5,2,2,high,Yes,
1792,C,Ship,5,2,2,low,Yes,
1793,C,Ship,5,2,2,medium,Yes,Yes
1794,C,Ship,5,2,3,high,Yes,No
1795,C,Ship,5,2,3,low,No,No
1796,C,Ship,5,2,3,medium,No,Yes
1797,C,Ship,5,2,4,low,,No
1798,C,Ship,5,2,4,medium,No,
1799,C,Ship,5,2,5,low,Yes,Yes
1800,C,Ship,5,2,5,medium,No,No
1801,C,Ship,5,2,6,low,,Yes
1802,C,Ship,5,2,10,high,,Yes
1803,C,Ship,5,3,2,low,Yes,
1804,C,Ship,5,3,2,medium,Yes,Yes
1805,C,Ship,5,3,3,high,,No
1806,C,Ship,5,3,3,low,Yes,Yes
1807,C,Ship,5,3,3,medium,Yes,
1808,C,Ship,5,3,4,low,No,Yes
1809,C,Ship,5,3,4,medium,Yes,Yes
1810,C,Ship,5,3,5,high,,Yes
1811,C,Ship,5,3,5,low,Yes,Yes
1812,C,Ship,5,3,5,medium,Yes,No
1813,C,Ship,5,3,6,low,,Yes
1814,C,Ship,5,3,6,medium,Yes,
1815,C,Ship,5,3,8,low,Yes,
1816,C,Ship,5,4,2,low,Yes,No
1817,C,Ship,5,4,2,medium,,Yes
1818,C,Ship,5,4,3,high,,No
1819,C,Ship,5,4,3,low,Yes,No
1820,C,Ship,5,4,3,medium,No,Yes
1821,C,Ship,5,4,4,high,Yes,Yes
1822,C,Ship,5,4,4,low,No,Yes
1823,C,Ship,5,4,4,medium,No,Yes
1824,C,Ship,5,4,5,low,Yes,No
1825,C,Ship,5,4,5,medium,No,Yes
1826,C,Ship,5,4,6,low,Yes,Yes
1827,C,Ship,5,4,6,medium,Yes,No
1828,C,Ship,5,4,7,medium,,Yes
1829,C,Ship,5,5,2,high,Yes,Yes
1830,C,Ship,5,5,2,low,Yes,No
1831,C,Ship,5,5,2,medium,Yes,No
1832,C,Ship,5,5,3,high,,Yes
1833,C,Ship,5,5,3,low,Yes,Yes
1834,C,Ship,5,5,3,medium,Yes,Yes
1835,C,Ship,5,5,4,low,Yes,Yes
1836,C,Ship,5,5,4,medium,No,Yes
1837,C,Ship,5,5,5,low,No,No
1838,C,Ship,5,5,5,medium,No,No
1839,C,Ship,5,5,6,low,Yes,No
1840,C,Ship,5,5,7,medium,Yes,
1841,C,Ship,5,5,8,low,,Yes
1842,C,Ship,5,5,8,medium,,Yes
1843,C,Ship,5,5,10,high,No,
1844,C,Ship,6,1,2,low,No,
1845,C,Ship,6,1,3,low,Yes,
1846,C,Ship,6,1,4,low,Yes,No
1847,C,Ship,6,1,4,medium,Yes,Yes
1848,C,Ship,6,1,5,low,No,
1849,C,Ship,6,1,5,medium,No,No
1850,C,Ship,6,1,6,medium,Yes,
1851,C,Ship,6,1,8,low,,No
1852,C,Ship,6,2,2,low,Yes,
1853,C,Ship,6,2,3,low,Yes,
1854,C,Ship,6,2,4,low,No,No
1855,C,Ship,6,2,4,medium,No,No
1856,C,Ship,6,2,5,medium,,No
1857,C,Ship,6,3,2,low,Yes,No
1858,C,Ship,6,3,2,medium,Yes,Yes
1859,C,Ship,6,3,3,low,No,Yes
1860,C,Ship,6,3,4,high,No,
1861,C,Ship,6,3,4,low,Yes,Yes
1862,C,Ship,6,3,4,medium,No,No
1863,C,Ship,6,3,5,low,Yes,
1864,C,Ship,6,3,6,medium,Yes,No
1865,C,Ship,6,3,8,high,Yes,
1866,C,Ship,6,4,3,low,,Yes
1867,C,Ship,6,4,4,low,Yes,Yes
1868,C,Ship,6,4,4,medium,,No
1869,C,Ship,6,4,5,medium,No,Yes
1870,C,Ship,6,5,3,low,No,
1871,C,Ship,6,5,3,medium,,No
1872,C,Ship,6,5,4,high,No,
1873,C,Ship,6,5,4,low,No,Yes
1874,C,Ship,6,5,4,medium,No,No
1875,C,Ship,6,5,5,low,,No
1876,C,Ship,6,5,5,medium,Yes,No
1877,C,Ship,6,5,6,high,Yes,
1878,C,Ship,6,5,6,low,Yes,Yes
1879,C,Ship,6,5,8,medium,Yes,
1880,C,Ship,7,1,4,low,Yes,Yes
1881,C,Ship,7,2,3,low,Yes,
1882,C,Ship,7,2,4,low,Yes,
1883,C,Ship,7,2,4,medium,,Yes
1884,C,Ship,7,2,5,medium,,No
1885,C,Ship,7,3,4,low,Yes,
1886,C,Ship,7,3,4,medium,No,No
1887,C,Ship,7,4,4,low,Yes,No
1888,C,Ship,7,4,4,medium,No,
1889,C,Ship,7,4,5,low,,No
1890,C,Ship,7,5,4,low,Yes,
1891,C,Ship,7,5,4,medium,,No
1892,D,Flight,2,1,2,low,,Yes
1893,D,Flight,2,1,3,medium,Yes,No
1894,D,Flight,2,1,4,low,No,
1895,D,Flight,2,1,5,low,No,
1896,D,Flight,2,2,2,low,,Yes
1897,D,Flight,2,2,3,low,Yes,
1898,D,Flight,2,2,5,medium,,Yes
1899,D,Flight,2,4,5,low,,No
1900,D,Flight,2,5,4,medium,Yes,
1901,D,Flight,3,1,2,low,Yes,
1902,D,Flight,3,1,2,medium,No,
1903,D,Flight,3,1,3,high,,Yes
1904,D,Flight,3,1,3,low,Yes,Yes
1905,D,Flight,3,1,3,medium,Yes,Yes
1906,D,Flight,3,1,4,low,,Yes
1907,D,Flight,3,1,4,medium,No,
1908,D,Flight,3,1,5,medium,Yes,
1909,D,Flight,3,1,6,medium,Yes,
1910,D,Flight,3,1,10,medium,,No
1911,D,Flight,3,2,2,medium,Yes,Yes
1912,D,Flight,3,2,3,low,Yes,Yes
1913,D,Flight,3,2,3,medium,,No
1914,D,Flight,3,2,4,low,Yes,
1915,D,Flight,3,2,4,medium,Yes,
1916,D,Flight,3,2,5,medium,Yes,
1917,D,Flight,3,2,6,high,No,
1918,D,Flight,3,2,7,medium,,No
1919,D,Flight,3,3,2,low,,No
1920,D,Flight,3,3,2,medium,Yes,
